Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
AEM 2011,Spreadsheet Modeling for Non-Dyson Majors,3,GradeNoAud,"Fall, winter, spring, summer",,,,,,,"This course will be developed as a data-driven, model-based approach to decision-making. Most applications will rely on the standard array of Excel functionality but other platforms (e.g., Access, SQL, presentation software) may be employed. A unique feature of this course will be applications drawn from the diverse program areas of the Dyson School: management, international development/trade; environment/resource economics; and food/agricultural economics. Case material will be contributed by the companies from the DUAC. Key topics will include: Optimization (Solver), Data graphing, Financial modeling, Ethical/social dimensions of IT, Forecasting, Pivot tables, Exponential smoothing, and Simulation"
AEM 2050,Introduction to Agricultural and Development Finance,3,Graded,Spring,,,,(SBA-AG),,,"Introductory course which provides an overview of principles and practices of agricultural and development finance, from the perspectives of the business owner, lender, and policymaker. Topics include sources of capital, financing entry into agriculture, financial analysis businesses, capital management, financial statements, credit instruments, loan analysis, and financial risk. Applications in index insurance in developing countries, microfinance, guarantee funds, the Farm Credit System, crop insurance, and risk management"
AEM 2210,Financial Accounting,3,GradeNoAud,"Fall, winter, spring, summer",,,,,,"s: due to an overlap in content, students will receive credit for only one course in the following group: AEM 2210, AEM 2225, HADM 1210, HADM 2230","Comprehensive introduction to financial accounting concepts and techniques, intended to provide a basic understanding of the accounting cycle, elements of financial statements, underlying theory of GAAP, and financial statement interpretation. Topics include methods of recording inventory, receivables, depreciation, bonds, and equity. Requires two evening prelims and a comprehensive final; weekly homework assignments"
AEM 2220,Foundational Perspectives and Contemporary Issues in Entrepreneurship,3,Graded,"Fall, spring",,,,,,,"This course aims to introduce students to foundational theories and contemporary issues pertaining to entrepreneurship. A primary objective of this course is to broaden students' perspectives on entrepreneurship and the myriad ways that entrepreneurial activity contributes to innovation, economic growth, and society. Students will be introduced to foundational thinking, leading-edge research and key frameworks that address central questions of entrepreneurship. In addition, this course will help students develop a deeper understanding of their own interest in entrepreneurship and how it will help them to advance their careers"
AEM 2230,Cooperative Business Management,3,Graded,Spring,,,,,,,"An evaluation of the fundamental principles, structure, finance, management and governance associated with the cooperative business model, with a focus on agricultural cooperatives. Analyses of the cooperative business organization within the modern economy are emphasized through a mix of lectures, guest speakers, case study discussions and, and experiential learning projects with cooperative businesses"
AEM 2240,Finance for Dyson Majors,4,GradeNoAud,Spring,"AEM 2100, AEM 2200 , and AEM 2210, or equivalents",,,,,"Students may receive credit for only one course in the following group: AEM 2240, AEM 2241, HADM 2220, HADM 2250, NCC 5560","Focuses on the mathematics of finance, valuation, and the economics of managerial decisions, corporate financial policy, risk management, and investments. Topics include the time value of money, bond and stock valuation, capital-budgeting decisions, financing alternatives, the cost of capital and the capital-structure decision, distribution policy, mergers and acquisitions and restructuring, options, forward and futures contracts, market efficiency and market anomalies, strategies of successful investors, and personal finance"
AEM 2241,Finance,3,GradeNoAud,"Fall, spring","AEM 2100, AEM 1200, and AEM 2210, or equivalents",,,,,"Students may receive credit for only one course in the following group: AEM 2240, AEM 2241, HADM 2220, HADM 2250, NCC 5560","This course is a survey of topics in finance. It focuses on the mathematics of finance, valuation, the economics of managerial decisions, corporate financial policy, risk management, investments, and personal finance"
AEM 2300,International Trade and Finance,3,Stdnt Opt,"Spring, summer",ECON 1110 or equivalent. Recommended prerequisite: ECON 1120 or equivalent,,ECON 2300,(SBA-AG),,,"One-semester introduction to international economic principles and issues. Begins by surveying key topics such as the elements of comparative advantage, tariff and nontariff barriers, and multilateral institutions. The second part of the course treats selected topics in international finance, including exchange rates, balance of payments, and capital markets. Discusses current issues such as the effects of trade liberalization, trade and economic growth, and instability in international capital markets. Designed as a less technical introduction to concepts developed at a more advanced level in AEM 4300 and ECON 4510-ECON 4520"
AEM 2400,Marketing,3,Stdnt Opt,"Fall, winter, spring, summer",,,,,,AEM 2420,"Provides a broad introduction to the fundamentals of marketing. Explores the components of an organization's strategic marketing program, including how to price, promote, and distribute goods and services. Industry guest lectures and current marketing applications from various companies are presented and analyzed"
AEM 2420,Marketing for Dyson Majors,4,Graded,Spring,,,,,,,"Provides a broad introduction to the fundamentals of marketing. Explores the components of an organization's strategic marketing program, including how to price, promote, and distribute goods and services. Industry guest lectures and current marketing applications from various companies are presented and analyzed. Students will complete a marketing plan"
AEM 2480,Food and Consumer Packaged Goods Industry Dynamics,3,Stdnt Opt,Spring,"AEM 2400/AEM 2420, and AEM 2200/AEM 1200",,AEM 6480,,,,"Covers merchandising principles and practices as they apply to food industry situations. Examines the various elements of merchandising such as buying, pricing, advertising, promotion, display, store layout, profit planning and control, and merchandising strategy. Considers the consequences of food industry trends and initiatives for other industry members, public policy makers, and consumers"
AEM 2601,Managerial Economics II: Business Strategy,3,Graded,Spring,"ECON 1110, MATH 1106, MATH 1110",,,,,,"This course analyzes the sources of firms' competitive advantage and develops the knowledge and skills necessary to be an effective strategy analyst. The course is grounded in microeconomic concepts taught in AEM 2600 in terms of discipline, and draws from corporate finance, marketing, human resource management and organization science. This course uses both lecture, discussion and case studies to encourage students to develop skills in formulating strategy in a practical context"
AEM 2700,Management Communication,3,Graded,"Fall, spring, summer",,,,,, COMM 2010,"Management Communication is intended to help you think strategically about communication and aid you in improving your writing, presentation, and interpersonal communication skills as a future manager. We will look at a set of ""best practices"" or guidelines that have been derived from both research and experience, give you the opportunity to put those guidelines into practice, and provide you with feedback on your work to help you strengthen your abilities. More often than not, we will be using a workshop format that will rely heavily on discussion and in-class exercises"
AEM 2770,Excursions in Computational Sustainability,3,Stdnt Opt,Spring,students are expected to have basic knowledge of probability theory and calculus,,"CS 2770, INFO 2770",(SBA-AG),,,"Balancing environmental, economic, and societal needs for a sustainable future encompasses problems of unprecedented size and complexity. Computing and information science can play an important role in addressing critical sustainability challenges faced by present and future generations. The goal of the course is to introduce students to a range of sustainability challenges and to computational methods that can help address such challenges. Sustainability topics include sustainable development, biodiversity and wildlife conservation, poverty mitigation, food security, renewable resources, energy, transportation, and climate change. In the context of these sustainability topics, the course will introduce students to mathematical and computational modeling techniques, algorithms, and statistical methods. The course is at the introductory undergraduate level. Students are expected to have basic knowledge of probability theory and calculus"
AEM 2810,Design and Innovation,3,GradeNoAud,Spring,,,,,,,"This course introduces students to a design toolkit and mindset for creative problem solving that enables a shift from a 20th century, market-based perspective to a more sustainable, human-centered approach appropriate to this century's systemic challenges. Topics covered include: opportunity finding and innovation; the design thinking cycle of inspiration-interpretation-ideation-implementation; and visual communication. Students will learn to apply design strategies to their work to make it more integrated and collaborative. This course will require openness to new ways of (divergent) thinking"
AEM 3040,Dairy Markets and Policy Seminar,2,Sat/Unsat,Spring,,,,,,,"This course is a survey of topics related to: 1) the structure and performance of U.S. dairy markets; and 2) federal and state policies that regulate market activities. This is not a course in how to market or sell farm milk or dairy products, although we will discuss some topics related to marketing and dairy demand analysis. Policy sections emphasize understanding why regulations were created and how they impact market activity, as well as describing what they do. Subject to instructor approval, a 1-credit special project add-on can be designed for undergraduate or graduate students who want to develop a deeper understanding of dairy markets or dairy policy"
AEM 3060,Practitioner's Overview of Securities Markets and Asset Management,1,Graded,Spring (weeks 1-7),,,,,,,"A broad overview of various aspects of the Fixed Income and Equities Markets and the role of Investment Banks. Topics, amongst others, will include: Securities Sales and Trading, Fiscal and Monetary Policy effects on Markets, Asset Management, Private Equity and Leveraged Buyouts, Mergers and Acquisitions, and Risk Management. Course will focus on real life practices and may include guest speakers, role playing and trading simulations"
AEM 3080,Ethical Issues in Business Management and Organizations,2,Opt NoAud,Spring,,,,,,,"This course offers an overview of ethics-related issues, dilemmas, and potential solutions in business and management. Topics include the difference between market economy and market society; differences between bureaucracies, law, and ethics; the stakeholder paradigm; triple bottom line; social responsibility; organizational culture; and personal growth"
AEM 3100,Business Statistics,3,Graded,Spring,AEM 2100  or equivalent,,,,,,"Focuses on techniques used to analyze data from marketing research, business, and economics. Topics include experimental design and ANOVA, contingency-table analysis, quality-control methods, time-series analysis, and forecasting. Also includes brief introductions to nonparametric methods and multivariate analysis. Involves a research project designed to give experience in collecting and interpreting data"
AEM 3120,Branding and Brand Management,1,Stdnt Opt,Spring (week 8-14),AEM 2420 or equivalents,,,,,,"Branding has become one of the most important aspects of business strategy. Developing brand identity and strategy are critical steps in successful marketing of a product. Developing a brand strategy requires an understanding of: what is branding, how to develop brand equity, how to reach the target audience, the importance of consistent communications and brand planning. This course includes the concepts of brand, brand equity and strategic brand management. Topics covered include Brand Equity, Consumer Communications, Reaching Consumers and Brand Planning. Post this class participants will understand the importance of building brand equity and communicating throughout all consumer touch points. Class work includes a combination of case studies, lectures, and class discussions. Topics discussed will relate to real life business situations"
AEM 3230,Managerial Accounting,3,Graded,"Fall, winter, spring, summer","AEM 2210, AEM 2225 or equivalent",,,,,,"This course provides an introduction to the basic concepts, analyses, uses, and procedures of accounting and control used by internal company managers when they are faced with planning, directing, controlling, and decision-making activities in their organization. Topics covered focus on the relationship between strategy and decision-making and include product and service costing, budget setting, decision-making, profitability analysis, pricing, investment analysis, management control systems, and performance measurement"
AEM 3251,The Business Laboratory and New Venture Management,4,Graded,Spring,at least one business management and entrepreneurship course,,,,,,"This course is a team oriented approach to allow students to understand through a simulation what happens when a new business is launched with funding in place. During the course of the implementation they will be presented with obstacles that often occur in ""real-life "" situations and learn how to develop creative ways to solve and overcome those obstacles. By the end of the term, it is expected that each team will have experienced (through simulation) managing a new venture"
AEM 3370,Intermediate Accounting II,4,GradeNoAud,Spring,AEM 3360,,,,,,"Continuation of the in-depth study of accounting theory, generally accepted accounting principles, and the techniques involved in measuring, recording, summarizing, and reporting financial data for business organizations. Learn the GAAP accounting for revenue, investments, pensions, taxes, accounting changes, and statement of cash flows. Understand accounting alternatives within GAAP and accounting alternatives to GAAP for the topics covered so that students are prepared to understand and use future changes in GAAP. Course objectives will be achieved by a combination of lectures and analyzing and discussing articles from the financial press and cases that are based on actual financial statements"
AEM 3385,Social Entrepreneurship Practicum: Anabel's Grocery,3,Opt NoAud,Fall,Acceptance to the Anabel's Grocery Team,,,,,,"A seminar course with a practicum in management and operation of a campus-based, student-led social enterprise, Anabel's Grocery. Anabel's Grocery is a nonprofit project of the Center for Transformative Action that addresses food insecurity at Cornell by providing fresh, nutritious and affordable food, as well as educational programs on healthy and nutritious eating"
AEM 3390,Research Methods in International Development,3,Stdnt Opt,Spring,AEM 2100 and ECON 1110 or equivalents,,AEM 6390,,,,"This is a research methods course that uses basic statistics and quantitative techniques to analyze selected topics in international development. The aim of this course is to expose students to the various methodologies used by researchers in the field of international development: (i) core concepts such as poverty and inequality measurement (use of basic statistics); distributive justice (use of basic game theory) and governance issues in developing economies (use of basic public economics/welfare theorems/voting theories) and (ii) study of specific topics that are at the frontier of international development research where students will be required to gather data, design surveys and use basic econometrics tools in their assignments"
AEM 3520,Financial Statements Analysis,3,Graded,Spring,"AEM 2010, AEM 2225, AEM 2240",,,,,NBA 5060,"The course will focus on developing a framework for analyzing financial statements to make business decisions. The framework is intended to enhance the ability to qualitatively and quantitatively assess financial information. Goals of the course include learning to read financial statements for relevant information, understanding the impact of a business' accounting choices and estimates, analyzing financial ratios and cash flow measures and methods for valuation of a business. Cases are incorporated in class discussions and assignments in order to illustrate concepts and allow students to put into practice the tools presented"
AEM 4010,Organizational Analytics,1.5,Graded,Spring,AEM 2010 and AEM 3030,,,,,,"This course takes an analytics based approach to managerial decision making within a spreadsheet platform. Through case analysis, emphasis will be placed on the exploration and application of Microsoft Excel to enhance decision making and improve outcomes. This data-driven course will require students to leverage complex functionality available in the Excel platform. Key mechanics employed will be: advanced methods of data management, data visualization, financial modeling, forecasting, optimization, pivot tables, and simulation. Key topics covered could be, but are not limited to areas such as employee productivity, succession planning, organizational safety, employee satisfaction, team dynamics, leadership, Just-in-Time inventory, recruitment and selection, training and engagement"
AEM 4015,Customer Strategy and Analytics,1.5,GradeNoAud,Spring,"AEM 2400, AEM 2100 or equivalent",,NBA 6340,,,,"Aimed at students who are interested in pursuing activities in customer strategy and analytics built around the notion of customer centricity. The primary objective of this course is to provide students with how customer relationship management (CRM) can help accomplish strategic initiatives, improve firm profitability and build lasting competitive advantage. Students will be exposed to the practical side of CRM through case studies and hands-on exercises. This course is particularly relevant for students interested in careers in consulting, strategy, marketing and retailing, as well as for entrepreneurs"
AEM 4021,Food and Brand Lab Workshop II,3,Graded,Spring,,,,,,,"The purpose of the Food and Brand Lab Workshop is to provide students with an opportunity to develop an advanced understanding of consumers by involving them in collaborative, theory-based research related to food. This course is focused on asking and answering the ""why"" questions behind consumer behavior"
AEM 4041,Introduction to Credit and Banking,1.5,GradeNoAud,Spring (weeks 1-7),AEM 2050/AEM 4050 or AEM 2240 or equivalent,,,,,,"This course provides an introduction to credit analysis, banking, and lending markets. Topics include fundamentals of credit and lending risk, asset liability management, and other selected topics. "
AEM 4060,Risk Simulation and Monte Carlo Methods,3,Graded,Spring,Working knowledge of Excel. At least one course equivalent to AEM 2240 and at least one course in statistics or permission of instructor,,AEM 6061,,,,"This is a computer-based course that deals with the concepts of randomness and risk in financial management, capital budgeting, stock valuations, derivatives, and investment portfolios. The focus of the course is on applying realistic probability using Monte Carlo simulation to solve a variety of problems in finance"
AEM 4070,Advanced Financial Analytics,3,GradeNoAud,Spring,"AEM 2010, AEM 2240, and a course in statistics/econometrics. Basic programming knowledge anad statistical knowledge, or a course in programming (Python, C++, MATLAB, etc.) highly recommended and assumed",,AEM 6070,,,,"Advanced course in applying skills learned in finance and statistics to development of analytical tools and financial products, including topics in computational finance, financial engineering for agriculture and development, working with and analyzing big data and large scale empirical applications, risk management systems, interacting with and using database servers using SQL, and associated strategic and operational considerations. Focus will be on exposing students to the technical and analytic pipeline involved in bringing new financial products to market, including problem identification, concept development, research and development, prototyping, and technical deployment. An independent guided group project will be required. Course will primarily utilize MATLAB, Microsoft SQL Server, and Excel/VBA. AEM 6070 grad students will be required to write a paper in the style of a peer reviewed journal based on the research and model developed, couched within a relevant research question"
AEM 4080,Innovation And New Product Management,1.5,Graded,Spring (weeks 1-7),AEM 2420,,,,,,"In a rapidly changing business environment where product life cycles are shortening and competition is intensifying, creating new products has become the most significant and most risky activity within a firm. This course aims to develop an understanding of the ""state of the art"" strategies, processes and methods used in developing new products. This course focuses on key new product issues including generation and assessment of ideas, value creation in competitive markets, the impact of disruptive technologies on mainstream industries, and the diffusion of innovative new products and services. This is a case based course, where students participate in a dynamic and interactive group environment to develop the capacity to use the information learned to make informed new product decisions"
AEM 4090,Environmental Finance and Markets,3,Graded,Spring,"AEM 2240/AEM 2241, AEM 2225, or equivalent",,,,,,"This course considers the ways in which the tools of finance are used to address environmental challenges and how market mechanisms can be used to ensure the long-term sustainability of ecosystems. Following an introduction to the prevailing environmental policy framework, the course explores the uses of such products as debt-for-nature swaps, green bonds, structured notes, and environmental impacts bonds, and illustrates both their potential and their limitations through a review of market transactions. The course also explores how investment decisions can influence environmental outcomes and the role that sustainable asset management strategies can have in achieving desired conservation objectives"
AEM 4095,Digital Marketing,1.5,Opt NoAud,,,,NBA 6090,,,,No description available
AEM 4160,Strategic Pricing,3,Graded,Spring,"Introductory Statistics, Calculus I, as well as either AEM 2600, ECON 3030, or PAM 2000",,,,,,"This quantitative course explores various pricing strategies by taking into consideration the role of consumer behavior, economics, statistics, and management science. Topics include product tying and bundling, peak load pricing, price matching, warranty pricing, advanced booking, and the 99-cent pricing perceptions"
AEM 4190,Strategic Thinking,3,Stdnt Opt,Spring,"Intermediate Microeconomics course such as AEM 2600, PAM 2000, ECON 3030, or equivalents",,,,,,"The art of thinking strategically puts outdoing one's adversary at the core of the decision-making process, while anticipating that the adversary is doing exactly the same thing. Businesses make investment decisions and innovate products in anticipation of the reaction of their rivals; managers make pay contingent on peer performance, taking into account the reaction of their subordinates and superiors; national trade policies are formulated based on whether trading partners are committed to make credible concessions. This course introduces and explores the use of game theory to understand these interactions; students are expected to work with a balanced dose of both theory and relevant case studies. The objective of the course is to facilitate students' ability to think strategically on firm level issues (e.g., pricing, advertising wars, product differentiation, and entry deterrence) and strategic policy interaction in international economic relations (e.g., trade wars and the arms race)"
AEM 4195,Strategic Thinking and Analysis,4,GradeNoAud,Spring,"Intermediate Microeconomics course such as AEM 2600, PAM 2000, ECON 3030, or equivalents",,,,,,"Strategic management is focused on how to create and sustain advantages in highly competitive business environments. This course is intended to introduce strategic management through a combination of theory and relevant case studies. Students will learn qualitative and quantitative analytical frameworks for evaluating industry determinants of success and for formulating strategies that enable one's organization to be more successful than competitors. Specific topics that will be covered include industry factors, positioning, game theory, and competitive advantage. Organizations will be understood as a collection of resources pursuing goals in competitive environments. Non-market elements of that environment such as public politics, social activism, regulations, and the media will be discussed at length"
AEM 4210,"Futures, Options and Financial Derivatives",3,Graded,Spring,AEM 2100 and AEM 2240 or equivalents. Recommended prerequisite: ECON 3030 or AEM 2600/AEM 2601 or equivalent and a calculus course; familiarity with calculus and probability and statistics,,AEM 6410,,,,Covers the pricing of derivatives and how derivatives can be used for the purpose of risk management and speculation. A portion of this course involves the use of spreadsheet or other computer programs
AEM 4225,Systems and Analytics in Accounting,3,GradeNoAud,Spring,"AEM 2210 or AEM 2225, AEM 2100",,AEM 5225,,,,"An investigation of the systems and software that capture and store accounting and economic information, and of the tools and techniques that support a robust use of that data for the benefit of individual enterprises and greater society. Topics include ""Big Data"", Data Visualization, Optimization Tools and Accounting Support Systems and Databases. Students taking this course at the graduate level will have a semester project related to the extension of the utility of large data sets beyond their initial purposes"
AEM 4280,Valuation of Capital Investment,4,GradeNoAud,Spring,AEM 1200 and AEM 2240 or equivalents,,,,,,"Focuses on the analysis of financial information-particularly firms' financial reports-for making decisions to invest in businesses. The primary focus is on equity (share) valuation, with some attention given to credit analysis. Examines various valuation models in detail and applies them in cases and projects involving listed companies. Topics include models of shareholder value, discounted cash flow approaches to valuation, the analysis of profitability, growth, and valuation generation in a firm, forecasting earnings and cash flows, proforma analysis for strategy and planning, analysis of risk, and the determination of price/earnings and market-to-book ratios"
AEM 4300,International Trade Policy,3,Stdnt Opt,Spring,ECON 1110-ECON 1120 or equivalents and intermediate microeconomics course,,,,,,"Examines the economic principles underlying international trade and monetary policy, and the policies, practices, and institutions that influence trade and foreign exchange markets. Also emphasizes applications to current topics in international trade policy, to trade in primary commodities, and to both developed and developing countries"
AEM 4310,Agricultural and Food Policy,3,Stdnt Opt,Spring,"either PAM 2000, ECON 3030, or equivalent",,,,,,"Acquaints students with current and historically important U.S. policies related to agriculture and food, including subsidies and regulations related to markets, production, and the environment. The approach combines historical, political, and economic interpretation and analysis"
AEM 4321,Data Visualization and Marketing Analytics,1.5,Graded,"Fall, spring","AEM 2420 or AEM 2400, AEM 2100; or equivalents, and an introductory programming course",,,,,,"Firms are collecting extensive information (Big Data!) about consumers' choices under different scenarios, but few firms have the expertise to intelligently act on such information. In this course, student will learn how to use state-of-the-art data tools (R, Python, Tableau) to collect, analyze, visualize and communicate data. A special emphasis will be placed on understanding how to display data for precise, effective, and quick analysis"
AEM 4350,Political Economy of the WTO,3,Stdnt Opt,Spring,intro microeconomics,,,,,,"The politics of the WTO and trade policy are explored. Examines what the WTO is, how it operates, how much power it really has, why it was created, and incentives for governments to cooperate. Also explores how WTO rules affect domestic politics and foreign policy goals and how WTO rules and agreements are enforced. Students also debate the effect of trade on growth and poverty"
AEM 4371,Case Studies on Innovation,1.5,GradeNoAud,Spring,"AEM 2200, AEM 2600, AEM 2601 or equivalents",,AEM 6371,,,,"This course explores firm strategies related to innovation and technological change through independent case research. We focus on how the commercial success of technological innovations—new products, processes, and services—depends on the firm's business model. Other key topics include intellectual property rights and the management of technological uncertainty through organizational arrangements such as corporate venturing, spinoffs, crowdsourcing and alliances"
AEM 4380,Entrepreneurial Strategy for Technology Ventures,1.5,Graded,Spring (weeks 8-14),,,,,,,"This course explores the concepts and tools needed to manage a technology-based entrepreneurial business. Through this course, students will develop an ability to think strategically about the fundamental issues facing technology ventures, including how to choose markets and business models, when and how to compete with incumbent firms, how to leverage IP, and how to identify and develop the resources and capabilities required for success. This is not a course in how to start a business. Instead, the emphasis is on the acquisition and application of the analytical tools critical for the development of an entrepreneurial strategy. This course is relevant to students interested in founding or working in technology ventures, as well as students interested in related careers in consulting and venture capital"
AEM 4390,Technology Strategy,1.5,Graded,Spring (weeks 1-7),,,,,,,"This course introduces the fundamental strategy concepts and tools that enable firms to manage technological innovations for competitive advantage. It does so by first considering the sources of technological change, how technologies create value for firms, and how to manage and motivate knowledge workers. It then examines the various mechanisms for extracting value from technologies, both legal (e.g., patents, trade secrecy, etc.) and strategic (e.g., lead time, complementary assets, etc.). We will explore the fundamentals of technology strategy through readings and case studies in both entrepreneurial and established firms across a range of technology-based industries. This course is designed for students who intend to pursue careers in consulting, new product development, entrepreneurship, and finance where technology and intellectual property are important sources of competitive advantage"
AEM 4410,Marketing Research,3,Opt NoAud,Spring,"AEM 2400, AEM 2420",,,,,,"This course provides a fundamental understanding of marketing research methods typically employed by firms. It is primarily aimed towards the manager who must decide the direction of research activities and focuses on how one should design research, construct questionnaires, and collect and analyze data. The course will primarily focus on the interpretation and use of results rather than mathematical derivations. Students will be exposed to the practical side of marketing research through problem sets and projects"
AEM 4421,Research and Strategy in Emerging Markets,3,Graded,Spring,,,,"(CA-AG, D-AG, SBA-AG)",,,"The course complements the Student Multidisciplinary Applied Research Team (SMART) Program administered by CIIFAD. The goal of the course is to offer students a unique learning and service team experience, working with entrepreneurs and civil society organizations in emerging markets and economically disadvantaged communities. Students will learn about the challenges and opportunities of doing business and implementing development interventions in emerging markets. During the semester, students explore theories of economic and community development, analyze the projects on which they worked, write up case studies, and develop strategic recommendations for the enterprises or organizations they have partnered with"
AEM 4485,Economics of Food and Malnutrition,3,Graded,Spring,"ECON 1110, AEM 2100, or equivalent, and 9 additional credits in Economics, Applied Economics, or Nutrition. Recommended prerequisite: ECON 3140, NS 3600, or equivalents",,"AEM 6485, NS 4480, NS 6480",(SBA-HE),,,"This course focused on the economics of food and malnutrition from the perspective of individuals and households; that is, a micro-economic approach. Topics include characteristics and constraints associated with food production in both developed and developing countries; the determinants of household food security; the social and economic causes and consequences of undernutrition; the social and economic causes and consequences of obesity; intervention design to reduce food insecurity, undernutrition and obesity"
AEM 4495,Consumer Neuroscience,3,Stdnt Opt,Spring,"ECON 1110, AEM 2400, AEM 2420, and Intro Statistics or permission of instructor",,,,,,How do we decide what to buy and at what price to purchase it? How can various contexts influence our choices? What factors explain differences in preferences across people? This course addresses these and other questions about consumer decision making by integrating recent advances in neuroscience with economics and psychology. The focus is to give a comprehensive introduction to how the combination of these fields can inform our understanding of consumer behavior. Previous experience with neuroscience is not expected
