Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
AEM 3020,Farm Business Management,4,Graded,Fall,,,,,,,"Intensive study of planning, directing, organizing, and controlling a farm business, with emphasis on the tools of managerial analysis and decision making. Topics include financial statements, business analysis, budgeting, and acquisition, organization, and management of capital, labor, land, buildings, and machinery"
AEM 3030,Explorations in Analytic Modeling,1.5,GradeNoAud,Fall,AEM 2010,,,,,,"Explorations in Analytic Modeling will be developed as a deeper exploration and model based approach to quantitative decision making within a spreadsheet platform. Applied decision making using primarily Microsoft Excel as a business analytics tool will focus on using applied cases requiring various financial and other models. As the course explores models, emphasis will be placed on the exploration and application of the tool to enhance decision making and improve outcomes. This data-driven course will move the student into the most complex functionality available in the Excel platform. Key topics will include: data management, data visualization, financial modeling, forecasting, optimization, pivot tables, and simulation. The course will also employ macro recording with introductory visual basic for applications programming"
AEM 3100,Business Statistics,3,Graded,"Fall, Spring",AEM 2100 or equivalent,,,,,,"Focuses on techniques used to analyze data from marketing research, business, and economics. Topics include experimental design and ANOVA, contingency-table analysis, quality-control methods, time-series analysis, and forecasting. Also includes brief introductions to nonparametric methods and multivariate analysis. Involves a research project designed to give experience in collecting and interpreting data"
AEM 3110,Design and Innovation,3,Opt NoAud,Fall,AEM 2200 or AEM 1200 or equivalent,,AEM 5110,,,,"This course introduces students to a design toolkit and mindset for creative problem solving that enables a shift from a 20th century, market-based perspective to a more sustainable, human-centered approach appropriate to this century's systemic challenges. Topics covered include: opportunity finding and innovation; the design thinking cycle of inspiration-interpretation-ideation-implementation; and visual communication. Students will learn to apply design strategies to their work to make it more integrated and collaborative. This course will require openness to new ways of (divergent) thinking"
AEM 3200,Business Law,3,Opt NoAud,Fall,,,,,,,"Examines legal problems of particular interest to persons who expect to engage in business. Emphasizes the law of contracts, sales, agency, and property"
AEM 3205,Ethics in Business and Organizations,3,Opt NoAud,"Fall, Spring",AEM 2200 or equivalent,,,,,,"This course will survey ethical problems that arise in business and other organizational contexts, and develop theoretical resources  to help address them"
AEM 3220,Digital Business Strategy,3,Graded,Fall,"AEM 2200, ECON 1110",,,,,,"Explores the impact of new technologies on business processes and industries. Focuses particularly on the effects of information and communication technologies (ICT). The objective is to understand the nature of information as an economic good, business opportunities and challenges created by ICT, and organizational constraints involved in exploiting these opportunities"
AEM 3245,Organizational Behavior,3,Graded,Fall,AEM 1200 or AEM 2200 or equivalent,,AEM 6245,,,"due to an overlap in content, students will receive credit for only one course in the following group: ILROB 1220, ILROB 5200, HADM 1150","This course examines evidence-based principles of individual and group behavior in relation to leadership and management. Topics include the nature and design of groups, the factors that improve team performance, and the importance of skills including dispute resolution, persuasion, and negotiations, Assignments provide opportunities for the engagement and application of analytical skills relating to real-world organizations"
AEM 3249,Entrepreneurial Marketing and Strategy,3,Stdnt Opt,Fall,,,,,,,"The course is focused on the tools and frameworks that assist a startup entrepreneur in exploring the feasibility of a new idea. After establishing an understanding of the funding process for new ventures, students will learn about and practice market research techniques involving both formal (in person interviews) and informal (expert interviews, social media) ways to understand the adoption behavior and urgent needs/wants of prospective customers. In addition, participants will learn how to take findings from market research to formulate business models and strategies"
AEM 3270,Marketing-Operations Simulation,2,Sat/Unsat,Fall (weeks 1-7),"AEM 2210 or permission of instructor. Preferred Prerequisites: AEM 2400 or AEM 2420, AEM 2480",,,,,,"Teams of students operate retail food companies and compete in a computerized simulation of a dynamic and competitive market. Teams develop strategy and make decisions regarding promotional tactics, pricing, labor, procurement, inventory, capital expenditures, dept structure and financing. Results are tracked through the use of financial statements - balance sheets, profit and loss, and cash flow. The team that creates the most equity is declared the winner of the simulation"
AEM 3310,Introduction to Business Regulation,3,GradeNoAud,Fall,"ECON 1110, AEM 2200 or equivalent",,,,,,"The purpose of this course is to help and guide business and policy students in understanding and recognizing the multiple  motivations of society to control certain business activities, the several general approaches to regulation and what is understood of  the outcomes, and to provide an appreciation through case studies of how different sectors manage in a regulated environment. The  treatment is to include an evaluation of the concept of 'regulatory risk', the uncertainly about regulatory outcomes/changes which  constitute a risk, the major risk in some industries, so that understanding and managing that risk is a significant aspect of  profitability for many firms, and a consideration for policy makers. Specific emphasis will be placed on the healthcare,  biotechnology, energy, and technology business sectors"
AEM 3320,Leadership and Management in Sports,3,Graded,Fall,,,AEM 6325,,,,"This course draws upon the study of sports for the purpose of understanding and studying evidence-based principles of individual and organizational behavior. Topics include the nature of motivation, momentum, and coaching as well as the challenges of talent identification, team-level coordination, and strategy development. Assignments provide opportunities for the development and application of analytic skills relating to leadership and management"
AEM 3360,Corporate Financial Reporting I,3,Graded,Fall,AEM 2225,,,,,,"AEM 3360 is the first of a series of two courses in intermediate accounting. This is a one-semester course for students in the accounting major and finance concentrations. This course is an important prerequisite for students intending to pursue a graduate degree in accounting. The course focuses on 1) the accounting process, 2) the conceptual framework underlying financial accounting, 3) the primary financial statements, and 4) the measurement and reporting of assets, liabilities, and shareholders' equity. Specific topics include an overview of generally accepted accounting principles, financial statements and ratios, cash and cash equivalents, accounts receivable, inventories, operating assets, current and long-term liabilities, and stockholders' equity"
AEM 3385,Social Entrepreneurship Practicum: Anabel's Market,3,Opt NoAud,"Fall, Spring",,,,,,,"AEM 3385 serves as an entry point for new Anabel's team members, introducing them to social entrepreneurship, food justice, collaborative leadership practices, and the operational systems of Anabel's. No prerequisites and no previous experience with Anabel's required.  The course is open to students regardless of major. We are looking for students with diverse interests who are passionate about making healthy, sustainable, and socially responsible food available to everyone. This is an experiential learning course that meets once a week and includes a practicum commitment of 4-5 hours per week working for the store and meeting with other team members. "
AEM 3440,Consumer Behavior,3,Stdnt Opt,Fall,,,AEM 6440,,,,"Develops a useful, conceptual understanding of the problem and strategies associated with the psychology behind consumer behavior. In doing so, the course provides frameworks that enable students to address these issues responsibly, systematically, and creatively"
AEM 3547,"WIM: America, Business and International Political Economy",4,Graded,Fall,,,"DSOC 3547, GOVT 3547, ILRIC 3547",,,,"Do you want to learn the discussion-based case method as taught at the Harvard Business School? Do you want to learn how to write a long research paper? Do you not want to take a final examination? If you answer these questions affirmatively, this course may be for you. We are told often that American primacy is in decline and that other powers are rising. What does this mean when we examine the experience of Government and Business in different countries around the world?  Is the international political economy a hydraulic system in which some units rise and others fall? Are the dynamics of the international political economy all pointing in one direction? Or are they marked by cross-currents?  This course seeks answers to these questions by teaching the basics of macro-economics, examining a range of powerful states (among others China, India, Russia and Japan) and persisting issues (financial globalization and foreign investment; oil and OPEC; trade and aid) as they play themselves out in different countries (such as Malaysia, Korea; Saudi Arabia, Nigeria; Mexico, Brazil, Uganda, Indonesia)"
AEM 4050,Farm Credit Fellows - Agricultural Lending,1,Graded,Fall,"AEM 2050, AEM 3020",,,,,,"The Farm Credit Fellows program provides an opportunity for students with a strong interest in agricultural finance to gain a better understanding of the agricultural credit system. Topics covered in this course include the fram credit system and lending practices, as well as agricultural finance"
AEM 4100,Applied Managerial Economics,3,GradeNoAud,Fall,AEM 2600 or ECON 3030 or equivalent,,,,,,"Strategic management of businesses. Quantitative market analysis; costs, production processes, and firm organization; principle  agent problems, market structure, pricing strategies"
AEM 4110,Introduction to Econometrics,4,GradeNoAud,Fall,"AEM 2100, AEM 2600 or equivalent",,,,," due to an overlap in content, students will receive credit for only one course in the following group: AEM 4110, AEM 6120, ECON 3120, ECON 3140, PAM 3100","This course is an introduction to basic econometric principles and the use of statistical techniques to estimate empirical economic models. Multiple regression is introduced and procedures to accommodate data issues and limitations are presented. Topics discussed include simultaneous equations, panel models and limited dependent variable models. Time series approaches are introduced. Students are required to estimate econometric models using provided data sets"
AEM 4140,Behavioral Economics and Managerial Decisions,3,Graded,Fall,AEM 2600 or ECON 3030 or PAM 2000,,AEM 6140,,,,"Behavioral economics integrates psychology and economics by identifying systematic anomalies in decision making. These are now recognized to be an important source of error in business decisions, and they provide the foundation for both behavioral marketing and finance. The course compares rational choice theory with behavior both in lecture and through a series of economics experiments in which students face situations that are likely to lead to anomalies such as ""the winner's curse,"" the status quo bias, hyperbolic discounting, and bias in assessing risks. Students have the opportunity to evaluate their own decision making"
AEM 4150,Price Analysis,3,Graded,Fall (not offered every year),"AEM 2100, AEM 2600 or ECON 3030 or PAM 2000 or equivalent",,,,,,"Focuses on the analysis of supply and demand characteristics of commodities with particular attention to agricultural products. Pays special attention to empirical analysis. Includes institutional aspects of pricing, temporal and spatial price relationships, price forecasting, and the economic consequences of pricing decisions"
AEM 4230,Contemporary Topics in Behavioral Finance,3,GradeNoAud,Fall,"ECON 1110, MATH 1110, AEM 2100, AEM 2240 or equivalent",,,,,,"This course is designed to stimulate critical thinking about contemporary topics that attract regular attention in the press among key finance decision-makers. The course draws on the theory of modern finance to facilitate the understanding of real world issues. The course will cover topics in traditional and behavioral finance; focusing on corporate governance, financial markets, portfolio formation, market efficiency, and fixed income securities"
AEM 4400,Retail Strategy,3,Graded,Fall,AEM 2420 or equivalent,,,,,,"This course explores the strategies and analytical techniques employed to address both classical and contemporary problems faced by retailers. Case study analysis provides a principal pedagogical approach. Cases come from a broad spectrum of retailing sectors: food, mass, fashion, on-line, international. Project required. Selected retail executives will participate"
AEM 4415,Pre-Engagement with Social Enterprises in Emerging Markets,1.5,Graded,Fall (weeks 8-14),,,,,,,"The course is designed to prepare students who will be participating in a service-learning experience or field research emerging markets. It is primarily a preparatory course for students who will be participating in Student Multidisciplinary Applied Research Teams (SMART) projects over the winter intersession and the spring semester. Students planning independent research or internships in cross-cultural environment and with social enterprises can also benefit from this course. The course covers inter-cultural competence, case study methods, risk and security abroad, Institutional Review Board (IRB) for human participants, and analytical framework applicable to social enterprises in emerging markets"
AEM 4420,Emerging Markets,3,Graded,Fall,"AEM 2420 , PAM 2000 or ECON 3030 or AEM 2600",,,,,,"Provides a framework for examining the effectiveness of marketing strategies in economies in transition and identifying the challenges and opportunities for firms in low-income economies to access industrial markets. Appraises the risk of entering markets in low-income economies and assesses the political, legal, cultural, and economic forces. Analyzes and discusses case studies of companies"
AEM 4435,Data Driven Marketing,1.5,GradeNoAud,Fall,"AEM 2100, AEM 2420, AEM 2010, or equivalent",,,,,"due to an overlap in content, students will not receive credit for both AEM 4435 and NBA 6390","This course deals with the use of data to make marketing decisions. It introduces concepts, methods, and applications of analytics to products, markets, and marketing actions. Unlike marketing courses that focus on conceptual material, this course will provide skills to translate conceptual understanding into specific operational plans – a skill in increasing demand in organizations today"
AEM 4460,Food Marketing Colloquium,1,Multi-Term,Fall,,,,,,,"The course focuses on current topics in food marketing and may be supplemented by field trips to food industry firms and other exposure to food industry activities and practitioners. In addition, the course includes preparation for a field study trip during the winter break period"
AEM 4515,Business and Economics of Energy,3,Opt NoAud,Fall,"MATH 1110, AEM 2100, AEM 2600, or equivalent",,,,,,"This course will investigate energy issues from an economic and business perspective using a quantitative approach. In the first part  of the course, students will learn how to think about energy through an economic and business lens. The second part of the course  will focus on topical energy market issues such as imperfect competition, bidding in electricity markets, markets for oil and gas,  and environmental regulation"
AEM 4520,Advanced Accounting,3,Graded,Fall,AEM 3360,,NACCT 5520,,,,"Detailed analytical study of special issues and situations in financial accounting. Continuous emphasis is placed on the relationship between theory and practice to reflect the latest professional pronouncements. Highly technical topics related to corporation, partnership, government, and not-for-profit organizations, with a focus on business combinations and the particular accounting challenges that they present"
AEM 4521,Cost Accounting and Management Control,3,Graded,Fall,AEM 3230 or permission of instructor,,NACCT 5521,,,,"Cost Accounting and Management Control is a senior seminar focused on managerial decision making and uses of internal accounting data (i.e., revenue and costs; incentive contracts; forecasts; etc.). You will integrate knowledge acquired in your undergraduate accounting courses with that from other courses, readings from current academic and professional literature, and related articles to sharpen skills related to cost assessment, performance evaluation, and managerial control. This course is designed to explicitly consider the role of uncertainty and other statistical issues when making corporate decisions. For the most part, this course is a ""selected topics"" course; focusing on topics intimately related with managerial decision making"
AEM 4530,Auditing and Assurance,3,Graded,Fall,AEM 3360,,NACCT 5530,,,,"Theory and practice of independent examination of financial statements. Discussion of relationships with clients; working papers, assurance procedures, including evaluations of internal controls, accounting principles, risk assessment, liability, and professional ethics"
AEM 4531,Federal Income Taxation,3,Graded,Fall,AEM 3360,,NBA 5531,,,,"Introductory course in federal income taxation covering structure of present tax law; basis for income tax computations; concepts of gross income, adjusted gross income, deductions, exemptions and credits. The emphasis is on tax questions and problems relating to individuals. Students enrolled in the graduate-level section will be required to do additional tax problems"
AEM 4532,Fraud Examination,3,GradeNoAud,Fall,AEM 2210 or AEM 2225 or permission of instructor,,NACCT 5532,,,,"Fraud Examination is a senior seminar designed to allow you access to theories of fraud examination, to develop an understanding of the fraud examination process, and to provide a background in fraud-related issues"
AEM 4533,Federal Income Taxation of Low Income Taxpayers,2,Opt NoAud,Fall,AEM 2225 or equivalent,,"AEM 6533, LAW 6533",,,,"This course covers the present structure of tax law in the United States, including the measurement of taxable income, tax compliance fundamentals, and other related Federal and state tax issues facing low-income taxpayers, with some emphasis on immigrant taxpayers. Participants also discuss various tax research and compliance tools that may be used by practitioners and/or volunteer low-income taxpayer assistance programs. Guest lecturers will focus on specific topics such as the rules surrounding ITIN preparation and other tax issues unique to low-income taxpayers"
AEM 4545,International Finance and Macroeconomics,3,Graded,Fall,AEM 2300 /ECON 2300 or ECON 3040 or equivalent. Recommended Prerequisite: ECON 3120 or ECON 3140 or equivalent,,ECON 3545,,,,"This course will examine the determinants of international capital flows and their consequences for growth and volatility. Basic analytical models in international finance, including those related to exchange rate dynamics, will be covered. Emerging market perspectives on these issues will be emphasized, with a particular focus on the economies of China and India. The course will also analyze the challenges created by rising global financial integration and new financial technologies (Fintech, digital currencies) for monetary policy, financial regulation, and other policies. Students will be required to write an independent research paper"
AEM 4570,Corporate Finance,3,GradeNoAud,"Fall, Spring",AEM 2240,,,,,,"This course is designed to advance the understanding of corporate financial decision making. The class will further the corporate finance topics taught in AEM 2240 such cost of capital, capital structure, mergers and acquisitions, and dividend policy. Some topics in international corporate finance topics will also be discussed"
AEM 4590,Financial Markets And Institutions,3,Graded,Fall,AEM 2240 or AEM 2241,,,,,,"This course examines financial markets and institutions from an asset owner's perspective. In particular, we study asset markets in stocks, bonds, real assets, illiquid assets, and impact investing. We discuss the roles of key financial institutions such as delegated investing intermediaries, mutual funds, hedge funds, private equity firms, and the Federal Reserve"
