Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
AEM 2050,Introduction to Agricultural and Development Finance,3,Graded,Spring,,,,(SBA),,s: students who have taken AEM 2240/AEM 2241 are not allowed to enroll in AEM 2050,"Introductory course which provides an overview of principles and practices of agricultural and development finance, from the perspectives of the business owner, lender, and policymaker. Topics include sources of capital, financing entry into agriculture, financial analysis businesses, capital management, financial statements, credit instruments, loan analysis, and financial risk. Applications in index insurance in developing countries, microfinance, guarantee funds, the Farm Credit System, crop insurance, and risk management"
AEM 2210,Financial Accounting,3,Graded,"Fall, spring, summer",,,,,,"s: AEM 2225, HADM 1210, HADM 2230","Comprehensive introduction to financial accounting concepts and techniques, intended to provide a basic understanding of the accounting cycle, elements of financial statements, underlying theory of GAAP, and financial statement interpretation. Topics include methods of recording inventory, receivables, depreciation, bonds, and equity. Requires two evening prelims and a comprehensive final; weekly homework assignments"
AEM 2240,Finance for Dyson Majors,4,GradeNoAud,Spring,"AEM 2100, AEM 1200, and AEM 2210, or equivalents",,,,,"Students may receive credit for only one course in the following group: AEM 2240, AEM 2241, NCC 5560, ECON 4220, PAM 5620, HADM 2220, or HADM 2250","Focuses on the mathematics of finance, valuation, and the economics of managerial decisions, corporate financial policy, risk management, and investments. Topics include the time value of money, bond and stock valuation, capital-budgeting decisions, financing alternatives, the cost of capital and the capital-structure decision, distribution policy, mergers and acquisitions and restructuring, options, forward and futures contracts, market efficiency and market anomalies, strategies of successful investors, and personal finance"
AEM 2241,Finance,3,Graded,"Fall, spring","AEM 2100,   AEM 1200, and AEM 2210, or equivalents",,PAM 5620,,,,"This course is a survey of topics in finance. It focuses on the mathematics of finance, valuation, the economics of managerial decisions, corporate financial policy, risk management, investments, and personal finance"
AEM 2410,Marketing Plan Development,2,Graded,Spring,AEM 2400,,,,,,"Offers student teams the opportunity for an intense, hands-on application of basic marketing concepts through research and development of a marketing plan. Guided by a series of assignments, teams develop key components that are integrated into a comprehensive written plan for a local business"
AEM 2420,Marketing for Dyson Majors,4,Graded,Spring,,,,,,,"Provides a broad introduction to the fundamentals of marketing. Explores the components of an organization's strategic marketing program, including how to price, promote, and distribute goods and services. Industry guest lectures and current marketing applications from various companies are presented and analyzed. Students will complete a marketing plan"
AEM 2480,Food and Consumer Packaged Goods Industry Dynamics,3,Stdnt Opt,Spring,"AEM 2400/AEM 2420, and AEM 2200/AEM 1200",,AEM 6480,,,,"Covers merchandising principles and practices as they apply to food industry situations. Examines the various elements of merchandising such as buying, pricing, advertising, promotion, display, store layout, profit planning and control, and merchandising strategy. Considers the consequences of food industry trends and initiatives for other industry members, public policy makers, and consumers"
AEM 2500,Environmental and Resource Economics,3,Stdnt Opt,Spring,ECON 1110,,,(SBA),,AEM 1500,"Introduces fundamental economic principles and the ""economic approach"" to policy issues, and demonstrates how these concepts underpin contemporary environmental and natural resource issues and policy solutions. Subjects include valuation, benefit-cost analysis, policy design, property rights, and ecological economics. Uses these tools to explore major current policy issues such as economic incentives in environmental policy, air and water pollution, depletion of renewable and nonrenewable resources, and global warming. Two evening exams and three out of class labs"
AEM 2601,Managerial Economics II,3,Graded,Spring,AEM 2600,,,,,,"This course analyzes the sources of firms' competitive advantage and develops the knowledge and skills necessary to be an effective strategy analyst. The course is grounded in microeconomic concepts taught in AEM 2600 in terms of discipline, and draws from corporate finance, marketing, human resource management and organization science. This course uses both lecture, discussion and case studies to encourage students to develop skills in formulating strategy in a practical context"
AEM 2700,Management Communication,3,Graded,"Fall, spring",,,,,,,"Management Communication is intended to help you think strategically about communication and aid you in improving your writing, presentation, and interpersonal communication skills as a future manager. We will look at a set of ""best practices"" or guidelines that have been derived from both research and experience, give you the opportunity to put those guidelines into practice, and provide you with feedback on your work to help you strengthen your abilities. More often than not, we will be using a workshop format that will rely heavily on discussion and in-class exercises"
AEM 2770,Excursions in Computational Sustainability,3,Stdnt Opt,Spring,students are expected to have basic knowledge of probability theory and calculus,,"CS 2770, INFO 2770",(SBA),,,"Balancing environmental, economic, and societal needs for a sustainable future encompasses problems of unprecedented size and complexity. Computing and information science can play an important role in addressing critical sustainability challenges faced by present and future generations. The goal of the course is to introduce students to a range of sustainability challenges and to computational methods that can help address such challenges. Sustainability topics include sustainable development, biodiversity and wildlife conservation, poverty mitigation, food security, renewable resources, energy, transportation, and climate change. In the context of these sustainability topics, the course will introduce students to mathematical and computational modeling techniques, algorithms, and statistical methods. The course is at the introductory undergraduate level. Students are expected to have basic knowledge of probability theory and calculus"
AEM 3040,Dairy Markets and Policy Seminar,2,Sat/UnSat,Spring,,,,,,,"Dairy markets and policy will be discussed from the perspectives of applied economics, industrial organization, marketing, supply chain coordination, and public policy analysis. Lectures are twice weekly in a format intended to encourage class participation. This course may be offered simultaneously at other universities, where participation will be by video. As such, class assignments may involve student partners at other universities. Subject to instructor approval, an additional 1-credit can be earned for an optional assignment to develop a dairy business marketing plan. This would be done under AEM 4970"
AEM 3100,Business Statistics,3,Graded,Spring,AEM 2100  or equivalent,,,,,,"Focuses on techniques used to analyze data from marketing research, business, and economics. Topics include experimental design and ANOVA, contingency-table analysis, quality-control methods, time-series analysis, and forecasting. Also includes brief introductions to nonparametric methods and multivariate analysis. Involves a research project designed to give experience in collecting and interpreting data"
AEM 3120,Branding and Brand Management,1,Sat/UnSat,Spring. (Seven weeks),AEM 2420 or equivalents,,,,,,"Branding has become one of the most important aspects of business strategy. Developing brand identity and strategy are critical steps in successful marketing of a product. Developing a brand strategy requires an understanding of: what is branding, how to develop brand equity, how to reach the target audience, the importance of consistent communications and brand planning. This course includes the concepts of brand, brand equity and strategic brand management. Topics covered include Brand Equity, Consumer Communications, Reaching Consumers and Brand Planning. Post this class participants will understand the importance of building brand equity and communicating throughout all consumer touch points. Class work includes a combination of case studies, lectures, and class discussions. Topics discussed will relate to real life business situations"
AEM 3210,Business Law II,3,GradeNoAud,Spring,business law course or permission of instructor,,NBA 5610,,,,"The first portion of this course examines legal issues in the formation and operation of business enterprises, particularly partnerships, corporations, and limited-liability companies. The second portion reviews selected topics in business law, like employment discrimination, debtor/creditor relations, product liability, unfair competition, e-commerce law, and international business law"
AEM 3230,Managerial Accounting,3,Graded,"Winter, spring, summer",AEM 2210 or equivalent,,,,,,"Introduction to cost accounting emphasizing the application of accounting concepts to managerial control and decision making. Major topics include product costing, standard costing, cost behavior, cost allocation, budgeting, variance analysis, and accounting systems in the manufacturing environment. Requires use of electronic spreadsheets. Includes an evening prelim, a second exam, and weekly homework"
AEM 3260,Cooperative Business Management,2,Stdnt Opt,Spring,"AEM 1200, AEM 2200",,,,,,"An evaluation of the fundamental principles, structure, finance, management and governance associated with the cooperative organization, with a focus on agricultural cooperatives. Analyses of the cooperative business organization within the modern economy are emphasized through a mix of lectures, guest speakers, and cooperative business case study discussions"
AEM 3290,International Agribusiness Study Trip,2,Graded,Spring,previous business management or applied economics courses necessary,,FDSC 3290,,,,"Gives students interested in agribusiness management exposure to the managerial practices essential to the success of agriculture, agribusiness, and food companies competing in the global marketplace. The course involves an intense one-week international field study trip that takes place during Spring break of the Spring semester the course is offered. The study trip involves a combination of educational instruction at a host university, along with organized field study trips to agricultural and food system related operations, both public and private in organization, in the selected country. The course meets for a few sessions in advance of the field study trip. A paper analyzing an aspect of the field study is required"
AEM 3310,Introduction to Business Regulation,3,Stdnt Opt,Spring,"Intermediate Micro at the level of ECON 3030, PAM 2000, or AEM 2600/AEM 2601; AEM 1200 or AEM 2200; AEM 3200  recommended but not required",,,,,,"Business everywhere functions under regulation. Being able to operate effectively in a regulated environment is critical for business, especially so in heavily regulated sectors like pharmaceuticals, electricity generation, and finance. This class uses a case-based approach to understanding and functioning under regulations, with particular attention to consumer products, environment, communication, and finance. As a group project, students are asked to develop and present a case of their own on a business regulatory issue. Students also need to appreciate why societies regulate. In addition to the economic/efficiency explanations, the class reads excerpts from The Jungle, Silent Spring and other works and events like the Titanic sinking (which initiated radio regulation) and the Great Depression and Great Recession (which led to finance regulations)"
AEM 3350,International Technology Marketing of Biotechnology,3,Stdnt Opt,Spring,ECON 1110 and one college biology course or equivalents,,,,,,"Explores international technology marketing from an economics perspective using biotechnology as an example. Topics include technology theories, products, risk (health and environmental) regulation, industry structure, labeling uses and regulations, public perceptions, patents, trade, and international conventions. The course is of interest to students of biotechnology, public technology policy, and international technology marketing"
AEM 3370,Intermediate Accounting II,4,Graded,Spring,AEM 3360 Intermediate Accounting I,,,,,,"Continuation of the in-depth study of accounting theory, generally accepted accounting principles, and the techniques involved in measuring, recording, summarizing, and reporting financial data for business organizations. Learn the GAAP accounting for revenue, investments, pensions, taxes, accounting changes, and statement of cash flows. Understand accounting alternatives within GAAP and accounting alternatives to GAAP for the topics covered so that students are prepared to understand and use future changes in GAAP. Course objectives will be achieved by a combination of lectures and analyzing and discussing articles from the financial press and cases that are based on actual financial statements"
AEM 3390,Research Methods in International Development,3,Stdnt Opt,Spring,AEM 2100 and ECON 1110 or equivalents,,AEM 6390,,,,"This is a research methods course that uses basic statistics and quantitative techniques to analyze selected topics in international development. The aim of this course is to expose students to the various methodologies used by researchers in the field of international development: (i) core concepts such as poverty and inequality measurement (use of basic statistics); distributive justice (use of basic game theory) and governance issues in developing economies (use of basic public economics/welfare theorems/voting theories) and (ii) study of specific topics that are at the frontier of international development research where students will be required to gather data, design surveys and use basic econometrics tools in their assignments"
AEM 3450,Sustainability Marketing,3,Graded,Spring,AEM 2420 or AEM 2400 and AEM 2410 or permission of instructor,,AEM 6450,,,,"This course focuses on how the demand for environmentally responsible business practice can be leveraged to construct an effective marketing strategy. Students who enroll in the class will: 1. Develop the capacity to view a range of emerging environmental issues and regulatory pressures as presenting a set of strategic opportunities across various business sectors, 2. Recognize the way in which environmental impact marketing employs strategies that are related to but also distinct from conventional marketing, 3. Apply knowledge from environmental impact marketing to identify strategies and tactics used by corporations that have successfully integrated sustainability and profitability. Marketing principles discussed in the course will also be related to selected topics of interest including corporate social responsibility, social entrepreneurship, and environmental performance metrics"
AEM 3520,Financial Statements Analysis,3,Graded,Spring,,,,,,NBA 5060,"The course will focus on developing a framework for analyzing financial statements to make business decisions. The framework is intended to enhance the ability to qualitatively and quantitatively assess financial information. Goals of the course include learning to read financial statements for relevant information, understanding the impact of a business' accounting choices and estimates, analyzing financial ratios and cash flow measures and methods for valuation of a business. Cases are incorporated in class discussions and assignments in order to illustrate concepts and allow students to put into practice the tools presented"
AEM 4000,Practitioner's Overview of Securities Markets and Investment Banking,1,Graded,Spring,,,,,,,"A broad overview of various aspects of the Fixed Income and Equities Markets and the role of Investment Banks. Topics, amongst others, will include: Securities Sales and Trading, Fiscal and Monetary Policy effects on Markets, Asset Management, Private Equity and Leveraged Buyouts, Mergers and Acquisitions, and Risk Management. Course will focus on real life practices and may include guest speakers, role playing and trading simulations"
AEM 4021,Food and Brand Lab Workshop II,3,Graded,Spring,,,,,,,"The purpose of the Food and Brand Lab Workshop is to provide students with an opportunity to develop an advanced understanding of consumers by involving them in collaborative, theory-based research related to food. This course is focused on asking and answering the ""why"" questions behind consumer behavior"
AEM 4040,Credit and Banking in Agriculture,3,Graded,Spring,AEM 2050/AEM 4050 or AEM 2240 or equivalent,,,,,,"This course is restricted to Farm Credit Fellows and is dedicated to the practical application of financial management for agriculture and agribusiness. Topics include fundamentals of credit and lending risk in agriculture, and associated modeling, as well as firm modeling. Students will interact with agricultural lenders and the Farm Credit System through a one-week internship, a field trip to Enfield, CT, and will be required to complete an on-farm case study during the semester of their enrollment in the course. Students also do an internship the previous summer, and an in-depth on-site case study during the course"
AEM 4060,Risk Simulation and Optimization,3,Graded,Spring,working knowledge of Excel. At least one course equivalent to AEM 2240 or AEM 4050 and at least one course in statistics or permission of instructor,,,,,,"This is a computer-based course that deals with the concepts of randomness and risk in financial management, capital budgeting, stock valuations, derivatives, and investment portfolios. The focus of the course is on applying realistic probability using Monte Carlo simulation and optimization to a variety of problems in finance"
AEM 4070,Advanced Financial Analytics with Applications in Agriculture and Development,3,GradeNoAud,Spring,,,AEM 6070,,,,"Advanced course in applying skills learned in finance and statistics to development of analytical tools and financial products, including topics in computational finance, financial engineering for agriculture and development, working with and analyzing big data and large scale empirical applications, risk management systems, interacting with and using database servers using SQL, and associated strategic and operational considerations. Focus will be on exposing students to the technical and analytic pipeline involved in bringing new financial products to market, including problem identification, concept development, research and development, prototyping, and technical deployment. An independent guided group project will be required. Course will primarily utilize MATLAB, Microsoft SQL Server, and Excel/VBA. AEM 6070 grad students will be required to write a paper in the style of a peer reviewed journal based on the research and model developed, couched within a relevant research question"
AEM 4160,Strategic Pricing,3,Graded,Spring,"Introductory Statistics, Calculus I, as well as either AEM 2600, ECON 3030, or PAM 2000",,,,,,"This quantitative course explores various pricing strategies by taking into consideration the role of consumer behavior, economics, statistics, and management science. Topics include product tying and bundling, peak load pricing, price matching, warranty pricing, advanced booking, and the 99-cent pricing perceptions"
AEM 4190,Strategic Thinking,3,Stdnt Opt,Spring,"Intermediate Microeconomics course such as AEM 2600,  PAM 2000, ECON 3010, ECON 3030, or equivalents",,,,,,"The art of thinking strategically puts outdoing one's adversary at the core of the decision-making process, while anticipating that the adversary is doing exactly the same thing. Businesses make investment decisions and innovate products in anticipation of the reaction of their rivals; managers make pay contingent on peer performance, taking into account the reaction of their subordinates and superiors; national trade policies are formulated based on whether trading partners are committed to make credible concessions. This course introduces and explores the use of game theory to understand these interactions; students are expected to work with a balanced dose of both theory and relevant case studies. The objective of the course is to facilitate students' ability to think strategically on firm level issues (e.g., pricing, advertising wars, product differentiation, and entry deterrence) and strategic policy interaction in international economic relations (e.g., trade wars and the arms race)"
AEM 4210,Derivatives and Risk Management,3,Stdnt Opt,Spring,AEM 2100 and AEM 2240 or equivalents. Recommended prerequisite: ECON 3030 or AEM 2600/AEM 2601  or equivalent and a calculus course; familiarity with calculus and probability and statistics,,,,,,Covers the pricing of derivatives and how derivatives can be used for the purpose of risk management and speculation. A portion of this course involves the use of spreadsheet or other computer programs
AEM 4300,International Trade Policy,3,Stdnt Opt,Spring,ECON 1110-ECON 1120  or equivalents and intermediate microeconomics course,,,,,,"Examines the economic principles underlying international trade and monetary policy, and the policies, practices, and institutions that influence trade and foreign exchange markets. Also emphasizes applications to current topics in international trade policy, to trade in primary commodities, and to both developed and developing countries"
AEM 4310,Agricultural and Food Policy,3,Stdnt Opt,Spring,"Either PAM 2000, ECON 3010, ECON 3030, or equivalent",,"AEM 6300, ECON 4840",,,,"Acquaints students with current and historically important U.S. policies related to agriculture and food, including subsidies and regulations related to markets, production, and the environment. The approach combines historical, political, and economic interpretation and analysis"
AEM 4350,Political Economy of the WTO,3,Stdnt Opt,Spring,intro microeconomics,,,,,,"The politics of the WTO and trade policy are explored. Examines what the WTO is, how it operates, how much power it really has, why it was created, and incentives for governments to cooperate. Also explores how WTO rules affect domestic politics and foreign policy goals and how WTO rules and agreements are enforced. Students also debate the effect of trade on growth and poverty"
AEM 4380,Entrepreneurial Strategy for Technology Ventures,2,Graded,Spring,,,,,,,"This course explores the concepts and tools needed to manage a technology-based entrepreneurial business. Through this course, students will develop an ability to think strategically about the fundamental issues facing technology ventures, including how to choose markets and business models, when and how to compete with incumbent firms, how to leverage IP, and how to identify and develop the resources and capabilities required for success. This is not a course in how to start a business. Instead, the emphasis is on the acquisition and application of the analytical tools critical for the development of an entrepreneurial strategy. This course is relevant to students interested in founding or working in technology ventures, as well as students interested in related careers in consulting and venture capital"
AEM 4390,Technology Strategy,2,Graded,Spring,,,,,,,"This course introduces the fundamental strategy concepts and tools that enable firms to manage technological innovations for competitive advantage. It does so by first considering the sources of technological change, how technologies create value for firms, and how to manage and motivate knowledge workers. It then examines the various mechanisms for extracting value from technologies, both legal (e.g., patents, trade secrecy, etc.) and strategic (e.g., lead time, complementary assets, etc.). We will explore the fundamentals of technology strategy through readings and case studies in both entrepreneurial and established firms across a range of technology-based industries. This course is designed for students who intend to pursue careers in consulting, new product development, entrepreneurship, and finance where technology and intellectual property are important sources of competitive advantage"
AEM 4421,Research and Strategy in Emerging Markets,3,Graded,Spring,,,,(CA) (SBA) (D),,,"The course complements the Student Multidisciplinary Applied Research Team (SMART) Program administered by CIIFAD. The goal of the course is to offer students a unique learning and service team experience, working with entrepreneurs and civil society organizations in emerging markets and economically disadvantaged communities. Students will learn about the challenges and opportunities of doing business and implementing development interventions in emerging markets. During the semester, students explore theories of economic and community development, analyze the projects on which they worked, write up case studies, and develop strategic recommendations for the enterprises or organizations they have partnered with"
AEM 4480,Executing Firm Strategy,2,GradeNoAud,Spring. (7 weeks),,,,,,,"Designed as a hands-on experience to prepare students for executive-level strategy execution, this class is a culmination of the completion of four years of Dyson courses in managerial economics, finance, accounting, marketing, and macroeconomics, in which students will use real-time strategic decision-making from each topic area to influence the success of virtual companies. Implemented via a computer simulation, the business decisions of these self-selected teams will then translate to performance via competition with the other teams within the same industry in the class. Assessment will be based on a strategic intent paper, written at the beginning of the semester by each team, an in-depth presentation of firm performance and strategy in a ""board of directors"" (BOD) meeting, and an individual post-operations analysis. "
AEM 4510,Environmental Economics,3,Graded,Spring,MATH 1110  and ECON 3030,,ECON 4820,(SBA),,,"This class will focus on the role of the environment in the theory and practice of economics. It will make use of microeconomic analysis at the intermediate level and will incorporate real-world examples. It examines market failure, externalities, benefit-cost analysis, nonmarket valuation techniques, and cost-effective policy instruments"
AEM 4531,Federal Income Taxation,3,Graded,Spring,AEM 3360,,,,,,"Introductory course in federal income taxation covering structure of present tax law; basis for income tax computations; concepts of gross income, adjusted gross income, deductions, exemptions and credits. The emphasis is on tax questions and problems relating to individuals"
AEM 4532,Fraud Examination,3,Graded,Spring,AEM 4530 or permission of instructor,,,,,,"Fraud Examination is a senior seminar designed to allow you access to theories of fraud examination, to develop an understanding of the fraud examination process, and to provide a background in fraud-related issues"
AEM 4550,Economics of Advertising,3,Graded,Spring,"Introductory Statistics, as well as either AEM 2600, ECON 3030  or PAM 2000 and Calculus I",,,,,,"This is an analytical and quantitative course focusing on advertising strategy. How does advertising affect product demand and competitive responses from rival products? Why and how do consumers respond to advertising? What is their sensitivity to advertising expenditures, if any? Can we measure that sensitivity? These are some of the questions analyzed during this course"
AEM 4660,"Market Dynamics, Computer Simulation and Modeling",1.5,Graded,"Fall, spring. (Weeks 1-7)","an Undergraduate Accounting and Finance course. An upper level Financial Accounting course will be accepted. Juniors and Seniors only. If you are concurrently enrolled in one of the two required prerequisite classes, please contact the instructor to request an exception. Students not meeting prerequisites will be dropped",,,,,,"Course is required for completing the Dyson Business Minor for Engineers, but is open to all majors. By participating in a business simulation, students get experience applying key business principles, such as finance, accounting, marketing, economics and management in dynamic marketing settings. Participants make team-based and individual decisions based on imperfect information and aggressive time constraints. Through analysis, coaching and facilitation, the experience leads to learning the ways specific business decisions influence firm performance in a dynamic marketplace"
AEM 4940,Undergraduate Special Topics in Applied Economics and Management,1.5,Stdnt Opt,Fall or spring,,,AEM 6940,,,,"The department teaches ""trial"" courses under this number. Offerings vary by semester and are advertised by the department before the beginning of the semester"
AEM 4960,Applied Economics and Management Internship,1,Sat/UnSat,"Fall, spring",,,,,,,Evaluation of internship experience requiring the following written submission at the end of the term. 1) Internship job description and copies of training materials provided. 2) Weekly diary including descriptions of job responsibilities and reflections/insights on those experiences. 3) Three to five page paper reflecting on how the internship related to the academic program. All internships must be approved by the internship coordinator before the work experience segment
AEM 4970,Individual Study in Applied Economics and Management,1-6,Stdnt Opt,Fall or spring,,,,,,,Used for special projects designed by faculty members
AEM 4980,Supervised Teaching Experience,1-4,Stdnt Opt,Fall or spring,,,,,,,Designed to give qualified undergraduates experience through actual involvement in planning and teaching courses under the supervision of department faculty. Students cannot receive both pay and credit for the same hours of preparation and teaching
AEM 4981,Supervised Teaching: Accounting Course,3,Graded,Fall or spring,,,,,,,Designed to give accounting undergraduates experience through actual involvement in planning and teaching accounting courses under the supervision of accounting faculty
AEM 4990,Undergraduate Research,1-4,Stdnt Opt,"Fall, spring, summer",GPA of at least 2.7,,,,,,Permits outstanding undergraduates to carry out independent study of suitable problems under appropriate supervision. Students cannot receive both pay and credit for the same hours of work
AEM 6070,Advanced Financial Analytics with Applications in Agriculture and Development,3,GradeNoAud,Spring,"Basic programming knowledge and statistical knowledge, or a course in programming (Python, C++, MATLAB, etc.) highly recommended and assumed. Appropriate for graduate students in AEM, or graduate students in a technical field such as Engineering/CS who have an interest in finance",,AEM 4070,,,,"Advanced course in applying skills learned in finance and statistics to development of analytical tools and financial products, including topics in computational finance, financial engineering for agriculture and development, working with and analyzing big data and large scale empirical applications, risk management systems, interacting with and using database servers using SQL, and associated strategic and operational considerations. Focus will be on exposing students to the technical and analytic pipeline involved in bringing new financial products to market, including problem identification, concept development, research and development, prototyping, and technical deployment. An independent guided group project will be required. Course will primarily utilize MATLAB, Microsoft SQL Server, and Excel/VBA. AEM 6070 grad students will be required to write a paper in the style of a peer reviewed journal based on the research and model developed, couched within a relevant research question"
AEM 6300,"Policy Analysis: Welfare Theory, Agriculture, and Trade",4,Graded,Spring. (Not offered every year),"AEM 6080 or PAM 6030, ECON 3030, or equivalent intermediate micro theory course incorporating calculus",,"AEM 4310, ECON 4840",,,,"The first half of the course surveys the theory of welfare economics as a foundation for public policy analysis. Major issues addressed include the problem of social welfare measurement, the choice of welfare criteria, and the choice of market or nonmarket allocation. Basic concepts covered include measurement of welfare change, including the compensation principle, consumer and producer surplus, willingness-to-pay measures, externalities, and the general theory of second-best optima. The second half focuses on public policy analysis as applied to domestic agricultural policy and international trade. The domestic policy component examines major U.S. farm commodity programs and related food and macroeconomic policies and analyzes their effects on producers, consumers, and other groups. The international trade component examines the structure of world agricultural trade, analytical concepts of trade policy analysis, and the principal trade policies employed by countries in international markets"
AEM 6320,Open Economy Analysis: Theory and Applications,2,Stdnt Opt,Spring,ECON 3030/ECON 3040 or permission of instructor,,,,,,Explores both recent theoretical and methodological advances as well as practical applications in analyzing current topics and issues in open economies. Brings together research methods pertinent to open economy macroeconomics and international trade policies to give students a basic understanding of how different aspects of contemporary debates are analyzed in practice
AEM 6390,Research Methods in International Development,3,Stdnt Opt,Spring,,,AEM 3390,,,,"This is a research methods course that uses basic statistics and quantitative techniques to analyze selected topics in international development. The aim of this course is to expose students to the various methodologies used by researchers in the field of international development: (i) core concepts such as poverty and inequality measurement (use of basic statistics); distributive justice (use of basic game theory) and governance issues in developing economies (use of basic public economics/welfare theorems/voting theories) and (ii) study of specific topics that are at the frontier of international development research where students will be required to gather data, design surveys and use basic econometrics tools in their assignments. Graduate students will be required to undertake an original survey, write an analysis of their findings, and present their research to the class"
