Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
COMM 1300,Visual Communication,3,Graded,"Spring, Summer",,,,(SBA-AG),,,"Introduction to visual communication theory. Examines how visuals influence our attention, perspectives, and understanding. Uses examples of visuals drawn from advertising, TV news, documentaries, entertainment movies, print, and interactive media to develop a theoretical framework for becoming more visually aware and for thinking more critically about how visuals influence us"
COMM 3090,Experiential Writing in the Yucatan: Environmental and Cultural Communication,3,Graded,Winter,completion of at least one college-level writing course,,PLSCI 3090,,,,"The natural and cultural experience of ten days in the Yucatan will serve as the inspiration for compelling written communication. Students will master writing for diverse audiences, from an academic journal to popular media. Keys to successful communication include: grabbing and maintaining the reader's attention while synthesizing complex or controversial material; developing narrative; and not distracting the reader with weak writing, lack of clarity, or poor structure. Through readings and field trips, students will explore ecosystem conservation, botanical, and cultural issues in a rich and diverse landscape. These experiences will be the basis of the written assignments, augmented by research. This course is a demanding educational experience. Classes are full days with homework overnight. Some course work must be completed in advance of the first day of class"
COMM 4952,Communication Industries: SiliComm II,1,GradeNoAud,Winter,COMM 4951,,,,,,"This winter session field trip is an extension of fall seminar COMM 4951 which introduces students to the world of professional communication. During this trip, students travel to a rotating city (e.g. Los Angeles, San Francisco) to meet with alumni working in the communication field. Previous companies visited include: LA Chargers. Students will review relevant background information about each company prior to the trip to include Skype meetings with other communication and media firms"
CRP 6596,Real Estate Competitions I: ULI Hines,1.5,Multi-Term,Winter,,,,,,,"The ULI Hines Competition challenges students to collaborate across disciplines and imagine a better built environment. Groups of five students form teams to devise a development program for a real site in a North American city, providing designs, market-based financial data, and related narratives"
EAS 1109,Dinosaurs,1,Stdnt Opt,"Winter, Summer",,,,(OPHLS-AG),,,Introductory survey course for anyone interested in dinosaurs. Lectures examine the fossil evidence and illustrate how various geological and biological disciplines contribute to understanding dinosaurs and their world
EAS 5530,Advanced Petrology,1,Graded,Fall (offered alternate years),"EAS 4530 or EAS 4540, or permission of instructor",,,,,,"The goal of this course is to enable students to learn about advanced geochemical data evaluation and presentation; identify and interpret the different processes involved in the origin and evolution of magmas using field, petrological, and geochemical tools; and to understand the role of magmatic processes in the evolution of planetary resources. The course will consist of lecture material complemented by current literature reading and discussion, advanced practical exercises (class and/or homework assignments) and field work. Students will be introduced to computational resources for petrological modeling. At the end of the semester, students will give a presentation and submit a term research paper implementing some of the skills and topics developed during the semester"
ECON 1110,Introductory Microeconomics,3,Stdnt Opt,"Fall, Winter, Spring, Summer",,,,(SBA-AS),," due to an overlap in content, students will not receive credit for both ECON 1110 and HADM 1410","Explanation and evaluation of how the price system operates in determining what goods are produced, how goods are produced, who receives income, and how the price system is modified and influenced by private organizations and government policy"
ECON 1120,Introductory Macroeconomics,3,Stdnt Opt,"Fall, Winter, Spring, Summer",,,,(SBA-AS),,"due to an overlap in content, students will not receive credit for both AEM 1300 and ECON 1120","Analysis of aggregate economic activity in relation to the level, stability, and growth of national income. Topics may include the determination and effects of unemployment, inflation, balance of payments, deficits, and economic development, and how these may be influenced by monetary, fiscal, and other policies"
EDUC 2010,Project-Based Learning with Children,2,Graded,Winter,,,,,,,"A multi-disciplinary team of students spends a week over winter session at an elementary school in Baton Rouge, Louisiana. The school integrates project-based learning and the arts into its curriculum. While on site, the team works directly with children to model the use of high- and low-tech resources for organizing and inspiring the tough work of learning through complex projects. In 2017, the team focused on video filming and editing; in 2018, the project was writing, illustrating, and binding short stories. Pre-departure seminars near the end of the fall semester familiarize students with the project, the school's background and strategic plan, and basic classroom-management skills"
ENGRC 3500,Engineering Communications,3,Graded,"Fall, Winter, Spring",two first-year writing seminars and affiliation with a major,,,(CE-EN),,,"Prepares students for important communication activities. They communicate using various types of documents (e.g., emails, memos, problem analyses, proposals, progress reports), give oral presentations, and incorporate graphics in their oral and written work. Students learn how to communicate specialized information to different audiences (e.g., technical and nontechnical audiences, colleagues and clients, peers and supervisors, and in-house departments), work in teams, and address organizational and ethical issues. The course material is drawn from professional contexts, principally engineering, and it generates lively discussion. The class size ensures close attention to each student's work"
GOVT 3141,Prisons,4,Stdnt Opt,"Winter, Summer",,,AMST 3141,(SBA-AS),,,"The United States stands alone among Western, industrialized countries with its persistent, high rates of incarceration, long sentences, and continued use of the death penalty. This ""American exceptionalism"" -- the turn to mass incarceration -- has been fostered by the use of sharply-delineated categories that define vast numbers of people as outlaws and others as law-abiding. These categories that are based on ideas of personal responsibility and assumptions about race are modified somewhat by a liberal commitment to human rights.   Our purpose in this course is to understand how such ideas have taken root and to locate the consequences of these ideas for policy and practice. "
HADM 4990,Special Studies Project I,1-3,Opt NoAud,"Fall, Spring",,,,,,,"Students have the option of conducting a special studies project in any academic area of the School of Hotel Administration. Projects are conducted under the direction of a SHA faculty member, and regular, frequent consultations are mandatory"
HD 2600,Introduction to Personality,3,Stdnt Opt,"Fall, Winter, Summer (three-week session)",introductory psychology or human development course recommended,,PSYCH 2750,,,,"What is ""personality""? How is it scientifically studied and measured?  To what extent, do biological, social, and cultural factors shape personality?  Is personality an expression of our genetic make up and biology, the culmination of social influences, the interplay of both, or the result of random events?  In this course, we will review the major theoretical paradigms of personality psychology, discuss contemporary research, theory, and methodology, and learn about key historical debates in the study of ""personality"""
HD 4010,Empirical Research,1-4,Stdnt Opt,"Fall, Spring",,,,,,,For study that predominantly involves data collection and analysis or laboratory or studio projects
HE 4901,Practicing Health Equity: Theory and Fieldwork in Brooklyn,2,Graded,Winter,,,,"(CA-HE, D-HE, KCM-HE, SBA-HE)",,,"Students carry out a case study of a North Brooklyn neighborhood by exploring the social determinants of health through fieldwork, meeting with health care providers, community advocates. In carrying out fieldwork, students will enter into discussions with local community based organization leaders, explore a North Brooklyn neighborhood by walking through it, making observations, and engaging local people in informal interviews, go on line to discover disparities indicators, and writing a co-authored final report on findings. "
HIST 3662,"Women, War, and Peace in Europe, 1900-1950",4,Graded,"Winter, Summer",,,,(HA-AS),,,"This course will examine the often-neglected role of women in the history of war and peace. We will use women's writings--diaries, memoirs, letters, speeches, fictional accounts, and the like--to analyze world War I, World War II, and the Spanish Civil War from a female perspective. Through a thorough reading of British feminist Vera Brittain's Testament of Youth, Holocaust victim Etty Hillesum's An Interrupted Life and Letters from Westerbork, and Italian Resistance activist Ada Gobetti's Partisan Diary, we will explore the question of women's autobiographical writing and its political, social, and cultural implications. We will also study other topics, such as women's suffrage, motherhood and family, resistance to fascism, and the Holocaust"
IARD 6015,International Agriculture in Developing Nations Immersion,3,Multi-Term,Winter,IARD 4020 or permission of instructor,,,,,,"The course is designed to provide students with an opportunity to observe agricultural development in India or Myanmar and to promote interdisciplinary exchange among faculty, staff, students and their Indian Myanmaran counterparts. This three-week field-study trip in January is followed by discussions, written projects, and oral presentations during the spring semester (IARD 6020) dealing with problems in food, agriculture, and livestock production in the context of social and economic conditions of India or Myanmar"
ILRHR 2600,Human Resource Management,3,GradeNoAud,"Fall, winter, spring",,,,,,,"Intended to introduce students to the field of human resource management (HRM). Students learn theories and applications involved in effectively managing people in organizations. In addition, this course covers current topics in HRM that have resulted from environmental and organizational challenges (e.g., technology, globalization, legislation, restructuring, work/life balance, changing labor markets). Emphasis is placed on developing relevant problem-solving and critical-thinking skills, as the basic concepts of HRM and the skills developed in this course are applicable to all types of organizations and jobs in which students will eventually work"
ILRST 2100,Introductory Statistics,4,GradeNoAud,"Fall, Winter, Spring, Summer",introductory algebra,,STSCI 2100,,," due to an overlap in content, students may receive credit for only one course in the following group: AEM 2100, ENGRD 2700, HADM 2010, ILRST 2100, MATH 1710, PAM 2100, PAM 2101, PSYCH 2500, SOC 3010, STSCI 2100, STSCI 2150","Statistics is about understanding the world through data. We are surrounded by data, so there is a lot to understand. Covers data exploration and display, data gathering methods, probability, and statistical inference methods through contingency tables and linear regression. The emphasis is on thinking scientifically, understanding what is commonly done with data (and doing some of it for yourself), and laying a foundation for further study. Students learn to use statistical software and simulation tools to discover fundamental results. They use computers regularly; the test includes both multimedia materials and a software package. This course does not focus on data from any particular discipline, but will use real-world examples from a wide variety of disciplines and current events"
NBA 5920,Experience in International Management,1.5,S/U NoAud,"Fall, winter, spring",,,,,,,"Combines classroom sessions and international experience with an increased awareness of business environments outside the United States. On trips, students visit local businesses, subsidiaries of foreign multinationals, government officials, local business school students, and others. Students also must attend two pre-trip meetings during the semester (2-1/2 hours each). These meetings are used to present information on international business conditions, industrial structures, management styles, and also to develop cross-cultural skills. Students also must attend one post-trip meeting with a discussion and analysis of their impressions from the trip. A final paper, integrating the material learned in the classroom with their experiences, is required. Students in some treks do pro bono consulting projects for small and medium size companies. Hence, the PowerPoint is the deliverable in those cases"
NBA 5991,Global Business Strategy,3,Stdnt Opt,"Summer, Winter",,,AEM 3991,,,,"In today's increasingly globalized and interconnected world, international transactions as part of business are the norm. Even purely domestic firms have to deal with international issues, be it in the form of imported supplies or foreign competitors. In addition, more and more companies are going abroad to pursue their major business objectives. How can they take advantage of the global marketplace and create economic value through their multimarket activities? This course has three integrated objectives: first, to give you a basic grounding in global business, so that you can become capable of understanding and analyzing events and trends in the global business environment and their impact on managerial decision making; second, to help you understand the analytical frameworks on strategy formulation and implementation in an international context; and third, through a series of concrete case discussions and a local product internationalization project, the course aims at developing your practical skills in applying the tools of global strategic analysis in concrete business situations. Its ultimate goal is to help you become better prepared to serve in and lead business organizations in today's globalized world"
NBAY 5920,ITrek Trip,1.5,GradeNoAud,,,,,,,,No description available
NS 1150,"Nutrition, Health, and Society",3,Stdnt Opt,"Fall, Winter, Spring (online), Summer",,,,(PBS-HE),,,"Discusses the facts and fallacies concerning the role that nutrition, exercise, and other health behaviors play in preventing disease, maintaining good health, and maximizing athletic performance. Emphasis is on understanding the biological mechanisms through which good nutrition and regular exercise affect psychological and physical health"
NTRES 4301,Environmental Policy Processes I,3,Multi-Term,Multi-semester course (Winter),,,,,,,"Intensive field-based exploration of the environmental policy process and its conceptual framework. Focuses on defining environmental problems; aggregating interests; agenda-setting; formulating and selecting alternative solutions; implementation and evaluation stages; and roles of lobbyists, the legislative, executive, judicial branches of government, and other actors. Discussion with policy makers as guest panelists. Research topic requires conducting independent interviews with Washington experts, policy analysis paper, and oral presentation"
ORIE 3150,Financial and Managerial Accounting,4,Graded,"Fall, Winter, Summer",,,,,,,"Covers principles of accounting, financial reports, financial-transactions analysis, financial-statement analysis, budgeting, job order and process-cost systems, standard costing and variance analysis, and economic analysis of short-term decisions"
PLBIO 2301,Field Lab in Global Plant Biodiversity and Vegetation,2,Multi-Term,Winter,PLBIO 2300,,,,,,"An intensive three-week field course in Latin America over winter break (most years taken in Patagonia) studying local vegetation and flora and the relationship of vegetation to climate, geography and geology. In the field, students will receive lectures on the vegetation, learn to identify dominant plants, and undertake a directed set of vegetation transects that record species diversity and ecological parameters"
PLBIO 2400,Green World/Blue Planet,3,Stdnt Opt,"Fall, Winter (three-week session), Summer (six-week session)",,,,(BIOLS-AG),,,"Focuses on helping individuals understand how scientific information relates to the issues they face as citizens, in management decision making, and in public policy. To what extent should genetic engineering of crop plants be permitted? Should we place limits on fossil fuel consumption as a means of limiting global warming and global climate change? Must human endeavors be restricted in certain areas to maintain diversity? The format of this course is interactive, with lectures and discussions about how we as a society deal with controversial issues"
PLSCI 3090,Experiential Writing in the Yucatan: Environmental and Cultural Communication,3,Graded,Winter,at least one prior college-level writing course,,COMM 3090,,,,"The natural and cultural experience of ten days in the Yucatan will serve as the inspiration for compelling written communication. Students will master writing for diverse audiences, from an academic journal to popular media. Keys to successful communication include: grabbing and maintaining the reader's attention while synthesizing complex or controversial material; developing narrative; and not distracting the reader with weak writing, lack of clarity, or poor structure. Through readings and field trips, students will explore ecosystem conservation, botanical, and cultural issues in a rich and diverse landscape. These experiences will be the basis of the written assignments, augmented by research. This course is a demanding educational experience. Classes are full days with homework overnight. Some course work must be completed in advance of the first day of class"
PLSCI 4301,Surveying for Disease in Chilean Vineyards,4,Multi-Term,Multi-semester course (Winter),PLSCI 4300; SPAN 1501 or SPAN 3020,,,,,,"The molecular diagnostic methods learned in PLSCI 4300 will be applied to survey for grapevine diseases in Chile's Valle Central, where most of the country's wine production is located. Students will have the opportunity to interact with fellow students, faculty, scientists, and growers during a two-week winter-break period split between the lab and field. It is expected that students will finish with a broader worldview and greater confidence to speak, work and study in a foreign language"
PSYCH 2750,Introduction to Personality,3,Stdnt Opt,"Fall, Winter, Summer (three-week session)",introductory psychology or human development course is recommended,,HD 2600,(SBA-AS),,,"What is ""personality""? How is it scientifically studied and measured?  To what extent, do biological, social, and cultural factors shape personality?  Is personality an expression of our genetic make up and biology, the culmination of social influences, the interplay of both, or the result of random events?  In this course, we will review the major theoretical paradigms of personality psychology, discuss contemporary research, theory, and methodology, and learn about key historical debates in the study of ""personality"""
PSYCH 3800,Social Cognition,3,Stdnt Opt,"Fall, Winter, Summer (3-week session)",at least one psychology course,,,(SBA-AS),,,"How do we form and change our first impressions of other people? What kinds of events put us into happy versus sad moods?  What explains why we persist in holding stereotypes of groups?  Can we explain why we think an act is immoral?  This course addresses these types of questions (and many more!)  using social and cognitive psychological theory and methods.  Using a variety of sources – from empirical journal articles, textbooks, TED talks, and blog-posts – we examine cutting-edge psychological research on the causes and consequences of our own and other people's judgments, feelings, attitudes, and behaviors.  We use different teaching methods to accomplish these learning goals, including lectures, group activities, and small group discussions"
STSCI 2100,Introductory Statistics,4,GradeNoAud,"Fall, Winter, Spring, Summer",introductory algebra,,ILRST 2100,(MQR-AS),," due to an overlap in content, students will receive credit for only one course in the following group: AEM 2100, BTRY 3010, BTRY 6010, ENGRD 2700, HADM 2010, ILRST 2100, ILRST 6100, MATH 1710, PAM 2100, PAM 2101, PSYCH 2500, SOC 3010, STSCI 2100, STSCI 2150, STSCI 2200","Statistics is about understanding the world through data. We are surrounded by data, so there is a lot to understand. Covers data exploration and display, data gathering methods, probability, and statistical inference methods through contingency tables and linear regression. The emphasis is on thinking scientifically, understanding what is commonly done with data (and doing some of it for yourself), and laying a foundation for further study. Students learn to use statistical software and simulation tools to discover fundamental results. They use computers regularly; the test includes both multimedia materials and a software package. This course does not focus on data from any particular discipline, but will use real-world examples from a wide variety of disciplines and current events"
VTMED 5600,Ambulatory and Production Medicine,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"Clinical service rotation in which students accompany ambulatory clinicians on farm and stable calls and learn the skills and procedures necessary for operation of a modern veterinary practice offering primary care to large-animal clients. Routine herd health visits are conducted for cattle, horses, sheep, goats, and swine. Reproductive evaluations (including pregnancy and fertility examinations), nutritional evaluation, and disease prevention are stressed. Herd health programs also include vaccinations, parasite control, mastitis prevention, and routine procedures. With appropriate herds, analysis of computerized performance data is conducted and discussed with the owner. In addition to assisting with routine scheduled work, students participate in diagnosis and medical or surgical treatment of ill or injured animals. This includes rotating assignments for night and weekend duty"
VTMED 5601,Small Animal Community Practice,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"Our community practice, housed in a stand-alone facility as of June 2018, offers full services for our patients of all life stages including preventive medicine, radiology, dentistry, and surgery. Our primary care practice is designed to provide our clinical year students with experience in appointments, procedures, surgery, client communications, and cloud-based electronic medical records to prepare them as entry level veterinarians upon graduation from the CUCVM. The goals and design of the Small Animal Community Practice is to mimic a non-academic general practice setting where students act as primary case clinicians collecting histories, performing physical exams, assessing their patients, and creating diagnostic and therapeutic plans individualized to a given patient and client. Student clinicians are supervised by rotation faculty and supported by licensed veterinary technicians"
VTMED 5602,Small Animal Medicine,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"Structured to provide supervised clinical experience in the practice of companion small-animal medicine. The course is conducted in the Companion Animal Hospital of the Cornell University Hospital for Animals. Students interact directly with clients presenting their pets for primary or referral medical care. Under the supervision of the clinical faculty and staff, the students are expected to formulate and carry out plans for the diagnostic evaluation and medical management of these patients"
VTMED 5603,Small Animal Soft Tissue Surgery Service,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"Clinical service rotation that exposes the student to the practice of surgery under hospital conditions. Students participate in office hours, diagnostic techniques, planning of therapy, and daily care of dogs and cats under the direction of a faculty veterinarian. Students assist experienced surgeons in the operating room. Client communications and the basics of efficient practice are emphasized"
VTMED 5604,Large-Animal Medicine Service,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"Students assigned to this service assist the faculty, technicians, and residents of the Large-Animal Medicine Service in the diagnosis and care of patients. The goal of this course is for students to acquire knowledge and skills in history taking, physical examination, selection and completion of appropriate ancillary tests, diagnosis, treatment, and patient care. Daily rounds and discussions are used to monitor patient progress and further educate students. If time allows, sit-down rounds to discuss medical disorders are provided"
VTMED 5605,Large Animal Surgery I,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"Clinical rotation structured to provide supervised clinical experience in the practice of large-animal surgery. Under the direction of faculty and house staff, students participate in the diagnosis, surgical treatment, and care of patients presented to the Equine and Farm Animal Hospital. Training through patient care is supplemented by formal rounds and didactic instruction"
VTMED 5606,Anesthesiology Service,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"Designed to provide clinical experience in the use of anesthetics in small companion animals, horses, and some farm animals. Students participate in selecting suitable anesthetic techniques for patients in the Cornell University Hospital for Animals and then implement those techniques under the supervision of faculty and residents. The goal is for students to learn the skills and thought processes necessary to perform safe anesthesia in a modern veterinary practice"
VTMED 5607,Dermatology Service,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"During this clinical rotation, students participate in the diagnosis and management of skin disorders in small and large animals. Patients are examined by appointment and through consultation with other hospital services"
VTMED 5608,Ophthalmology Service,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"A large inpatient and outpatient referral case load plus numerous inpatient consultations for other hospital services allow students to become confident acquiring the beginning skills needed for diagnostic ophthalmology. Students perform many routine ophthalmic diagnostic tests (Schirmer tear testing, fluorescein staining, tonometry) and learn and gain confidence using indirect ophthalmoscopes, slit lamps, and tonometers. Students are introduced to other ocular diagnostic tests, including culture, cytology, ultrasound, as well as more advanced diagnostic modalities according to the caseload. The rotation provides students an opportunity to observe common and uncommon therapeutic and surgical procedures. Many of the ophthalmology cases are complex referral cases but adequate routine case material is presented to prepare students for the common eye problems seen in veterinary practice. A competent ocular examination is the goal of this rotation. "
VTMED 5609,Pathology Service,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"The pathology rotation strives to integrate gross pathology with other diagnostic modalities. Students will work in groups of three to six for the two-week rotation performing necropsies on mammals, birds, exotic species, and laboratory animals under the guidance of pathology faculty and residents. Students will prepare written reports of the necropsies performed and discuss the findings at daily morning rounds. Students will also be instructed by faculty of the Animal Health Diagnostic Center with expertise in ancillary diagnostic techniques. Students will be expected to learn to use diagnostic testing regimens as integral parts of comprehensive diagnostic and therapeutic plans. Instruction will consist primarily of the discussion of clinical cases with emphasis on laboratory diagnostics. Students will be expected to lead and participate in these discussions and will be evaluated on their ability to do so"
VTMED 5610,Radiology Service,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"Two-week clinical experience in the imaging section of the Cornell University Hospital for Animals. Students use radiographic, ultrasonographic, CT, MRI, and nuclear medicine imaging techniques to evaluate animal patients under treatment in the Cornell University Hospital for Animals. Students obtain and interpret radiographic and ultrasonographic studies with guidance from radiology faculty, residents, and technical staff. On-line teaching materials are used to familiarize students with radiographic and cross-sectional imaging examples of common diseases of large- and small-animal species. Small-group discussions are included to present and discuss the teaching files and current cases, in addition to the safe use of X-ray-producing equipment"
VTMED 5611,Small Animal Clinical Emergency and Critical Care Medicine,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"Management of both emergent and critical cases represents a significant component of the practice of veterinary medicine. The focus of this clinical rotation will be the development of a knowledge base and a comprehensive set of skills necessary for a veterinarian to perform adequately in these areas, within a structured format. These skills include the appropriate evaluation (triage) and stabilization of emergency patients, the management of postoperative and other critical patients, and sensitive and effective client communication. Participants access relevant information fromvarious sources related to emergency and critical care medicine and understand and apply these principles to clinical cases. Students will participate in the management of incoming emergency cases as well as have primary patient care responsibilities in both intensive care and intermediate care units. Students will work closely with interns, residents, technicians and faculty on the Emergency & Critical Care Service to become familiar with technical and nursing procedures as well as to develop clinical skills and a systematic approach to clinical cases"
VTMED 5613,Small Animal Surgery Orthopedics,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"Clinical service rotation that exposes the student to the practice of surgery under hospital conditions. Students participate in office hours; diagnostic techniques; planning of therapy; and daily care of dogs and cats under the direction of an intern, surgical residents in training, and faculty. Students assist experienced surgeons in the operating room. Client communications and the basics of practice are emphasized. Students are expected to be able to successfully perform an orthopedic examination and localize the lameness by the end of the rotations"
VTMED 6528,Equine Surgical and Anesthetic Techniques,1,S/U NoAud,Spring,VTMED 6101,,,,,,"Consists of five laboratories performing surgical procedures on ponies and cadaver specimens. It is the intent of this course not to make the students proficient in these procedures but to familiarize them with some specialized surgical techniques and to make them more enlightened referring practitioners. The course, therefore, is intended for students anticipating equine practice after graduation"
VTMED 6529,Food Animal Surgical and Anesthetic Techniques,1,S/U NoAud,Spring,VTMED 6103,,,,,,"Consists of five laboratories performing surgical procedures on sheep, calves, cadaver specimens, and adult cattle. It is the intent of this course not to make the students proficient in these procedures but to familiarize them with surgical techniques and to make them more enlightened referring practitioners. The course, therefore, is intended for students anticipating food-animal practice after graduation"
VTMED 6541,Surgical Pathology,1-4,Graded,"Fall, Spring, Summer",,,,,,,"Provides hands-on experience in the Surgical Pathology Service of the Department of Biomedical Sciences. Working with the attending pathologist, students examine tissue specimens histologically, propose diagnoses, and discuss their interpretations. Students may enroll in this course only through the Office of Student Records within the official add/drop period. All requests to enroll must be accompanied by the Supplemental Enrollment Form indicating Dr. McDonough's approval of the enrollment and the amount of credit to be awarded. Second-year students should not enroll for any term other than summer unless they have actually reserved a January or spring-break slot through Dr. McDonough"
VTMED 6599,Research Opportunities in Veterinary Medicine,0.5-4,Stdnt Opt,"Fall, Spring, Summer",,,,,,,"Provides students the opportunity to work in the research environment of faculty involved in veterinary or biomedical research. Specific course objectives and course content are flexible and reflect the specific research environment. Research projects may be arranged to accumulate credit toward requirements in Distribution Sets I, II, III, IV, and V"
VTMED 6601,Cardiology Service,2,Graded,"Fall, Winter, Spring, Summer",VTMED 5510,,,,,,"Provides students with the opportunity to put into practice what they have learned in the foundation years. The management of the most common cardiac diseases is emphasized, including congestive heart failure, arrhythmias, and secondary cardiac diseases. All species are examined, large and small, although the majority are small animals. Diagnostics, including cardiovascular physical examination, electrocardiography, radiography, and echocardiography, are taught. The rotation includes clinical work, didactic teaching, and self-initiated digging for information"
