Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
AEM 3380,"Social Entrepreneurs, Innovators, and Problem Solvers",3,Stdnt Opt,"Fall, summer",,,,(SBA),,,"Introduces students to the social entrepreneurs, innovators, and visionaries who are creating new strategies for solving society's problems. The course highlights innovative case studies of success in restoring the environment, resolving conflicts, curing diseases, overcoming poverty, and addressing other problems of social injustice. At the end of the course, each student develops an original blueprint for social innovation: a creative proposal for solving a societal problem"
AEM 4940,Undergraduate Special Topics in Applied Economics and Management,3,Stdnt Opt,Fall or spring,,,,,,,"The department teaches ""trial"" courses under this number. Offerings vary by semester and are advertised by the department before the beginning of the semester"
AEM 4990,Undergraduate Research,3,Sat/Unsat,"Fall, spring, summer",GPA of at least 2.7,,,,,,Permits outstanding undergraduates to carry out independent study of suitable problems under appropriate supervision. Students cannot receive both pay and credit for the same hours of work
ALS 1140,Explorations in Biology Research and Health Professions,1,Graded,Summer,,,,,,,"Explores biology as it pertains to research, health-care professions, and the world at large. This seminar is designed for students with a strong interest in medicine and biological research. Discussions and laboratory exercises allow students to interact with faculty and guest speakers. Students learn to read and evaluate scientific publications on current biological topics. Course grade is based on several short papers"
ALS 2100,Teams and Leaders in Action,3,Graded,Summer,,,,(KCM) (SBA),,,"What do effective leaders do? How do they think? How do they overcome challenges? How does your personality affect your ability to lead, and how can you use aspects of your personality to help others and yourself? This course examines the habits of thought and practice of exceptional leaders, past and present, to equip the student to lead in an increasingly complex, connected, and diverse world. The course consists of nearly equal parts theory, philosophy, practice, and historical case study. Lessons learned from historical case studies are matched with contemporary leadership theory and practice from the business world, the military, athletics, journalism, and space exploration. The primary course objective is to produce future leaders prepared to influence their communities in positive ways, regardless of profession"
AMST 1115,Introduction to American Government and Politics,4,Stdnt Opt,"Fall, summer",,,GOVT 1111,(SBA-AS),,,"A policy-centered approach to the study of government in the American experience.  Considers the American Founding and how it influenced the structure of government;  how national institutions operate in shaping law and public policy; who has a voice in American politics and why some are more influential than others; and how existing public policies themselves influence social, economic, and political power.  Students will gain an introductory knowledge of the founding principles and structure of American government, political institutions, political processes, political behavior, and public policy"
AMST 2020,"Popular Culture in the United States, 1950 to the Present",4,Stdnt Opt,Spring,,,,(HA-AS),,,"This course treats the period from 1950 to the present as we examine best-sellers, films, sports and television, radio, ads, newspapers, magazines, and music. We try to better understand the ways in which popular culture shapes and/or reflects American values. The course also depicts popular culture as ""contested terrain,"" the place where social classes, racial and ethnic groups, women and men, the powerful and less powerful seek to ""control"" images and themes. Topics include The Honeymooners and 1950s television; soap operas; ""gross-out"" movies; Elvis; the Beatles, and Guns 'n Roses; gothic romances; and People Magazine and USA Today"
AMST 3141,Prisons,4,Stdnt Opt,"Spring, winter, summer",,,GOVT 3141,(SBA-AS),,,"The United States stands alone among Western, industrialized countries with its persistent, high rates of incarceration, long sentences, and continued use of the death penalty. This ""American exceptionalism"" -- the turn to mass incarceration -- has been fostered by the use of sharply-delineated categories that define vast numbers of people as outlaws and others as law-abiding. These categories that are based on ideas of personal responsibility and assumptions about race are modified somewhat by a liberal commitment to human rights.   Our purpose in this course is to understand how such ideas have taken root and to locate the consequences of these ideas for policy and practice. "
AMST 4696,The Art Market,4,Graded,Summer,,,"AMST 6696, ARTH 4696, ARTH 6696, VISST 4696",(LA-AS),,,"This course will examine the history of the art market, from the 16th century to the present. We will study the production, sale and exchange of works of art as well as the patrons, artists and collectors who participate in this economic, social and political form of taste-making and aesthetic valuation. Students will learn about noted patrons of the arts, such as the Medici family in Renaissance Italy, our main focus will be on the creation of a global art market in the twentieth century. Using case studies, sample topics include: patterns of transportation, exchange and trade; the interaction of collectors, critics and curators; the spaces and contexts of display of contemporary collections; auction houses and commercial galleries; and fakes, forgeries, thefts and scandals. Special attention will be paid to considering the contemporary art market (post 1980) and the collecting, exchange and valuation of film, photography, painting, performance and installation art. Global markets for the exchange of art in Asia, Europe, Africa, North America and South America will be highlighted as well as the exhibitions of contemporary art such as the Art Basel, the Cairo Biennale and the Venice Biennale that fuel these markets"
AMST 6696,The Art Market,4,Graded,Summer,,,"AMST 4696, ARTH 4696, ARTH 6696, VISST 4696",,,,"This course will examine the history of the art market, from the 16th century to the present. We will study the production, sale and exchange of works of art as well as the patrons, artists and collectors who participate in this economic, social and political form of taste-making and aesthetic valuation. Students will learn about noted patrons of the arts, such as the Medici family in Renaissance Italy, our main focus will be on the creation of a global art market in the twentieth century. Using case studies, sample topics include: patterns of transportation, exchange and trade; the interaction of collectors, critics and curators; the spaces and contexts of display of contemporary collections; auction houses and commercial galleries; and fakes, forgeries, thefts and scandals. Special attention will be paid to considering the contemporary art market (post 1980) and the collecting, exchange and valuation of film, photography, painting, performance and installation art. Global markets for the exchange of art in Asia, Europe, Africa, North America and South America will be highlighted as well as the exhibitions of contemporary art such as the Art Basel, the Cairo Biennale and the Venice Biennale that fuel these markets"
ANSC 1120,Sustainable Animal Husbandry,3,Stdnt Opt,Summer,,,,,,,"Students completing this course will understand the many roles of domestic animals and the importance of their interdependence with humans; appreciate the scope, diversity, and problems related to domestic animal systems; be able to design and operate simple sustainable animal systems; and know how to continue learning about sustainable animal systems. This intensive summer course includes 25 hours of lecture and 39 hours of hands-on laboratory/ demonstrations at various field sites and facilities all within a three-week period. Topics include domestication, sustainability, dogs, cats, rabbits, sheep, genetics, swine, nutrition, beef cattle, grazing, dairy cattle, dairy products, goats, poultry, aquaculture, camelids, horses, draft animals, animal systems modeling, Third World limited-resource animal systems, toxicology, lab animals, toxicology, veterinary medicine, and ethics of human interactions with domestic animals"
ANSC 2140,"Raptor Natural History, Conservation, and Captive Management",3,Graded,Summer,high school chemistry and biology,,,,,,"Introduction to the natural history and the care and management of raptors (birds of prey). Approaches to captive care and maintenance, restraint, training, and captive breeding with potential for reducing pressures on wild populations of avian species are included. A major objective is to present and discuss the scientific basis and merit of avian husbandry and breeding practices in species relevant to the course. Hands-on opportunities in basic raptor handling techniques are included"
ANTHR 1300,"Human Evolution: Genes, Behavior, and the Fossil Record",3,Stdnt Opt,Spring,,,,(PBS Supplementary),,,"The evolution of humankind is explored through the fossil record, studies of the biological differences among current human populations, and a comparison with our closest relatives, the primates. This course investigates the roots of human biology and behavior with an evolutionary framework"
ANTHR 2390,The Evolution of Intelligence in Primates and Humans,3,Stdnt Opt,Summer,,,,,,,"Monkeys and apes have comparatively large brains, rely on group life for their ecological success, display a wide variety of social and breeding structures, and exhibit social behaviors that are familiar to humans.  Thus these anthropoid primates are an important lens through which to study the evolution of intelligence and complex social behavior.  Through lectures, films, readings, and discussion, Anthropology 2390 will explore social intelligence in the Primates.  After overviewing behavioral diversity across the order, we will examine in closer detail the social behavior of the African apes, our closest surviving primate relatives.  We will then consider how the social sophistication of modern apes can be used to understand the evolution of uniquely large brains and unparalleled social complexity in humans"
ANTHR 2496,The Anthropology and History of the Food You Eat,3,Stdnt Opt,"Winter, summer",,,ANTHR 4496,(CA-AS),(GHB),,"Students in this on-line course will discuss readings on the history and anthropology of the development of the global food system while at the same time document and examine their own food habits. The course will present case studies from Mexico, Peru, India, Africa, as well as from the United States so that students delve into the history and extent of corporate control of food production while they buy and consume food, and document and analyze their diet"
ANTHR 3305,Anthropology of Parenting,4,Stdnt Opt,,,,,,,,No description available
ANTHR 4496,The Anthropology and History of the Food You Eat,3,Stdnt Opt,"Winter, summer",,,ANTHR 2496,(CA-AS),(GHB),,"Students in this on-line course will discuss readings on the history and anthropology of the development of the global food system while at the same time document and examine their own food habits. The course will present case studies from Mexico, Peru, India, Africa, as well as from the United States so that students delve into the history and extent of corporate control of food production while they buy and consume food, and document and analyze their diet"
ARCH 1110,Introduction to Architecture: Design Studio,3,Stdnt Opt,Summer,,,,,,,"Designed to introduce students to ideas, principles, and methods of solving architectural problems in a studio setting. Through a graduated sequence of exercises culminating in a major semester project, students explore the architectural concepts of space, form, function, and technology. Instruction is via highly personalized critiques of individual student work by assigned department faculty members, as well as periodic reviews of the group by invited faculty and guest critics. The grade is based on the overall performance in the studio with special emphasis on the quality of a major studio project"
ARCH 1300,An Introduction to Architecture: Lectures,3,Stdnt Opt,Summer,,,,,,,"Survey course that covers the many facets of architecture: history, design principles, preservations, landscape architecture, building technology, and cultural factors. Course format comprises lectures, demonstrations, films, and field trips. Evaluation is based on quizzes and a final exam"
ARCH 2100,Elective Design Studio,6,Graded,"Fall, spring, or summer",,,"ARCH 2101, ARCH 3100, ARCH 3101, ARCH 3102, ARCH 4100, ARCH 4101, ARCH 4102, ARCH 5100, ARCH 5101, ARCH 5104",,,,Non sequence design studio for students who are not architecture majors at Cornell and for department students taking design studio for non-sequence credit
ARCH 2101,Design III,6,Graded,Fall,"ARCH 1102,  1501, and 1502",,"ARCH 2100, ARCH 3100, ARCH 3101, ARCH 3102, ARCH 4100, ARCH 4101, ARCH 4102, ARCH 5100, ARCH 5101, ARCH 5104",,,,"Students develop an understanding of context and precedent in the construction of architectural form, and are introduced to contextual and programmatic densities in addition to circulatory, spatial, and organizational strategies in the design process"
ARCH 3100,Elective Design Studio,6,Graded,"Fall, spring, or summer",,,"ARCH 2100, ARCH 2101, ARCH 3101, ARCH 3102, ARCH 4100, ARCH 4101, ARCH 4102, ARCH 5100, ARCH 5101, ARCH 5104",,,,Non sequence design studio for students who are not architecture majors at Cornell and for department students taking design studio for non-sequence credit
ARCH 3101,Design V,6,Graded,"Fall, spring",ARCH 2102 and required 2nd-year core,,"ARCH 2100, ARCH 2101, ARCH 3100, ARCH 3102, ARCH 4100, ARCH 4101, ARCH 4102, ARCH 5100, ARCH 5101, ARCH 5104",,,,"Design and development of complex architectural projects situated in urban contexts and developed with regard to program, site, building, and representation"
ARCH 3102,Design VI,6,Graded,"Fall, spring",ARCH 3101 and required 2nd-year core,,"ARCH 2100, ARCH 2101, ARCH 3100, ARCH 3101, ARCH 4100, ARCH 4101, ARCH 4102, ARCH 5100, ARCH 5101, ARCH 5104",,,,"Design and development of complex architectural projects situated in urban contexts and developed with regard to program, site, building, and representation"
ARCH 4100,Elective Design Studio,6,Graded,"Fall, spring, or summer",,,"ARCH 2100, ARCH 2101, ARCH 3100, ARCH 3101, ARCH 3102, ARCH 4101, ARCH 4102, ARCH 5100, ARCH 5101, ARCH 5104",,,,Non sequence design studio for students who are not architecture majors at Cornell and for department students taking design studio for non-sequence credit
ARCH 4101,Design VII,6,Graded,"Fall, spring",ARCH 3102,,"ARCH 2100, ARCH 2101, ARCH 3100, ARCH 3101, ARCH 3102, ARCH 4100, ARCH 4102, ARCH 5100, ARCH 5101, ARCH 5104",,,,"Advanced programs in architectural design, with options in, but not limited to, urban design, architectural technology, computational design, ecology, culture, and representation"
ARCH 4102,Design VIII,6,Graded,"Fall, spring",ARCH 4101,,"ARCH 2100, ARCH 2101, ARCH 3100, ARCH 3101, ARCH 3102, ARCH 4100, ARCH 4101, ARCH 5100, ARCH 5101, ARCH 5104",,,,"Advanced programs in architectural design, with options including, but not limited to, urban design, architectural technology, computational design, ecology, culture, and representation"
ARCH 5100,Elective Design Studio,6,Graded,"Fall, spring, summer",,,"ARCH 2100, ARCH 2101, ARCH 3100, ARCH 3101, ARCH 3102, ARCH 4100, ARCH 4101, ARCH 4102, ARCH 5101, ARCH 5104",,,,Non sequence design studio for students who are not architecture majors at Cornell and for department students taking design studio for non-sequence credit
ARCH 5101,Design IX,6,Graded,Fall or spring,ARCH 4102,,"ARCH 2100, ARCH 2101, ARCH 3100, ARCH 3101, ARCH 3102, ARCH 4100, ARCH 4101, ARCH 4102, ARCH 5100, ARCH 5104",,,,"Advanced programs in architectural design, with options in, but not limited to, urban design, architectural technology, computational design, ecology, culture, and representation"
ARCH 5104,Design Xa,6,Graded,"Fall, spring, or summer",Nonadvancing grade in ARCH 5902,,"ARCH 2100, ARCH 2101, ARCH 3100, ARCH 3101, ARCH 3102, ARCH 4100, ARCH 4101, ARCH 4102, ARCH 5100, ARCH 5101",,,,A structured studio for those needing to take an alternative to design thesis. This course operates within one of advanced option design studios
ARCH 6110,Graduate Design Seminar,3,Graded,Summer,,,,,,,No description available
ARCH 6301,Design Research,3,Graded,Summer,,,,,,,"Introduction to themes of inquiry in contemporary architecture, including critical motives in research, topical "" problems,"" and materials and tactics of investigation"
ARCH 7111,Design A,6,Graded,Summer,,,,,,,"Exploration of themes, methods, and technologies in contemporary design"
ART 1101,Art as Experience,3,Graded,Summer (three-week session),,,,,,,"Art as Experience is an introductory course that expands a student's understanding of the ideas and practices of art today. Studio projects will introduce a broad range of mediums from drawing and collage to digital photography and video installation. Students will explore and respond to resources at Cornell University and the course will be supplemented with readings, critiques and field trips.  The course will culminate in an exhibition where students will be responsible for the organization and installation of self-directed art work"
ART 1102,Art as Experience II: TransMedia,3,Stdnt Opt,Summer,,,,,,,"Working with cameras, audio recorders, physical computing boards and computer software, this course introduces students to digital art creation, manipulation and theory. Students will have hands on experience with digital image acquisition, recording and editing video and sound, and computer programing for interactive media based applications. Learning will be fun, challenging, exciting and will open the student to new possibilities for creating dynamic media art. Topics addressed during the course will include digital photography, digital video, audio and video editing, stop-animation, slow-motion video, macro photography, programing for audio/ visual interaction, and physical computing"
ART 2201,Painting: Introduction to Painting,4,Stdnt Opt,"Fall, spring, summer",,,,,,,"Studies the language of painting through color, form, materials, and techniques. Aspects of traditional and modern pictorial composition are studied including proportion, space, and color theory through the representation of a variety of subjects"
ART 2401,Introduction to Sculpture,4,Stdnt Opt,"Fall, spring, summer",,,,,,,This course introduces students to artistic practice in three dimensions using a variety of materials and approaches. Problems require the student to address materials in terms of cultural and historical context. Assumes no prior knowledge of sculpture
ART 3699,Photography: Special Topics,4,Graded,Fall or spring,ART 2601 or permission of instructor,,,,,,Topics TBA
ARTH 4696,The Art Market,4,Graded,Summer,,,"AMST 4696, AMST 6696, ARTH 6696, VISST 4696",(LA-AS),,,"This course will examine the history of the art market, from the 16th century to the present. We will study the production, sale and exchange of works of art as well as the patrons, artists and collectors who participate in this economic, social and political form of taste-making and aesthetic valuation. Students will learn about noted patrons of the arts, such as the Medici family in Renaissance Italy, our main focus will be on the creation of a global art market in the twentieth century. Using case studies, sample topics include: patterns of transportation, exchange and trade; the interaction of collectors, critics and curators; the spaces and contexts of display of contemporary collections; auction houses and commercial galleries; and fakes, forgeries, thefts and scandals. Special attention will be paid to considering the contemporary art market (post 1980) and the collecting, exchange and valuation of film, photography, painting, performance and installation art. Global markets for the exchange of art in Asia, Europe, Africa, North America and South America will be highlighted as well as the exhibitions of contemporary art such as the Art Basel, the Cairo Biennale and the Venice Biennale that fuel these markets"
ARTH 6696,The Art Market,4,Graded,Summer,,,"AMST 4696, AMST 6696, ARTH 4696, VISST 4696",,,,"This course will examine the history of the art market, from the 16th century to the present. We will study the production, sale and exchange of works of art as well as the patrons, artists and collectors who participate in this economic, social and political form of taste-making and aesthetic valuation. Students will learn about noted patrons of the arts, such as the Medici family in Renaissance Italy, our main focus will be on the creation of a global art market in the twentieth century. Using case studies, sample topics include: patterns of transportation, exchange and trade; the interaction of collectors, critics and curators; the spaces and contexts of display of contemporary collections; auction houses and commercial galleries; and fakes, forgeries, thefts and scandals. Special attention will be paid to considering the contemporary art market (post 1980) and the collecting, exchange and valuation of film, photography, painting, performance and installation art. Global markets for the exchange of art in Asia, Europe, Africa, North America and South America will be highlighted as well as the exhibitions of contemporary art such as the Art Basel, the Cairo Biennale and the Venice Biennale that fuel these markets"
ASIAN 2225,"Literature, Politics, and Genocide in Cambodia",3,Stdnt Opt,Summer,,,,(CA-AS),(GB),,"This course will examine various literary, historical, and political responses to the Cambodian genocide, particularly literary testimony by survivors and governmental efforts to bring the perpetrators to justice. The course considers the limited effectiveness of these responses for addressing the causes and effects of genocide despite the vow of ""never again."" To pursue these questions, students will read selections from novels and poetry written by Cambodian survivors, along with historical accounts of the genocide and analysis attempts by the Cambodian government and the international community to bring the perpetrators to justice"
ASRC 1201,Elementary Arabic I,4,Stdnt Opt,"Fall, summer",,,NES 1201,,,,"Provides a thorough grounding in all language skills: listening, speaking, reading, and writing. It starts with spoken Arabic and gradually integrates Modern Standard Arabic in the form of listening and reading texts. Emphasis is on learning the language through using it in meaningful contexts. Students who successfully complete the two-semester sequence are able to (1) understand and actively participate in simple conversations involving basic practical and social situations (e.g., introductions, greetings, school, home and family, work, simple instructions); (2) read Arabic material of limited complexity and variety (e.g., simple narrative and descriptive texts, directions); (3) write notes and short letters describing an event or a personal experience. An important objective of the course is to familiarize students with basic facts about the geography, history, and culture of the Arab world"
ASRC 1202,Elementary Arabic II,4,Stdnt Opt,"Spring, summer",NES 1201  or permission of instructor,,NES 1202,,,,"Provides a thorough grounding in all language skills: listening, speaking, reading, and writing. It starts with spoken Arabic and gradually integrates Modern Standard Arabic in the form of listening and reading texts. Emphasis is on learning the language through using it in meaningful contexts. Students who successfully complete the two-semester sequence are able to (1) understand and actively participate in simple conversations involving basic practical and social situations (e.g., introductions, greetings, school, home and family, work, simple instructions); (2) read Arabic material of limited complexity and variety (e.g., simple narrative and descriptive texts, directions); (3) write notes and short letters describing an event or a personal experience. An important objective of the course is to familiarize students with basic facts about the geography, history, and culture of the Arab world"
ASRC 1900,Research Strategies in Africana and Latino Studies,1,Graded,Spring (weeks 8-14),,,LSP 1101,,,,"The digital revolution has made an enormous amount of information available to research scholars, but discovering resources and using them effectively can be challenging. This course introduces students with research interests in Latino and Africana Studies to search strategies and methods for finding materials in various formats (e.g., digital, film, and print) using information databases such as the library catalog, print and electronic indexes, and the World Wide Web. Instructors provide equal time for lecture and hands-on learning. Topics include government documents, statistics, subject-specific online databases, social sciences, the humanities, and electronic citation management"
ASTRO 1105,The Universe,3,Stdnt Opt,Summer,high school physics recommended,,ASTRO 1107,(PBS),,students may not receive credit for both ASTRO 1105 and ASTRO 1107,"How do we measure the size of our galaxy and the size of the universe? Is the universe round or flat? How are the stars born, why do they shine, and how do they die? What are the chemical elements, and how were they formed in stars? What are quasars, pulsars, and black holes? How was the solar system formed? What are the environments of other planets like? What is the basic structure of Earth and the other planets? Will we catastrophically alter the earth? Does life exist elsewhere in the universe? How can we find out? Each student has an opportunity to make observations with small telescopes"
ASTRO 1106,"Relativity, Cosmology, and Black Holes",3,Stdnt Opt,Summer,high school algebra and trigonometry,,,(PBS),,,"Explanation of Einstein's theory of special relativity, which brought about a fundamental change in our conceptual understanding of space and time. The consequences of the theory-including mass-energy equivalence, nuclear fission and fusion, and thermonuclear process in stars and why we can't travel faster than light-and how it all makes sense. Cosmology, studying the evolution and future of the universe and general relativity. The death of stars: white dwarfs, neutron stars, and black holes"
ASTRO 1107,The Universe,4,Stdnt Opt,Summer,,,ASTRO 1105,(PBS),,Students may not receive credit for both ASTRO 1105  and ASTRO 1107,Identical to ASTRO 1105  except for the addition of the afternoon laboratory that emphasizes mathematical problem-solving. This option is recommended for potential majors in science and engineering
BEE 3310,Bio-Fluid Mechanics,4,Graded,"Fall, summer",ENGRD 2020 and engineering math sequence,,,,,,"Properties of Newtonian and non-Newtonian fluids; hydrostatic and dynamic forces; principles of continuity, conservations of mass, energy and momentum and their applications; laminar and turbulent flows and boundary layer, introduction to Navier Stokes; dimensional analysis and similarity; blood flow in the cardiovascular system; gas exchange in the pulmonary system; blood flow and sodium transport in the kidney. The major concepts are covered by case studies"
BEE 3500,Heat and Mass Transfer in Biological Engineering,3,Graded,"Fall, summer",,,,,,,"Focuses on understanding the principles of heat and mass transfer in the context of biological (biomedical/bioprocessing/bioenvironmental) systems. Emphasizes physical understanding of transport processes and simple reaction rates with application examples from plant, animal, and human biology in the bioenvironment (soil/water/air), and industrial processing of food and biomaterials"
BEE 4994,Research for Visiting Students,1-6,Sat/Unsat,,,,,,,,No description available
BIOEE 2070,Evolution,3,Stdnt Opt,"Fall, summer",,,STS 2871,(PBS),,,"Evolution is the central concept in biology. This course examines evolution as a science and places it in an historical context.  Lectures focus on descent with modification, the nature of natural  selection, the history of the earth, the information content of the fossil record, and processes responsible for diversification (speciation and extinction).  The science of evolutionary biology is presented in the context of a broader history of ideas in science.  The course also explores the importance of evolutionary thinking in the 21st century, including discussion of antibiotic and pesticide resistance, personalized genomics, climate change, and the conflict between creationists and evolutionists"
BIOG 1009,Prefreshman Summer Program Biology,2,Sat/Unsat,,,,,,,,No description available
BIOG 1440,Introductory Biology: Comparative Physiology,3,Stdnt Opt,"Fall, spring, summer",,,,(PBS),,Students may not receive credit for both BIOG 1440 and BIOG 1445,"An introductory physiology course intended for freshman and sophomore biology majors. The course integrates physiology from the cell to the organism with comparisons among animals, plants and microbes. Emphasis is on understanding of basic physiological concepts, stressing structure-function relationships and underlying physio-chemical mechanisms"
BIOG 1500,Investigative Biology Laboratory,2,Stdnt Opt,"Fall, spring, summer",,,,,,,"Designed for biology majors to provide lab experience with emphasis on processes of scientific investigations and to promote communication, literacy and collaboration in science. Students gain expertise in methods including instrumentation used by biologists to construct new knowledge. Lab topics include genetics, evolution, ecology, biochemistry, and molecular biology"
BIOG 2000,Special Studies in Biology,1-6,Stdnt Opt,"Fall, spring, summer",,,,,,,"Registration device for students who want to take only a portion of a regular biological sciences course-for example, only the lectures or only the laboratory in a course that includes both. Only students who have already had training equivalent to the portion of the regular course that is to be omitted may register in this manner. This course may not be substituted for 1000-level courses and may not be used to fulfill college distribution requirements except by permission from the Office of Undergraduate Biology"
BIOG 4990,Independent Undergraduate Research in Biology,1-8,Stdnt Opt,"Fall, spring, or summer",one semester BIOG 2990 or equivalent or permission of instructor and Office of Undergraduate Biology,,,,,,"For students with previous undergraduate experience conducting biological research. Students enrolled for this credit continue to be supervised, as in 2990, but work more independently, often on their own project. As part of the online application, students will prepare a brief research proposal (1-2 paragraphs). Any Cornell faculty member whose research field is biological in nature may serve as supervisor for this course"
BIOMG 2800,Lectures in Genetics and Genomics,3,Stdnt Opt,"Fall, spring, summer (eight-week session)",,,,(PBS),,,"General introduction to the fundamental principles of genetics in eukaryotes and bacteria. Topics include gene transmission, linkage, recombination, structure, mutations, and manipulation, as well as analysis of genomes in individuals and populations"
BIOMG 2801,Laboratory in Genetics and Genomics,2,Stdnt Opt,"Fall, spring, summer",,,,,,,"General introduction to laboratory experimental genetics in eukaryotes and bacteria.  Topics include gene transmission, linkage, recombination, structure, mutations, and manipulation"
BIOMG 3330,"Principles of Biochemistry: Proteins, Metabolism, and Molecular Biology",4,Stdnt Opt,Summer (six-week session),"one majors-level biology course and one year general chemistry, and any of the following organic chemistry courses:  CHEM 1570, or CHEM 3530, or CHEM 3570 or CHEM 3590, or equivalents, or permission of instructor",,,(PBS),,"Students may receive credit for only one course in the following group: BIOMG 3300, BIOMG 3310-BIOMG 3320, BIOMG 3330, BIOMG 3350, NS 3200","Comprehensive introduction to biologically important molecules and polymers. Topics include protein structure and function, enzyme catalysis, metabolic regulatory pathways, DNA and RNA structure, DNA replication and repair, gene expression, protein synthesis, and modern DNA technologies. This is a summer session class taught in a lecture format"
BIOMI 1720,Biomedical Terminology,3,Graded,Summer,,,CLASS 1692,(HA-AS),,,"A study of the Greek and Latin word elements that combine to form most of the specialized terms in the biological sciences. The student who learns the meanings of those elements and the rules of word formation can usually recognize the basic meaning of any unfamiliar word in that field. This skill is especially valuable for pre-law, pre-medical, pre-dental, pre-veterinary students and for those in other health and legal fields, as well as for students who would like to broaden their general vocabulary. This course would be excellent preparation for students prior to taking standardized test: e.g., SAT, GRE, MCAT, TOEFL, LSAT, etc"
