Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
GOVT 3141,Prisons,4,Stdnt Opt,"Spring, winter, summer",,,AMST 3141,(SBA-AS),,,"The United States stands alone among Western, industrialized countries with its persistent, high rates of incarceration, long sentences, and continued use of the death penalty. This ""American exceptionalism"" -- the turn to mass incarceration -- has been fostered by the use of sharply-delineated categories that define vast numbers of people as outlaws and others as law-abiding. These categories that are based on ideas of personal responsibility and assumptions about race are modified somewhat by a liberal commitment to human rights.   Our purpose in this course is to understand how such ideas have taken root and to locate the consequences of these ideas for policy and practice. "
HD 2600,Introduction to Personality,3,Stdnt Opt,"Fall, summer (three-week session)",introductory psychology or human development course recommended,,PSYCH 2750,,,,"A shared assumption among personality psychologists is that each person possesses a personality--i.e., characteristic ways of thinking, feeling, and behaving--that uniquely distinguishes him or her from other people. Each individual's personality is the culmination of his or her genetic makeup, biology, early life experiences, learning and culture. In this undergraduate-level course, we will review the major theories and research paradigms (e.g., trait, biological, cognitive) of modern-day personality psychology. The course will emphasize contemporary research, theory, and methodology, as well as provide a review of historical accounts that have significantly contributed to current conceptualizations"
ILRHR 2600,Human Resource Management,3,GradeNoAud,"Fall, spring, summer",,,,,,,"Intended to introduce students to the field of human resource management (HRM). Students learn theories and applications involved in effectively managing people in organizations. In addition, this course covers current topics in HRM that have resulted from environmental and organizational challenges (e.g., technology, globalization, legislation, restructuring, work/life balance, changing labor markets). Emphasis is placed on developing relevant problem-solving and critical-thinking skills, as the basic concepts of HRM and the skills developed in this course are applicable to all types of organizations and jobs in which students will eventually work"
ILRST 2100,Introductory Statistics,4,GradeNoAud,"Fall, winter, spring, summer",introductory algebra,,STSCI 2100,,," due to an overlap in content, students may receive credit for only one course in the following group: AEM 2100, ENGRD 2700, HADM 2010, ILRST 2100/STSCI 2100, MATH 1710, PAM 2100, PAM 2101, PSYCH 3500, SOC 3010, STSCI 2150","Statistics is about understanding the world through data. We are surrounded by data, so there is a lot to understand. Covers data exploration and display, data gathering methods, probability, and statistical inference methods through contingency tables and linear regression. The emphasis is on thinking scientifically, understanding what is commonly done with data (and doing some of it for yourself), and laying a foundation for further study. Students learn to use statistical software and simulation tools to discover fundamental results. They use computers regularly; the test includes both multimedia materials and a software package. This course does not focus on data from any particular discipline, but will use real-world examples from a wide variety of disciplines and current events"
NBA 5991,Global Business Strategy,3,Opt NoAud,Winter,,,AEM 4940,,,,"In today's increasingly globalized and interconnected world, international transactions as part of business are the norm. Even purely domestic firms have to deal with international issues, be it in the form of imported supplies or foreign competitors. In addition, more and more companies are going abroad to pursue their major business objectives. How can they take advantage of the global marketplace and create economic value through their multimarket activities? This course has three integrated objectives: first, to give you a basic grounding in global business, so that you can become capable of understanding and analyzing events and trends in the global business environment and their impact on managerial decision making; second, to help you understand the analytical frameworks on strategy formulation and implementation in an international context; and third, through a series of concrete case discussions and a local product internationalization project, the course aims at developing your practical skills in applying the tools of global strategic analysis in concrete business situations. Its ultimate goal is to help you become better prepared to serve in and lead business organizations in today's globalized world"
NS 1150,"Nutrition, Health, and Society",3,Stdnt Opt,"Fall, winter, summer",,,,,,,"Discusses the facts and fallacies concerning the role that nutrition, exercise, and other health behaviors play in preventing disease, maintaining good health, and maximizing athletic performance. Emphasis is on understanding the biological mechanisms through which good nutrition and regular exercise affect psychological and physical health"
ORIE 3150,Financial and Managerial Accounting,4,Graded,"Fall, winter, summer",,,,,,,"Covers principles of accounting, financial reports, financial-transactions analysis, financial-statement analysis, budgeting, job order and process-cost systems, standard costing and variance analysis, and economic analysis of short-term decisions"
PLBIO 2400,Green World/Blue Planet,3,Stdnt Opt,"Spring, summer (six-week session)",,,,(BIOLS-AG),,,"Focuses on helping individuals understand how scientific information relates to the issues they face as citizens, in management decision making, and in public policy. To what extent should genetic engineering of crop plants be permitted? Should we place limits on fossil fuel consumption as a means of limiting global warming and global climate change? Must human endeavors be restricted in certain areas to maintain diversity? The format of this course is interactive, with lectures and discussions about how we as a society deal with controversial issues"
PSYCH 2750,Introduction to Personality,3,Stdnt Opt,"Fall, summer (three-week session)",introductory psychology or human development course is recommended,,HD 2600,(SBA-AS),,,"A shared assumption among personality psychologists is that each person possesses a personality--i.e., characteristic ways of thinking, feeling, and behaving--that uniquely distinguishes him or her from other people. Each individual's personality is the culmination of his or her genetic makeup, biology, early life experiences, learning and culture. In this undergraduate-level course, we will review the major theories and research paradigms (e.g., trait, biological, cognitive) of modern-day personality psychology. The course will emphasize contemporary research, theory, and methodology, as well as provide a review of historical accounts that have significantly contributed to current conceptualizations"
PSYCH 3800,Social Cognition,3,Stdnt Opt,"Fall, summer (three-week session) winter",At least one psychology course,,,(SBA-AS),,,"What are the causes and consequences of our own and other's judgments, feelings, attitudes, and behaviors? This course introduces students to social cognition, which is a research perspective that uses both cognitive and social psychological theories and methodologies to explain such social phenomena"
STSCI 2100,Introductory Statistics,4,GradeNoAud,"Fall, spring, summer",,,ILRST 2100,(MQR-AS),," due to an overlap in content, students may receive credit for only one course in the following group: AEM 2100, BTRY 3010, BTRY 6010, ENGRD 2700, HADM 2010, ILRST 2100, ILRST 6100, MATH 1710, PAM 2100, PAM 2101, PSYCH 3500, SOC 3010, STSCI 2100, STSCI 2200, STSCI 2150","Statistics is about understanding the world through data. We are surrounded by data, so there is a lot to understand. Covers data exploration and display, data gathering methods, probability, and statistical inference methods through contingency tables and linear regression. The emphasis is on thinking scientifically, understanding what is commonly done with data (and doing some of it for yourself), and laying a foundation for further study. Students learn to use statistical software and simulation tools to discover fundamental results. They use computers regularly; the test includes both multimedia materials and a software package. This course does not focus on data from any particular discipline, but will use real-world examples from a wide variety of disciplines and current events"
