Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
AEM 1221,Entrepreneurship In The Life Science II,1,GradeNoAud,Spring,,,,,,,"This lecture series presented by faculty and experts in their disciplines is intended to introduce undergraduate students to the requirements that lead to a successful start-up company. Topics in the series include developing and honing your idea, developing a problem statement and value proposition, protecting intellectual property, sources of funding, business structures, the regulatory environment and making a successful pitch"
AEM 1240,Rose Scholars Program,1,S/U NoAud,"Fall, spring",,,,,,,"The Rose Scholars program in an interdisciplinary course targeted at residents of Flora Rose House, but open to all. The program requires weekly participation in one of about five guided trips, workshops, discussions, lectures, and performances in social sciences, natural sciences, arts, humanities, and other fields. Participants reflect on their experiences with weekly digital media postings. The program is designed to introduce participants to the breadth of intellectual resources and activities on the Cornell campus and in the nearby community"
AEM 1260,Business Inclusion and Diversity Skills,2,Stdnt Opt,Spring,,,,,,,"This course will focus on academic achievement, emotional intelligence skills, identity awareness, global-business practices, cross-cultural communication and professional development. Strength Finders 2.0 will be used throughout the class as a building block for progress. Speakers from a variety of industries share their paths to success. It will have one joint lecture, and breakout sections stratified by self-selected student affiliations"
AEM 1500,An Introduction to the Economics of Environmental and Natural Resources,3,Stdnt Opt,Spring,MATH 1106 or MATH 1110 or equivalent,,,(SBA),,AEM 2500. Students who have already taken Introductory Microeconomics should enroll in AEM 2500,"This course provides an introduction to the economic foundations for public decision-making regarding environmental quality and natural resources. Emphasis is placed on how basic tools of economic analysis can be used to identify sources of environmental problems and solutions to these problems. Topics to be covered include ""individual hand"" concepts underlying market success, market failure with particular focus on public goods and externalities, benefit-cost analysis and non-market valuation, incentive-based policies for controlling pollution, and economic aspects of renewable and non-renewable resources"
AEM 2000,Contemporary Controversies in the Global Economy,3,Stdnt Opt,Spring,ECON 1110. Recommended prerequisite: ECON 1120,,,,,,"This course aims to stimulate critical thinking, economic reasoning, and cogent writing about contemporary controversies that attract regular attention in the international press and among key private and public sector decision-makers. Students read and discuss competing arguments about current issues such as morally questionable market exchange among willing buyres and sellers, immigration policy, foreign aid, sovereign debt forgiveness, regulating genetically modified foods, etc. Students write, edit, and rewrite short briefing papers which are evaluated for quality of communication as well as subject matter content"
AEM 2010,Spreadsheet Modeling for Management and Economics,3,GradeNoAud,"Fall, spring, summer, winter",,,,,,,"This course will be developed as a data-driven, model-based approach to decision-making. Most applications will rely on the standard array of Excel functionality but other platforms (e.g., Access, SQL, presentation software) may be employed. A unique feature of this course will be applications drawn from the diverse program areas of the Dyson School: management; international development/trade; environment/resource economics; and food/agricultural economics. Case material will be contributed by the companies from the DUAC. Key topics will include: Optimization (Solver), Data graphing, Financial modeling, Ethical/social dimensions of IT, Forecasting, Pivot tables, Exponential smoothing, and Simulation"
AEM 2050,Introduction to Agricultural and Development Finance,3,Graded,Spring,,,,(SBA),,s: students who have taken AEM 2240/AEM 2241 are not allowed to enroll in AEM 2050,"Introductory course which provides an overview of principles and practices of agricultural and development finance, from the perspectives of the business owner, lender, and policymaker. Topics include sources of capital, financing entry into agriculture, financial analysis businesses, capital management, financial statements, credit instruments, loan analysis, and financial risk. Applications in index insurance in developing countries, microfinance, guarantee funds, the Farm Credit System, crop insurance, and risk management"
AEM 2210,Financial Accounting,3,GradeNoAud,"Fall, spring, summer",,,,,,"s: AEM 2225, HADM 1210, HADM 2230","Comprehensive introduction to financial accounting concepts and techniques, intended to provide a basic understanding of the accounting cycle, elements of financial statements, underlying theory of GAAP, and financial statement interpretation. Topics include methods of recording inventory, receivables, depreciation, bonds, and equity. Requires two evening prelims and a comprehensive final; weekly homework assignments"
AEM 2230,Cooperative Business Management,2,Stdnt Opt,Spring,,,,,,,"An evaluation of the fundamental principles, structure, finance, management and governance associated with the cooperative organization, with a focus on agricultural cooperatives. Analyses of the cooperative business organization within the modern economy are emphasized through a mix of lectures, guest speakers, and cooperative business case study discussions"
AEM 2240,Finance for Dyson Majors,4,GradeNoAud,Spring,"AEM 2100, AEM 1200, and AEM 2210, or equivalents",,,,,"Students may receive credit for only one course in the following group: AEM 2240, AEM 2241, NCC 5560, HADM 2220, or HADM 2250","Focuses on the mathematics of finance, valuation, and the economics of managerial decisions, corporate financial policy, risk management, and investments. Topics include the time value of money, bond and stock valuation, capital-budgeting decisions, financing alternatives, the cost of capital and the capital-structure decision, distribution policy, mergers and acquisitions and restructuring, options, forward and futures contracts, market efficiency and market anomalies, strategies of successful investors, and personal finance"
AEM 2241,Finance,3,GradeNoAud,"Fall, spring","AEM 2100,   AEM 1200, and AEM 2210, or equivalents",,,,,"Students may receive credit for only one course in the following group: AEM 2240, AEM 2241, NCC 5560, HADM 2220, or HADM 2250","This course is a survey of topics in finance. It focuses on the mathematics of finance, valuation, the economics of managerial decisions, corporate financial policy, risk management, investments, and personal finance"
AEM 2300,International Trade and Finance,3,Stdnt Opt,"Spring, summer",ECON 1110 or equivalent. Recommended prerequisite: ECON 1120 or equivalent,,ECON 2300,(SBA),,,"One-semester introduction to international economic principles and issues. Begins by surveying key topics such as the elements of comparative advantage, tariff and nontariff barriers, and multilateral institutions. The second part of the course treats selected topics in international finance, including exchange rates, balance of payments, and capital markets. Discusses current issues such as the effects of trade liberalization, trade and economic growth, and instability in international capital markets. Designed as a less technical introduction to concepts developed at a more advanced level in AEM 4300 and ECON 4510-ECON 4520"
AEM 2420,Marketing for Dyson Majors,4,Graded,Spring,,,,,,,"Provides a broad introduction to the fundamentals of marketing. Explores the components of an organization's strategic marketing program, including how to price, promote, and distribute goods and services. Industry guest lectures and current marketing applications from various companies are presented and analyzed. Students will complete a marketing plan"
AEM 2480,Food and Consumer Packaged Goods Industry Dynamics,3,Stdnt Opt,Spring,"AEM 2400/AEM 2420, and AEM 2200/AEM 1200",,AEM 6480,,,,"Covers merchandising principles and practices as they apply to food industry situations. Examines the various elements of merchandising such as buying, pricing, advertising, promotion, display, store layout, profit planning and control, and merchandising strategy. Considers the consequences of food industry trends and initiatives for other industry members, public policy makers, and consumers"
AEM 2601,Managerial Economics II,3,Graded,Spring,AEM 2600,,,,,,"This course analyzes the sources of firms' competitive advantage and develops the knowledge and skills necessary to be an effective strategy analyst. The course is grounded in microeconomic concepts taught in AEM 2600 in terms of discipline, and draws from corporate finance, marketing, human resource management and organization science. This course uses both lecture, discussion and case studies to encourage students to develop skills in formulating strategy in a practical context"
AEM 2700,Management Communication,3,Graded,"Fall, spring",,,,,,COMM 2010,"Management Communication is intended to help you think strategically about communication and aid you in improving your writing, presentation, and interpersonal communication skills as a future manager. We will look at a set of ""best practices"" or guidelines that have been derived from both research and experience, give you the opportunity to put those guidelines into practice, and provide you with feedback on your work to help you strengthen your abilities. More often than not, we will be using a workshop format that will rely heavily on discussion and in-class exercises"
AEM 2770,Excursions in Computational Sustainability,3,Stdnt Opt,Spring,students are expected to have basic knowledge of probability theory and calculus,,"CS 2770, INFO 2770",(SBA),,,"Balancing environmental, economic, and societal needs for a sustainable future encompasses problems of unprecedented size and complexity. Computing and information science can play an important role in addressing critical sustainability challenges faced by present and future generations. The goal of the course is to introduce students to a range of sustainability challenges and to computational methods that can help address such challenges. Sustainability topics include sustainable development, biodiversity and wildlife conservation, poverty mitigation, food security, renewable resources, energy, transportation, and climate change. In the context of these sustainability topics, the course will introduce students to mathematical and computational modeling techniques, algorithms, and statistical methods. The course is at the introductory undergraduate level. Students are expected to have basic knowledge of probability theory and calculus"
AEM 3030,Explorations in Analytic Modeling,1.5,GradeNoAud,"Fall, spring",AEM 2010,,,,,,"Explorations in Analytic Modeling will be developed as a deeper exploration and model based approach to quantitative decision making within a spreadsheet platform. Applied decision making using primarily Microsoft Excel as a business analytics tool will focus on using applied cases requiring various financial and other models. As the course explores models, emphasis will be placed on the exploration and application of the tool to enhance decision making and improve outcomes. This data-driven course will move the student into the most complex functionality available in the Excel platform. Key topics will include: data management, data visualization, financial modeling, forecasting, optimization, pivot tables, and simulation. The course will also employ macro recording with introductory visual basic for applications programming"
AEM 3040,Dairy Markets and Policy Seminar,2,Sat/Unsat,Spring,,,,,,,"Dairy markets and policy will be discussed from the perspectives of applied economics, industrial organization, marketing, supply chain coordination, and public policy analysis. Lectures are twice weekly in a format intended to encourage class participation. This course may be offered simultaneously at other universities, where participation will be by video. As such, class assignments may involve student partners at other universities. Subject to instructor approval, an additional 1-credit can be earned for an optional assignment to develop a dairy business marketing plan. This would be done under AEM 4970"
AEM 3060,Practitioner's Overview of Securities Markets and Investment Banking,1,Graded,Spring,,,,,,,"A broad overview of various aspects of the Fixed Income and Equities Markets and the role of Investment Banks. Topics, amongst others, will include: Securities Sales and Trading, Fiscal and Monetary Policy effects on Markets, Asset Management, Private Equity and Leveraged Buyouts, Mergers and Acquisitions, and Risk Management. Course will focus on real life practices and may include guest speakers, role playing and trading simulations"
AEM 3100,Business Statistics,3,Graded,Spring,AEM 2100  or equivalent,,,,,,"Focuses on techniques used to analyze data from marketing research, business, and economics. Topics include experimental design and ANOVA, contingency-table analysis, quality-control methods, time-series analysis, and forecasting. Also includes brief introductions to nonparametric methods and multivariate analysis. Involves a research project designed to give experience in collecting and interpreting data"
AEM 3120,Branding and Brand Management,1,Stdnt Opt,Spring (seven-week session),AEM 2420 or equivalents,,,,,,"Branding has become one of the most important aspects of business strategy. Developing brand identity and strategy are critical steps in successful marketing of a product. Developing a brand strategy requires an understanding of: what is branding, how to develop brand equity, how to reach the target audience, the importance of consistent communications and brand planning. This course includes the concepts of brand, brand equity and strategic brand management. Topics covered include Brand Equity, Consumer Communications, Reaching Consumers and Brand Planning. Post this class participants will understand the importance of building brand equity and communicating throughout all consumer touch points. Class work includes a combination of case studies, lectures, and class discussions. Topics discussed will relate to real life business situations"
AEM 3210,Business Law II,3,GradeNoAud,Spring,business law course or permission of instructor,,NBA 5610,,,,"The first portion of this course examines legal issues in the formation and operation of business enterprises, particularly partnerships, corporations, and limited-liability companies. The second portion reviews selected topics in business law, like employment discrimination, debtor/creditor relations, product liability, unfair competition, e-commerce law, and international business law"
AEM 3230,Managerial Accounting,3,Graded,"Winter, spring, summer",AEM 2210 or equivalent,,,,,,"Introduction to cost accounting emphasizing the application of accounting concepts to managerial control and decision making. Major topics include product costing, standard costing, cost behavior, cost allocation, budgeting, variance analysis, and accounting systems in the manufacturing environment. Requires use of electronic spreadsheets. Includes an evening prelim, a second exam, and weekly homework"
AEM 3310,Introduction to Business Regulation,3,Stdnt Opt,Spring,"Intermediate Micro at the level of ECON 3030, PAM 2000, or AEM 2600/AEM 2601; AEM 1200 or AEM 2200; AEM 3200  recommended but not required",,,,,,"Business everywhere functions under regulation. Being able to operate effectively in a regulated environment is critical for business, especially so in heavily regulated sectors like pharmaceuticals, electricity generation, and finance. This class uses a case-based approach to understanding and functioning under regulations, with particular attention to consumer products, environment, communication, and finance. As a group project, students are asked to develop and present a case of their own on a business regulatory issue. Students also need to appreciate why societies regulate. In addition to the economic/efficiency explanations, the class reads excerpts from The Jungle, Silent Spring and other works and events like the Titanic sinking (which initiated radio regulation) and the Great Depression and Great Recession (which led to finance regulations)"
AEM 3350,International Technology Marketing of Biotechnology,3,Stdnt Opt,Spring,ECON 1110 and one college biology course or equivalents,,,,,,"Explores international technology marketing from an economics perspective using biotechnology as an example. Topics include technology theories, products, risk (health and environmental) regulation, industry structure, labeling uses and regulations, public perceptions, patents, trade, and international conventions. The course is of interest to students of biotechnology, public technology policy, and international technology marketing"
AEM 3370,Intermediate Accounting II,4,GradeNoAud,Spring,AEM 3360 Intermediate Accounting I,,,,,,"Continuation of the in-depth study of accounting theory, generally accepted accounting principles, and the techniques involved in measuring, recording, summarizing, and reporting financial data for business organizations. Learn the GAAP accounting for revenue, investments, pensions, taxes, accounting changes, and statement of cash flows. Understand accounting alternatives within GAAP and accounting alternatives to GAAP for the topics covered so that students are prepared to understand and use future changes in GAAP. Course objectives will be achieved by a combination of lectures and analyzing and discussing articles from the financial press and cases that are based on actual financial statements"
AEM 3382,Social Enterprise Development,1,Sat/Unsat,"Fall, spring (multi-semester)",AEM 3381,,,,,,"This course is about using entrepreneurial competencies to craft innovative responses to social problems. Entrepreneurs are particularly good at recognizing opportunities, exploring innovative approaches, mobilizing resource, managing risk and building viable enterprises. These skills are just as viable in the social sector as they are in business. This course is the second in a year long class series that is designed to provide an experiential learning opportunity in the field of social entrepreneurship. During the Fall AEM 3381 prepares students for an 8 day field trip to work with small business owners in El Rodeito, Honduras. During the Spring in AEM 3382 students develop a business plan for a social enterprise in Honduras. Students will analyze and reflect on their experience in Honduras and discuss the challenges faced. Students will submit social business plans; which are designed to strengthen small businesses in the region. The social business plans will facilitate the sharing of knowledge, the process of launching a viable and scalable social enterprise and the challenges they faced and how to overcome them. Participants will work with a non -profit, Mayor Potencial, whose mission is to improve educational standards and facilities in Latin America, empowering young leaders to transform their home communities. The course is ideal for students interested in hands on experiences as consultants to entrepreneurial social ventures"
AEM 3390,Research Methods in International Development,3,Stdnt Opt,Spring,AEM 2100 and ECON 1110 or equivalents,,AEM 6390,,,,"This is a research methods course that uses basic statistics and quantitative techniques to analyze selected topics in international development. The aim of this course is to expose students to the various methodologies used by researchers in the field of international development: (i) core concepts such as poverty and inequality measurement (use of basic statistics); distributive justice (use of basic game theory) and governance issues in developing economies (use of basic public economics/welfare theorems/voting theories) and (ii) study of specific topics that are at the frontier of international development research where students will be required to gather data, design surveys and use basic econometrics tools in their assignments"
AEM 3450,Sustainability Marketing,3,Graded,Spring,AEM 2420 or AEM 2400 and AEM 2410 or permission of instructor,,AEM 6450,,,,"This course focuses on how the demand for environmentally responsible business practice can be leveraged to construct an effective marketing strategy. Students who enroll in the class will: 1. Develop the capacity to view a range of emerging environmental issues and regulatory pressures as presenting a set of strategic opportunities across various business sectors, 2. Recognize the way in which environmental impact marketing employs strategies that are related to but also distinct from conventional marketing, 3. Apply knowledge from environmental impact marketing to identify strategies and tactics used by corporations that have successfully integrated sustainability and profitability. Marketing principles discussed in the course will also be related to selected topics of interest including corporate social responsibility, social entrepreneurship, and environmental performance metrics"
AEM 3520,Financial Statements Analysis,3,Graded,Spring,"AEM 2010, AEM 2225, AEM 2240",,,,,NBA 5060,"The course will focus on developing a framework for analyzing financial statements to make business decisions. The framework is intended to enhance the ability to qualitatively and quantitatively assess financial information. Goals of the course include learning to read financial statements for relevant information, understanding the impact of a business' accounting choices and estimates, analyzing financial ratios and cash flow measures and methods for valuation of a business. Cases are incorporated in class discussions and assignments in order to illustrate concepts and allow students to put into practice the tools presented"
AEM 4021,Food and Brand Lab Workshop II,3,Graded,Spring,,,,,,,"The purpose of the Food and Brand Lab Workshop is to provide students with an opportunity to develop an advanced understanding of consumers by involving them in collaborative, theory-based research related to food. This course is focused on asking and answering the ""why"" questions behind consumer behavior"
AEM 4030,Farm Management Study Trip,1,Graded,Spring,AEM 3020,,,,,,Special program to study production and management systems in diverse agricultural regions of the United States. Includes a trip (usually taken during spring break) to the region being studied. A different region is visited each year. The course meets in advance of the study trip and upon return from the trip. Students must write a paper that further explores an aspect of the trip
AEM 4060,Risk Simulation and Monte Carlo Methods,3,Graded,Spring,Working knowledge of Excel. At least one course equivalent to AEM 2240 and at least one course in statistics or permission of instructor,,AEM 6061,,,,"This is a computer-based course that deals with the concepts of randomness and risk in financial management, capital budgeting, stock valuations, derivatives, and investment portfolios. The focus of the course is on applying realistic probability using Monte Carlo simulation to solve a variety of problems in finance"
AEM 4070,Advanced Financial Analytics with Applications in Agriculture and Development,3,GradeNoAud,Spring,"AEM 2010, AEM 2240, and a course in statistics/econometrics. Basic programming knowledge anad statistical knowledge, or a course in programming (Python, C++, MATLAB, etc.) highly recommended and assumed",,AEM 6070,,,,"Advanced course in applying skills learned in finance and statistics to development of analytical tools and financial products, including topics in computational finance, financial engineering for agriculture and development, working with and analyzing big data and large scale empirical applications, risk management systems, interacting with and using database servers using SQL, and associated strategic and operational considerations. Focus will be on exposing students to the technical and analytic pipeline involved in bringing new financial products to market, including problem identification, concept development, research and development, prototyping, and technical deployment. An independent guided group project will be required. Course will primarily utilize MATLAB, Microsoft SQL Server, and Excel/VBA. AEM 6070 grad students will be required to write a paper in the style of a peer reviewed journal based on the research and model developed, couched within a relevant research question"
AEM 4080,Innovation And New Product Management,1.5,Graded,Spring,AEM 2420,,,,,,"In a rapidly changing business environment where product life cycles are shortening and competition is intensifying, creating new products has become the most significant and most risky activity within a firm. This course aims to develop an understanding of the ""state of the art"" strategies, processes and methods used in developing new products. This course focuses on key new product issues including generation and assessment of ideas, value creation in competitive markets, the impact of disruptive technologies on mainstream industries, and the diffusion of innovative new products and services. This is a case based course, where students participate in a dynamic and interactive group environment to develop the capacity to use the information learned to make informed new product decisions"
AEM 4160,Strategic Pricing,3,Graded,Spring,"Introductory Statistics, Calculus I, as well as either AEM 2600, ECON 3030, or PAM 2000",,,,,,"This quantitative course explores various pricing strategies by taking into consideration the role of consumer behavior, economics, statistics, and management science. Topics include product tying and bundling, peak load pricing, price matching, warranty pricing, advanced booking, and the 99-cent pricing perceptions"
AEM 4190,Strategic Thinking,3,Stdnt Opt,Spring,"Intermediate Microeconomics course such as AEM 2600,  PAM 2000, ECON 3010, ECON 3030, or equivalents",,,,,,"The art of thinking strategically puts outdoing one's adversary at the core of the decision-making process, while anticipating that the adversary is doing exactly the same thing. Businesses make investment decisions and innovate products in anticipation of the reaction of their rivals; managers make pay contingent on peer performance, taking into account the reaction of their subordinates and superiors; national trade policies are formulated based on whether trading partners are committed to make credible concessions. This course introduces and explores the use of game theory to understand these interactions; students are expected to work with a balanced dose of both theory and relevant case studies. The objective of the course is to facilitate students' ability to think strategically on firm level issues (e.g., pricing, advertising wars, product differentiation, and entry deterrence) and strategic policy interaction in international economic relations (e.g., trade wars and the arms race)"
AEM 4210,"Futures, Options and Financial Derivatives",3,Stdnt Opt,Spring,AEM 2100 and AEM 2240 or equivalents. Recommended prerequisite: ECON 3030 or AEM 2600/AEM 2601 or equivalent and a calculus course; familiarity with calculus and probability and statistics,,AEM 6410,,,,Covers the pricing of derivatives and how derivatives can be used for the purpose of risk management and speculation. A portion of this course involves the use of spreadsheet or other computer programs
AEM 4300,International Trade Policy,3,Stdnt Opt,Spring,ECON 1110-ECON 1120  or equivalents and intermediate microeconomics course,,,,,,"Examines the economic principles underlying international trade and monetary policy, and the policies, practices, and institutions that influence trade and foreign exchange markets. Also emphasizes applications to current topics in international trade policy, to trade in primary commodities, and to both developed and developing countries"
AEM 4310,Agricultural and Food Policy,3,Stdnt Opt,Spring,"either PAM 2000, ECON 3010, ECON 3030, or equivalent",,,,,,"Acquaints students with current and historically important U.S. policies related to agriculture and food, including subsidies and regulations related to markets, production, and the environment. The approach combines historical, political, and economic interpretation and analysis"
AEM 4350,Political Economy of the WTO,3,Stdnt Opt,Spring,intro microeconomics,,,,,,"The politics of the WTO and trade policy are explored. Examines what the WTO is, how it operates, how much power it really has, why it was created, and incentives for governments to cooperate. Also explores how WTO rules affect domestic politics and foreign policy goals and how WTO rules and agreements are enforced. Students also debate the effect of trade on growth and poverty"
AEM 4380,Entrepreneurial Strategy for Technology Ventures,2,Graded,Spring,,,,,,,"This course explores the concepts and tools needed to manage a technology-based entrepreneurial business. Through this course, students will develop an ability to think strategically about the fundamental issues facing technology ventures, including how to choose markets and business models, when and how to compete with incumbent firms, how to leverage IP, and how to identify and develop the resources and capabilities required for success. This is not a course in how to start a business. Instead, the emphasis is on the acquisition and application of the analytical tools critical for the development of an entrepreneurial strategy. This course is relevant to students interested in founding or working in technology ventures, as well as students interested in related careers in consulting and venture capital"
AEM 4390,Technology Strategy,2,Graded,Spring,,,,,,,"This course introduces the fundamental strategy concepts and tools that enable firms to manage technological innovations for competitive advantage. It does so by first considering the sources of technological change, how technologies create value for firms, and how to manage and motivate knowledge workers. It then examines the various mechanisms for extracting value from technologies, both legal (e.g., patents, trade secrecy, etc.) and strategic (e.g., lead time, complementary assets, etc.). We will explore the fundamentals of technology strategy through readings and case studies in both entrepreneurial and established firms across a range of technology-based industries. This course is designed for students who intend to pursue careers in consulting, new product development, entrepreneurship, and finance where technology and intellectual property are important sources of competitive advantage"
AEM 4410,Marketing Research,3,Opt NoAud,Spring,"AEM 2400, AEM 2420",,,,,,"This course provides a fundamental understanding of marketing research methods typically employed by firms. It is primarily aimed towards the manager who must decide the direction of research activities and focuses on how one should design research, construct questionnaires, and collect and analyze data. The course will primarily focus on the interpretation and use of results rather than mathematical derivations. Students will be exposed to the practical side of marketing research through problem sets and projects"
AEM 4421,Research and Strategy in Emerging Markets,3,Graded,Spring,,,,(CA) (SBA) (D),,,"The course complements the Student Multidisciplinary Applied Research Team (SMART) Program administered by CIIFAD. The goal of the course is to offer students a unique learning and service team experience, working with entrepreneurs and civil society organizations in emerging markets and economically disadvantaged communities. Students will learn about the challenges and opportunities of doing business and implementing development interventions in emerging markets. During the semester, students explore theories of economic and community development, analyze the projects on which they worked, write up case studies, and develop strategic recommendations for the enterprises or organizations they have partnered with"
AEM 4480,Executing Firm Strategy,2,GradeNoAud,Spring (seven-week session),"must have taken AEM 2240, AEM 2420, AEM 2601, AEM 3230 and a course in macroeconomics",,,,,,"Designed as a hands-on experience to prepare students for executive-level strategy execution, this class is a culmination of the completion of four years of Dyson courses in managerial economics, finance, accounting, marketing, and macroeconomics, in which students will use real-time strategic decision-making from each topic area to influence the success of virtual companies. Implemented via a computer simulation, the business decisions of these self-selected teams will then translate to performance via competition with the other teams within the same industry in the class. Assessment will be based on a strategic intent paper, written at the beginning of the semester by each team, an in-depth presentation of firm performance and strategy in a ""board of directors"" (BOD) meeting, and an individual post-operations analysis. "
AEM 4485,Economics of Food and Malnutrition,3,Graded,,,,"AEM 6485, NS 4480, NS 6480",,,,"This course focused on the economics of food and malnutrition from the perspective of individuals and households; that is, a micro-economic approach. Topics include characteristics and constraints associated with food production in both developed and developing countries; the determinants of household food security; the social and economic causes and consequences of undernutrition; the social and economic causes and consequences of obesity; intervention design to reduce food insecurity, undernutrition and obesity"
AEM 4495,Consumer Neuroscience,3,Stdnt Opt,Spring,"ECON 1110, AEM 2400, AEM 2420, and Intro Statistics or permission of instructor",,,,,,How do we decide what to buy and at what price to purchase it? How can various contexts influence our choices? What factors explain differences in preferences across people? This course addresses these and other questions about consumer decision making by integrating recent advances in neuroscience with economics and psychology. The focus is to give a comprehensive introduction to how the combination of these fields can inform our understanding of consumer behavior. Previous experience with neuroscience is not expected
AEM 4510,Environmental Economics,3,Graded,Spring,MATH 1110  and ECON 3030,,ECON 4820,(SBA),,,"This class will focus on the role of the environment in the theory and practice of economics. It will make use of microeconomic analysis at the intermediate level and will incorporate real-world examples. It examines market failure, externalities, benefit-cost analysis, nonmarket valuation techniques, and cost-effective policy instruments"
AEM 4531,Federal Income Taxation,3,Graded,Spring,AEM 3360,,,,,,"Introductory course in federal income taxation covering structure of present tax law; basis for income tax computations; concepts of gross income, adjusted gross income, deductions, exemptions and credits. The emphasis is on tax questions and problems relating to individuals"
AEM 4532,Fraud Examination,3,GradeNoAud,Spring,AEM 2210/AEM 2225 or permission of instructor,,,,,,"Fraud Examination is a senior seminar designed to allow you access to theories of fraud examination, to develop an understanding of the fraud examination process, and to provide a background in fraud-related issues"
