Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
AEM 2200,Business Management and Organization,4,GradeNoAud,Fall,,,,,," due to an overlap in content, students will not receive credit for both AEM 2200 and ILRID 1700. In addition, due to an overlap in content, students will not receive credit for both AEM 1200 and AEM 2200, unless AEM 1200 was taken over the summer and before the student matriculated","Foundational course, meant to familiarize students with the use of core concepts in marketing, accounting, organizational design and management, entrepreneurship and strategy, teamwork, leadership, and ethics; as well as with the Dyson/AEM major and the business careers that may follow it. Significant writing and analytical components (both individual and team based case study analysis, evaluation of a U.S. publicly traded corporation)"
AEM 2210,Financial Accounting,3,GradeNoAud,"Fall, Winter, Spring, Summer",,,,,,"due to an overlap in content, students will receive credit for only one course in the following group: AEM 2210, AEM 2225, HADM 1210, HADM 2230","Comprehensive introduction to financial accounting concepts and techniques, intended to provide a basic understanding of the accounting cycle, elements of financial statements, underlying theory of GAAP, and financial statement interpretation. Topics include methods of recording inventory, receivables, depreciation, bonds, and equity. Requires two evening prelims and a comprehensive final; weekly homework assignments"
AEM 2220,Foundational Perspectives and Contemporary Issues in Entrepreneurship,3,Graded,"Fall, Spring",,,,,,,"This course aims to introduce students to foundational theories and contemporary issues pertaining to entrepreneurship. A primary objective of this course is to broaden students' perspectives on entrepreneurship and the myriad ways that entrepreneurial activity contributes to innovation, economic growth, and society. Students will be introduced to foundational thinking, leading-edge research and key frameworks that address central questions of entrepreneurship. In addition, this course will help students develop a deeper understanding of their own interest in entrepreneurship and how it will help them to advance their careers"
AEM 2225,Financial Accounting For Dyson Majors,4,GradeNoAud,"Fall, Spring",,,,,,"due to an overlap in content, students will receive credit for only one course in the following group: AEM 2210, AEM 2225, HADM 1210, HADM 2230","Comprehensive introduction to financial accounting concepts and applications. Focuses primarily on recording and communicating financial information for use by external users such as investors, creditors and regulators, and is intended to provide a basic understanding of the accounting cycle, elements of financial statements, Generally Accepted Accounting Principles, and financial statement interpretation. Topics include accounting for inventory, receivables, depreciation, bonds, equity, and cash flows"
AEM 2241,Finance,3,GradeNoAud,"Fall, Spring","AEM 2100, AEM 1200, and AEM 2210, or equivalents",,,,,"due to an overlap in content, students will receive credit for only one course in the following group: AEM 2240, AEM 2241, HADM 2220, HADM 2250, NCC 5560","This course is a survey of topics in finance. It focuses on the mathematics of finance, valuation, the economics of managerial decisions, corporate financial policy, risk management, investments, and personal finance"
AEM 2350,Introduction To The Economics Of Development,3,Stdnt Opt,"Fall, Summer","ECON 1110, ECON 1120",,,(SBA-AG),,,This course is intended as an introduction to the economics of low income countries. It focuses on the policies and constraints to promoting growth and development
AEM 2400,Marketing,3,Stdnt Opt,"Fall, Winter, Summer",,,,,,"due to an overlap in content, students will receive credit for only one course in the following group: AEM 2400, AEM 2420, HADM 2410, HADM 2430","Provides a broad introduction to the fundamentals of marketing. Explores the components of an organization's strategic marketing program, including how to price, promote, and distribute goods and services. Industry guest lectures and current marketing applications from various companies are presented and analyzed"
AEM 2500,Environmental and Resource Economics,3,Stdnt Opt,Fall,ECON 1110,,,(SBA-AG),,"due to an overlap in content, students will not receive credit for both AEM 1500 and AEM 2500","Introduces fundamental economic principles and the ""economic approach"" to policy issues, and demonstrates how these concepts underpin contemporary environmental and natural resource issues and policy solutions. Subjects include valuation, benefit-cost analysis, policy design, property rights, and ecological economics. Uses these tools to explore major current policy issues such as economic incentives in environmental policy, air and water pollution, depletion of renewable and nonrenewable resources, and global warming. Two evening exams and three out of class labs"
AEM 2550,Corporate Sustainability: Business in a Resource-Constrained World,1.5,Stdnt Opt,Fall (weeks 1-7),,,,,,,"This course is intended to introduce students to the topic of corporate sustainability and to the risks and opportunities faced by large corporations operating in a resource-constrained world, with a particular focus on the financial  services industry. The course will illustrate the principles of corporate sustainability while highlighting the practical challenges faced by practitioners in large corporate entities today, and will seek to develop in students the ability to recognize and assess sustainability risks and opportunities in the business world. Topics to be covered include: environmental and social impacts of corporate activity; environmental and social risk management; stakeholder engagement and the influence of civil society on corporate behavior; industry responses to sustainability challenges; business opportunities created by resource limitations; environmental finance and impact investing"
AEM 2600,Managerial Economics I,3,Graded,Fall,"ECON 1110, MATH 1106 or MATH 1110",,,,,,"This course covers microeconomic principles that inform managerial decisions in firms and organizations. The course will touch on how these principles apply to the Dyson School research foci of management, agribusiness, environmental sustainability, and emerging markets"
AEM 2700,Management Communication,3,Graded,"Fall, Spring",,,,,,,"Management Communication is intended to help you think strategically about communication and aid you in improving your writing, presentation, and interpersonal communication skills as a future manager. We will look at a set of ""best practices"" or guidelines that have been derived from both research and experience, give you the opportunity to put those guidelines into practice, and provide you with feedback on your work to help you strengthen your abilities. More often than not, we will be using a workshop format that will rely heavily on discussion and in-class exercises"
AEM 2800,Hot Economic Issues in the News Today,3,GradeNoAud,Fall,"ECON 1110 , ECON 1120",,,(SBA-AG),,,This course is a writing in the disciplines course in current economic issues. It is intended as a topical course focusing on selected issues that are important to the national debate. The basic analysis taught in ECON 1110 and ECON 1120 is taken as the point of departure and is used to illuminate these issues
AEM 2820,Introduction to Database Management Systems,3,GradeNoAud,Fall,AEM 2010,,,,,"due to an overlap in content, students will not receive credit for both AEM 2820 and HADM 3740","Introduces the principals and functions of relational database management systems (DBMS) and their business application. Students will explore both logical and physical database designs and develop a clear understanding of the concepts and terminology related to DBMS. A small relational database will be designed and students will learn to run SQL queries. Students will learn a set of skills to describe what happened in the past using queries, descriptive statistics, data visualization, and some data mining techniques. Excel add-ins and other DBMS software may also be employed"
AEM 3020,Farm Business Management,4,Graded,Fall,,,,,,,"Intensive study of planning, directing, organizing, and controlling a farm business, with emphasis on the tools of managerial analysis and decision making. Topics include financial statements, business analysis, budgeting, and acquisition, organization, and management of capital, labor, land, buildings, and machinery"
AEM 3030,Explorations in Analytic Modeling,1.5,GradeNoAud,Fall,AEM 2010,,,,,,"Explorations in Analytic Modeling will be developed as a deeper exploration and model based approach to quantitative decision making within a spreadsheet platform. Applied decision making using primarily Microsoft Excel as a business analytics tool will focus on using applied cases requiring various financial and other models. As the course explores models, emphasis will be placed on the exploration and application of the tool to enhance decision making and improve outcomes. This data-driven course will move the student into the most complex functionality available in the Excel platform. Key topics will include: data management, data visualization, financial modeling, forecasting, optimization, pivot tables, and simulation. The course will also employ macro recording with introductory visual basic for applications programming"
AEM 3110,Design and Innovation,3,Opt NoAud,Fall,AEM 2200 or AEM 1200 or equivalent,,AEM 5110,,,,"This course introduces students to a design toolkit and mindset for creative problem solving that enables a shift from a 20th century, market-based perspective to a more sustainable, human-centered approach appropriate to this century's systemic challenges. Topics covered include: opportunity finding and innovation; the design thinking cycle of inspiration-interpretation-ideation-implementation; and visual communication. Students will learn to apply design strategies to their work to make it more integrated and collaborative. This course will require openness to new ways of (divergent) thinking"
AEM 3200,Business Law I,3,Opt NoAud,Fall,,,,,,,"Examines legal problems of particular interest to persons who expect to engage in business. Emphasizes the law of contracts, sales, agency, and property"
AEM 3220,Digital Business Strategy,3,Graded,Fall,AEM 2200 or equivalent and ECON 1110,,,,,,"Explores the impact of new technologies on business processes and industries. Focuses particularly on the effects of information and communication technologies (ICT). The objective is to understand the nature of information as an economic good, business opportunities and challenges created by ICT, and organizational constraints involved in exploiting these opportunities"
AEM 3245,Organizational Behavior,3,Graded,Fall,AEM 1200 OR AEM 2200 OR equivalent,,AEM 6245,,,"due to an overlap in content, students will receive credit for only one course in the following group: ILROB 1220, ILROB 5200, HADM 1150","This course examines evidence-based principles of individual and group behavior in relation to leadership and management. Topics include the nature and design of groups, the factors that improve team performance, and the importance of skills including dispute resolution, persuasion, and negotiations, Assignments provide opportunities for the engagement and application of analytical skills relating to real-world organizations"
AEM 3249,Entrepreneurial Marketing and Strategy,3,Stdnt Opt,Fall,,,,,,,"The course is focused on the tools and frameworks that assist a startup entrepreneur in exploring the feasibility of a new idea. After establishing an understanding of the funding process for new ventures, students will learn about and practice market research techniques involving both formal (in person interviews) and informal (expert interviews, social media) ways to understand the adoption behavior and urgent needs/wants of prospective customers. In addition, participants will learn how to take findings from market research to formulate business models and strategies"
AEM 3270,Marketing-Operations Simulation,2,Sat/Unsat,Fall (weeks 1-7),AEM 2210 or permission of instructor. Preferred prerequisites: AEM 2400 or AEM 2420 and AEM 2480,,,,,,"Teams of students operate retail food companies and compete in a computerized simulation of a dynamic and competitive market. Teams develop strategy and make decisions regarding promotional tactics, pricing, labor, procurement, inventory, capital expenditures, dept structure and financing. Results are tracked through the use of financial statements - balance sheets, profit and loss, and cash flow. The team that creates the most equity is declared the winner of the simulation"
AEM 3320,Leadership and Management in Sports,3,Graded,Fall,,,AEM 6325,,,,"This course draws upon the study of sports for the purpose of understanding and studying evidence-based principles of individual and organizational behavior. Topics include the nature of motivation, momentum, and coaching as well as the challenges of talent identification, team-level coordination, and strategy development. Assignments provide opportunities for the development and application of analytic skills relating to leadership and management"
AEM 3340,"Women, Leadership, and Entrepreneurship",1,Stdnt Opt,Fall (weeks 1-7),,,,,,,"Seminar that uses lectures, guest panels, and readings to focus on issues facing women (and their partners) in their business careers. Topics include status of women in business leadership, pathways and strategies for leadership development, family/life balance issues, gender issues in the workplace, and resources for emerging leaders"
AEM 3360,Intermediate Accounting I,3,Graded,Fall,AEM 2225,,,,,,"AEM 3360 is the first of a series of two courses in intermediate accounting. This is a one-semester course for students in the accounting major and finance concentrations. This course is an important prerequisite for students intending to pursue a graduate degree in accounting. The course focuses on 1) the accounting process, 2) the conceptual framework underlying financial accounting, 3) the primary financial statements, and 4) the measurement and reporting of assets, liabilities, and shareholders' equity. Specific topics include an overview of generally accepted accounting principles, financial statements and ratios, cash and cash equivalents, accounts receivable, inventories, operating assets, current and long-term liabilities, and stockholders' equity"
AEM 3385,Social Entrepreneurship Practicum: Anabel's Grocery,3,Opt NoAud,"Fall, Spring",,,,,,,"A seminar course with a practicum in management and operation of a campus-based, student-led social enterprise, Anabel's Grocery. Anabel's Grocery is a nonprofit project of the Center for Transformative Action that addresses food insecurity at Cornell by providing fresh, nutritious and affordable food, as well as educational programs on healthy and nutritious eating"
AEM 3440,Consumer Behavior,3,Stdnt Opt,Fall,,,AEM 6440,,,,"Develops a useful, conceptual understanding of the problem and strategies associated with the psychology behind consumer behavior. In doing so, the course provides frameworks that enable students to address these issues responsibly, systematically, and creatively"
AEM 3600,Impact Learning: Field Study Prep Experience,3,Multi-Term,"Fall (weeks 8-14), multi-semester course",,,,,,,"The lectures/discussions will introduce you to the influence of race, gender, and culture on corporations, small businesses and entrepreneurial enterprises in South Africa. Cultural and historical background will be covered to promote transcultural understanding. During the course students will be introduced to their South African entrepreneurial partners with whom they will be working with prior to and during the study trip. In addition students will learn about the concept of human centered consulting which will better enable them to be more effective and impactful consultants"
AEM 4050,Farm Credit Fellows - Agricultural Lending,1,Graded,Fall,"AEM 2050, AEM 3020",,,,,,"The Farm Credit Fellows program provides an opportunity for students with a strong interest in agricultural finance to gain a better understanding of the agricultural credit system. Topics covered in this course include the fram credit system and lending practices, as well as agricultural finance"
AEM 4110,Introduction to Econometrics,4,GradeNoAud,Fall,"AEM 2100 and either ECON 3030, AEM 2600 or equivalents",,,,," due to an overlap in content, students will receive credit for only one course in the following group: AEM 4110, AEM 6120, PAM 3100","This course is an introduction to basic econometric principles and the use of statistical techniques to estimate empirical economic models. Multiple regression is introduced and procedures to accommodate data issues and limitations are presented. Topics discussed include simultaneous equations, panel models and limited dependent variable models. Time series approaches are introduced. Students are required to estimate econometric models using provided data sets"
AEM 4120,Computational Methods for Management and Economics,3,Stdnt Opt,Fall,AEM 2100 or equivalent,,,,,,"Course in applied mathematical programming. Emphasizes formulation of and interpretation of solutions to mathematical models of problems in economics and business. Studies blending, resource allocation, capital budgeting, transportation and financial planning, and inventory management. Introduces integer and nonlinear programming"
AEM 4140,Behavioral Economics and Managerial Decisions,3,Graded,Fall,ECON 3030 or PAM 2000,,AEM 6140,,,,"Behavioral economics integrates psychology and economics by identifying systematic anomalies in decision making. These are now recognized to be an important source of error in business decisions, and they provide the foundation for both behavioral marketing and finance. The course compares rational choice theory with behavior both in lecture and through a series of economics experiments in which students face situations that are likely to lead to anomalies such as ""the winner's curse,"" the status quo bias, hyperbolic discounting, and bias in assessing risks. Students have the opportunity to evaluate their own decision making"
AEM 4230,Contemporary Topics in Behavioral Finance,3,GradeNoAud,Fall,"ECON 1110, MATH 1110 or equivalent, AEM 2100 or equivalent, AEM 2240",,,,,,"This course is designed to stimulate critical thinking about contemporary topics that attract regular attention in the press among key finance decision-makers. The course draws on the theory of modern finance to facilitate the understanding of real world issues. The course will cover topics in traditional and behavioral finance; focusing on corporate governance, financial markets, portfolio formation, market efficiency, and fixed income securities"
AEM 4280,Valuation of Capital Investment,4,GradeNoAud,Fall,AEM 1200 and AEM 2240 or equivalents,,,,,,"Focuses on the analysis of financial information-particularly firms' financial reports-for making decisions to invest in businesses. The primary focus is on equity (share) valuation, with some attention given to credit analysis. Examines various valuation models in detail and applies them in cases and projects involving listed companies. Topics include models of shareholder value, discounted cash flow approaches to valuation, the analysis of profitability, growth, and valuation generation in a firm, forecasting earnings and cash flows, proforma analysis for strategy and planning, analysis of risk, and the determination of price/earnings and market-to-book ratios"
AEM 4400,Retail Strategy,3,Graded,Fall,AEM 2420  or equivalent,,,,,,"This course explores the strategies and analytical techniques employed to address both classical and contemporary problems faced by retailers. Case study analysis provides a principal pedagogical approach. Cases come from a broad spectrum of retailing sectors: food, mass, fashion, on-line, international. Project required. Selected retail executives will participate"
AEM 4415,Pre-Engagement with Social Enterprises in Emerging Markets,1.5,Graded,Fall,,,,,,,"The course is designed to prepare students who will be participating in a service-learning experience or field research emerging markets. It is primarily a preparatory course for students who will be participating in Student Multidisciplinary Applied Research Teams (SMART) projects over the winter intersession and the spring semester. Students planning independent research or internships in cross-cultural environment and with social enterprises can also benefit from this course. The course covers inter-cultural competence, case study methods, risk and security abroad, Institutional Review Board (IRB) for human participants, and analytical framework applicable to social enterprises in emerging markets"
AEM 4420,Emerging Markets,3,Graded,Fall,AEM 2400 and PAM 2000 or ECON 3030 or AEM 2600/AEM 2601,,,,,,"Provides a framework for examining the effectiveness of marketing strategies in economies in transition and identifying the challenges and opportunities for firms in low-income economies to access industrial markets. Appraises the risk of entering markets in low-income economies and assesses the political, legal, cultural, and economic forces. Analyzes and discusses case studies of companies"
AEM 4450,Toward a Sustainable Global Food System: Food Policy for Developing Countries,3,Graded,Fall,"6 credits in economics, applied economics, or sociology and 6 credits in nutrition and/or agricultural sciences",,NS 4450,"(SBA-AG, SBA-HE)",,,"Comprehensive presentation and discussion of policy options for a sustainable global food system, with focus on developing countries. Topics include economic policy related to nutrition, health, consumption, production, natural resource management, trade, markets, gender roles, armed conflict, and ethics. A social entrepreneurship approach bases on case studies and active participation by students will be used"
AEM 4460,Food Marketing Colloquium,1,Multi-Term,Fall,,,,,,,"The course focuses on current topics in food marketing and may be supplemented by field trips to food industry firms and other exposure to food industry activities and practitioners. In addition, the course includes preparation for a field study trip during the winter break period"
AEM 4520,Advanced Accounting,3,Graded,Fall,AEM 3360,,NACCT 5520,,,,"Detailed analytical study of special issues and situations in financial accounting. Continuous emphasis is placed on the relationship between theory and practice to reflect the latest professional pronouncements. Highly technical topics related to corporation, partnership, government, and not-for-profit organizations, with a focus on business combinations and the particular accounting challenges that they present"
AEM 4521,Cost Accounting and Management Control,3,Graded,Fall,AEM 3230 or permission of instructor,,NACCT 5521,,,,"Cost Accounting and Management Control is a senior seminar focused on managerial decision making and uses of internal accounting data (i.e., revenue and costs; incentive contracts; forecasts; etc.). You will integrate knowledge acquired in your undergraduate accounting courses with that from other courses, readings from current academic and professional literature, and related articles to sharpen skills related to cost assessment, performance evaluation, and managerial control. This course is designed to explicitly consider the role of uncertainty and other statistical issues when making corporate decisions. For the most part, this course is a ""selected topics"" course; focusing on topics intimately related with managerial decision making"
AEM 4530,Auditing and Assurance,3,Graded,Fall,AEM 3360,,NACCT 5530,,,,"Theory and practice of independent examination of financial statements. Discussion of relationships with clients; working papers, assurance procedures, including evaluations of internal controls, accounting principles, risk assessment, liability, and professional ethics"
AEM 4531,Federal Income Taxation,3,Graded,Fall,AEM 3360,,NBA 5531,,,,"Introductory course in federal income taxation covering structure of present tax law; basis for income tax computations; concepts of gross income, adjusted gross income, deductions, exemptions and credits. The emphasis is on tax questions and problems relating to individuals. Students enrolled in the graduate-level section will be required to do additional tax problems"
AEM 4533,Federal Income Taxation of Low Income Taxpayers,2,Opt NoAud,Fall,AEM 2225 or equivalent,,"AEM 6533, LAW 6533",,,,"This course covers the present structure of tax law in the United States, including the measurement of taxable income, tax compliance fundamentals, and other related Federal and state tax issues facing low-income taxpayers, with some emphasis on immigrant taxpayers. Participants also discuss various tax research and compliance tools that may be used by practitioners and/or volunteer low-income taxpayer assistance programs. Guest lecturers will focus on specific topics such as the rules surrounding ITIN preparation and other tax issues unique to low-income taxpayers"
AEM 4545,International Finance and Macroeconomics,3,Graded,"Fall, Summer","ECON 2300, or ECON 3040, or equivalent. Intermediate econometrics/statistics (e.g., ECON 3120) desirable",,ECON 3545,,,,"This course will examine the determinants of international capital flows and their consequences for growth and volatility. Basic analytical models in international finance, including those related to exchange rate dynamics, will be covered. Emerging market perspectives on these issues will be emphasized, with a particular focus on the economies of China, and India. The course will analyze the challenges created by rising global financial integration for monetary policy, financial regulation and other policies. Students will be required to write an independent research paper"
AEM 4550,Economics of Advertising,3,Graded,"Fall, Spring","AEM 2100, as well as either AEM 2600, ECON 3030 or PAM 2000 and MATH 1110, or equivalents",,,,,,"This is an analytical and quantitative course focusing on advertising strategy. How does advertising affect product demand and competitive responses from rival products? Why and how do consumers respond to advertising? What is their sensitivity to advertising expenditures, if any? Can we measure that sensitivity? These are some of the questions analyzed during this course"
AEM 4570,Corporate Finance,3,GradeNoAud,"Fall, Spring",AEM 2240,,,,,,"This course is designed to advance the understanding of corporate financial decision making. The class will further the corporate finance topics taught in AEM 2240 such cost of capital, capital structure, mergers and acquisitions, and dividend policy. Some topics in international corporate finance topics will also be discussed"
AEM 4580,The Economics and Psychology of Sustainable Business,3,Graded,Fall,AEM 2500,,AEM 6580,,,,"An exploration of both opportunities and pitfalls of sustainable business using tools from both psychology and economics that are combined in the field of behavioral economics. The course will address the following questions: In a regulatory economy, with complex environmental law and technology, how can managers prevent costly environmental penalties, damage to the company reputation, and lawsuits? When if, and how can firms make money by going green? Can firms save money by reducing pollution? Will consumers pay for green? What business strategies have resulted in success and what strategies in failure? For example, has consumer suspicion of ""green-washing"" backfired on companies selling green? Answering these questions requires knowledge of law, economics, and psychology. Graduate students will be assigned additional reading and prepare two papers"
AEM 4620,Advanced Financial Modeling and Analysis,2,Opt NoAud,Fall (weeks 1-7),"AEM 2240 and AEM 2010, plus an upper level finance course (AEM 4670, AEM 4210, AEM 4230, AEM 4260, AEM 4280, AEM 4290, or AEM 4570)",,,,,,"Focuses on issues involving technology and financial markets. It is designed to equip future finance professionals with the knowledge of key finance systems (Bloomberg) skills and technologies. The lectures and labs teach students to apply their theoretical finance knowledge in real-world situations for the purpose of optimizing their future job performance and increase their marketability. Lectures explore topics on the effects of technology on financial markets. The lab component requires students to complete the 30-hour, self-paced Bloomberg certification process"
AEM 4640,Economics of Agricultural Development,3,Stdnt Opt,Fall,ECON 1110 or permission of instructor,,,"(D-AG, SBA-AG)",,,Provides an understanding of the economics of the agricultural sector in low-income countries
AEM 4660,"Market Dynamics, Computer Simulation and Modeling",1.5,Graded,"Fall, Spring (weeks 1-7)","AEM 2225 , AEM 2240 , or equivalents; an upper level financial accounting course will be accepted",,,,,,"Course is required for completing the Dyson Business Minor for Engineers, but is open to all majors. By participating in a business simulation, students get experience applying key business principles, such as finance, accounting, marketing, economics and management in dynamic marketing settings. Participants make team-based and individual decisions based on imperfect information and aggressive time constraints. Through analysis, coaching and facilitation, the experience leads to learning the ways specific business decisions influence firm performance in a dynamic marketplace"
AEM 4670,Investments,3,GradeNoAud,"Fall, Spring",AEM 2240,,,,,,This course is designed to further the understanding of institutional investment management. The course covers key concepts in risk return trade-offs and asset allocation. Students are expected to implement various techniques using real world data. The course also covers select topics in portfolio risk management and current regulatory adjustments
AEM 4700,Dyson Leadership Development Program,1,GradeNoAud,"Fall, Spring",,,,,,,"This capstone course will only be open to students who have completed 75% of the required elements of the Dyson School's Leadership Development Program. The course will provide a structured environment for students to apply lessons they have learned through Program offerings with leadership experiences they have gained over the past two years (e.g., in a student organization)"
AEM 4880,"Global Food, Energy, and Water Nexus – Engage the US, China, and India for Sustainability",3-4,Graded,Fall,,,"ANSC 4880, CHEME 4880, FDSC 4880",,,,"This course is offered by four Departments at Cornell, in collaboration with two Universities in China and one India. Video conferencing will be used to connect classrooms in the three countries in real time. Important issues related to the food, energy, and water nexus and its implications for nutrition security, one health, environmental sustainability, and economic development the US and these two countries will be described. Challenges associated with these issues will be evaluated and strategies to address them will be proposed. Engagement of these countries with each other and the rest of the world will be explored. The course serves as a platform for students from Cornell, China, and India to learn from and interact with each other in the same class, and to share their thinking, creativity, and perspectives on these issues"
AEM 4940,Undergraduate Special Topics in Applied Economics and Management,1,GradeNoAud,"Fall, Spring, Summer",,,,,,,"The department teaches ""trial"" courses under this number. Offerings vary by semester and are advertised by the department before the beginning of the semester"
