Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
ARTH 4696,The Art Market,4,Graded,Summer,,,"AMST 4696, VISST 4696",(LA-AS),,,"This course will examine the history of the art market, from the 16th century to the present. We will study the production, sale and exchange of works of art as well as the patrons, artists and collectors who participate in this economic, social and political form of taste-making and aesthetic valuation. Students will learn about noted patrons of the arts, such as the Medici family in Renaissance Italy, our main focus will be on the creation of a global art market in the twentieth century. Using case studies, sample topics include: patterns of transportation, exchange and trade; the interaction of collectors, critics and curators; the spaces and contexts of display of contemporary collections; auction houses and commercial galleries; and fakes, forgeries, thefts and scandals. Special attention will be paid to considering the contemporary art market (post 1980) and the collecting, exchange and valuation of film, photography, painting, performance and installation art. Global markets for the exchange of art in Asia, Europe, Africa, North America and South America will be highlighted as well as the exhibitions of contemporary art such as the Art Basel, the Cairo Biennale and the Venice Biennale that fuel these markets"
ARTH 6696,The Art Market,4,Graded,Summer,,,AMST 6696,,,,"This course will examine the history of the art market, from the 16th century to the present. We will study the production, sale and exchange of works of art as well as the patrons, artists and collectors who participate in this economic, social and political form of taste-making and aesthetic valuation. Students will learn about noted patrons of the arts, such as the Medici family in Renaissance Italy, our main focus will be on the creation of a global art market in the twentieth century. Using case studies, sample topics include: patterns of transportation, exchange and trade; the interaction of collectors, critics and curators; the spaces and contexts of display of contemporary collections; auction houses and commercial galleries; and fakes, forgeries, thefts and scandals. Special attention will be paid to considering the contemporary art market (post 1980) and the collecting, exchange and valuation of film, photography, painting, performance and installation art. Global markets for the exchange of art in Asia, Europe, Africa, North America and South America will be highlighted as well as the exhibitions of contemporary art such as the Art Basel, the Cairo Biennale and the Venice Biennale that fuel these markets"
ASIAN 3330,Chinese Empire and the Cambodian Experience,3,Stdnt Opt,Winter,,,"CAPS 3434, GOVT 3434",(CA-AS),(GB),,"This course examines the relationship between China Cambodia, going back a thousand years, but focusing primarily on two countries' differing experiences with colonialism, the Cold War, and the politics of the present day. It also traces the bilateral relationship between China and Cambodia, paying special attention on the Khmer Rouge era (1975-1979). The course assumes no prior knowledge of China or Cambodia, although it would be a good idea for students to do some reading in advance of the class. We will combine lectures, discussions and field research, culminating with a final exam at the end of the course. Most of the lectures and discussions will take place at Wat Damnak in Siem Reap, with field trips to Angkor, Phnom Penh, Phnom Kulen, Anlong Veng, and Kampong Chhnang"
BIOEE 2640,Tropical Field Ornithology,3,Stdnt Opt,Winter,,,,(PBS),,,"Provides students with the opportunity to study birds intensively in a neotropical environment. Students learn observational and field techniques, participate in group research projects and in daily seminars. See the website for more information. "
BIOMS 1310,"Parasites as Literary Protagonists - Mind Control, Emasculation, and Egg Sacks",1,Graded,"Winter, summer",,,,,,,"This course will introduce students to the world of pathogens, mainly parasitic animals, affecting host behavior. Various works of science fiction, horror, fantasy, and thrillers, will be drawn from to introduce the subject of host manipulation and control. Discussed will be parasites modifying host behaviors to: protect themselves, change their host's attractiveness to a mate, make the host more attractive to predators, make the host easier to catch by predators, fooling the host into taking care of the parasite's young instead of its own, changing the gender of the host to make it the appropriate parent for its young, etc. Scientific examples of the manipulations used in literature will be presented in relation to the stories presented"
BIOMS 1311,Paleoparasitology of Egypt and North Africa,1,Graded,"Winter, summer",,,,,,,"This course serves an introduction to paleoparasitology. This branch of science began more than 100 years ago with the discovery of the eggs of the human blood fluke, a schistosome, in histologic sections of tissues from organs of Egyptian mummies. The work expanded in modern times as it became associated both with archaeology and paleoanthropology. Much of the research today utilizes minimally invasive methods to examine ancient remains and is aided greatly by new molecular approaches. The course will examine the different methodologies and findings that have been unearthed in Ancient Egypt and north Africa in natural and manmade mummified remains of humans and animals and through the careful examination of different archaeological sites"
CAPS 3434,Chinese Empire and the Cambodian Experience,3,Stdnt Opt,Winter,,,"ASIAN 3330, GOVT 3434",(CA-AS),(GB),,"This course examines the relationship between China Cambodia, going back a thousand years, but focusing primarily on two countries' differing experiences with colonialism, the Cold War, and the politics of the present day. It also traces the bilateral relationship between China and Cambodia, paying special attention on the Khmer Rouge era (1975-1979). The course assumes no prior knowledge of China or Cambodia, although it would be a good idea for students to do some reading in advance of the class. We will combine lectures, discussions and field research, culminating with a final exam at the end of the course. Most of the lectures and discussions will take place at Wat Damnak in Siem Reap, with field trips to Angkor, Phnom Penh, Phnom Kulen, Anlong Veng, and Kampong Chhnang"
CEE 5071,Professional Experience in Structural Mechanics,3,Graded,,,,,,,,"A comprehensive professional experience, involving: a real-world problem, an industry adviser, integrating technical course work, and resulting in a final written report. Representative themes for the practice experience include: forensic engineering studies and failure investigations; design of signature buildings or bridges; structural condition assessment and prognosis studies; etc"
CLASS 2604,Greek Mythology,3,Stdnt Opt,"Fall, winter, summer",,,,(LA-AS),(HB),,"Survey of the Greek myths, with emphasis on the content and significance of the myths in Mediterranean society, including the place of myth in Greek life and consciousness; the factors and influences involved in the creation of myths; and the use of myths for our understanding of Greek literature, religion, and moral and political concepts"
COMM 3030,Organizational Writing,3,Graded,"Fall, winter, spring",one college-level writing course,,,,,,"Students write from the point of view of various organizations, including businesses, government agencies, and nonprofit organizations. This course emphasizes appropriate representation of the writer's organization, audience analysis, and clear and effective written presentation of detailed content. Assignments include text for web sites, reports, proposals, memoranda, letters, and e-mail"
CS 1610,Computing in the Arts,3,Stdnt Opt,Spring,good comfort level with computers and some of the arts recommended,,"MUSIC 1465, PMA 1640, PSYCH 1650",(LA-AS),,,"Over the centuries, artists in a wide variety of media have employed many approaches to the creative process, ranging from the philosophical to the mechanical to the virtual. This course unravels some of the mysteries going on inside software used for art and music. It looks at ways of breaking things apart and sampling and ways of putting things together and resynthesizing, and explores ideas for creation. This course does not teach software packages for creating art and music. The course complements ART 2701 and MUSIC 1421"
EAS 1109,Dinosaurs,1,Stdnt Opt,"Fall, winter, spring, summer",,,,,,,Introductory survey course for anyone interested in dinosaurs. Lectures examine the fossil evidence and illustrate how various geological and biological disciplines contribute to understanding dinosaurs and their world
ECON 1110,Introductory Microeconomics,3,Stdnt Opt,"Fall, winter, spring, summer",,,,(SBA-AS),,"with regard to overlaps between ECON 1110, ECON 3010, and ECON 3030, please refer to the Economics section for details. In addition, students may not receive credit for both ECON 1110 and HADM 1410","Explanation and evaluation of how the price system operates in determining what goods are produced, how goods are produced, who receives income, and how the price system is modified and influenced by private organizations and government policy"
ECON 1120,Introductory Macroeconomics,3,Stdnt Opt,"Fall, winter, spring, summer",,,,(SBA-AS),,"with regard to overlaps between ECON 1120, ECON 3020, and ECON 3040, please refer to the Economics section for details","Analysis of aggregate economic activity in relation to the level, stability, and growth of national income. Topics may include the determination and effects of unemployment, inflation, balance of payments, deficits, and economic development, and how these may be influenced by monetary, fiscal, and other policies"
ENGL 4811,Advanced Narrative Writing,4,Stdnt Opt,Spring,"permission of instructor based on submission of a manuscript (bring manuscript to first day of class, or submit via email, depending upon instructor's preference). Prior completion of a section of ENGL 3820 or ENGL 3830 is strongly recommended",,,(LA-AS),,,"This course is intended for narrative writing students who have completed ENGL 3820 or ENGL 3830 and wish to refine their writing. It may include significant reading and discussion of readings, advanced explorations of form and technique, completion of writing assignments and prompts, and peer review of student work. In addition to the instructor's assigned writing requirements, students may work on longer-form narrative writing projects"
ENGRC 3500,Engineering Communications,3,Graded,"Fall, spring",two first-year writing seminars and affiliation with a major,,,(CE),,,"Prepares students for important communication activities. They communicate using various types of documents (e.g., emails, memos, problem analyses, proposals, progress reports), give oral presentations, and incorporate graphics in their oral and written work. Students learn how to communicate specialized information to different audiences (e.g., technical and nontechnical audiences, colleagues and clients, peers and supervisors, and in-house departments), work in teams, and address organizational and ethical issues. The course material is drawn from professional contexts, principally engineering, and it generates lively discussion. The class size ensures close attention to each student's work"
GOVT 3141,Prisons,4,Stdnt Opt,"Spring, winter, summer",,,AMST 3141,(SBA-AS),,,"The United States stands alone among Western, industrialized countries with its persistent, high rates of incarceration, long sentences, and continued use of the death penalty. This ""American exceptionalism"" -- the turn to mass incarceration -- has been fostered by the use of sharply-delineated categories that define vast numbers of people as outlaws and others as law-abiding. These categories that are based on ideas of personal responsibility and assumptions about race are modified somewhat by a liberal commitment to human rights.   Our purpose in this course is to understand how such ideas have taken root and to locate the consequences of these ideas for policy and practice. "
GOVT 3434,Chinese Empire and the Cambodian Experience,3,Stdnt Opt,Winter,,,"ASIAN 3330, CAPS 3434",(CA-AS),(GB),,"This course examines the relationship between China Cambodia, going back a thousand years, but focusing primarily on two countries' differing experiences with colonialism, the Cold War, and the politics of the present day. It also traces the bilateral relationship between China and Cambodia, paying special attention on the Khmer Rouge era (1975-1979). The course assumes no prior knowledge of China or Cambodia, although it would be a good idea for students to do some reading in advance of the class. We will combine lectures, discussions and field research, culminating with a final exam at the end of the course. Most of the lectures and discussions will take place at Wat Damnak in Siem Reap, with field trips to Angkor, Phnom Penh, Phnom Kulen, Anlong Veng, and Kampong Chhnang"
GOVT 6021,Poverty & Social Policy,4,Graded,Fall,,,,,,,"Poverty is an enduring phenomenon that baffles policymakers and confounds those who would offer simple solutions. This course explores the causes of poverty in the United States and analyzes the various policy strategies meant to address it. The first part of the course will assess the economic, social, and cultural theories that scholars have offered as explanations of persistent poverty while the second segment will examine specific policies related to welfare, labor markets, urban neighborhoods, family structure and the criminal justice system. Through all this, we will foreground the consequences of policy for the well-being of the poor and the role that the poor themselves play in shaping and responding to policy environments"
HADM 3135,Conversations with Entrepreneurs,2,S/U NoAud,"Fall, winter, spring, summer (fall & spring weeks 8-14)",,,HADM 6135,,,,"This course is intended to add value to the journey of students who have entrepreneurial aspirations. Guest speakers of a variety of backgrounds share their own entrepreneurial stories to highlight the challenges and benefits of entrepreneurship. The course illustrates the importance of the entrepreneurial mind and entrepreneurial thinking for professional career development for both students who plan to pursue a career in corporations or start their own ventures. The objectives of the course are achieved through a combination of networking activities, entrepreneurial pitching activities, alumni interviews, reflective assignments, entrepreneurial career planning assignments, and an entrepreneurial journey project"
HADM 4990,Undergraduate Independent Study,2,Opt NoAud,"Fall, spring",,,,,,,"Students have the option of conducting an independent study project in any academic area. The number of credits for which students may register are arranged on an individual basis. Note: Students commit themselves to a certain number of credits of independent academic work per week per credit hour if they choose to do an independent study project, and the work must be performed in the semester for which the student is enrolled in the independent study. The usual add/drop policy applies, and retroactive credit for work commenced after an academic semester has ended is not allowed. Projects are conducted under the direction of a faculty member, and regular, frequent consultations are mandatory. Also, a written report must be produced and made available to all faculty members and students of the school after its submission to the supervising faculty member. Up to 3 credits for independent study projects may not count toward the SHA elective requirements. Any over 3 credits will be free electives only. Students cannot earn academic credit for independent study when the equivalent material is offered in a regular course, and credit is not earned for teaching a course. Students should consider all aspects of their situation before committing themselves to an independent study project. Enrollment forms are available in the Office of Student Services, 180 Statler Hall"
HADM 6135,Conversations with Entrepreneurs,2,S/U NoAud,"Fall, winter, spring, summer (fall & spring weeks 8-14)",,,HADM 3135,,,,"This course is intended to add value to the journey of students who have entrepreneurial aspirations. Guest speakers of a variety of backgrounds share their own entrepreneurial stories to highlight the challenges and benefits of entrepreneurship. The course illustrates the importance of the entrepreneurial mind and entrepreneurial thinking for professional career development for both students who plan to pursue a career in corporations or start their own ventures. The objectives of the course are achieved through a combination of networking activities, entrepreneurial pitching activities, alumni interviews, reflective assignments, entrepreneurial career planning assignments, and an entrepreneurial journey project"
HD 2600,Introduction to Personality,3,Stdnt Opt,Fall,,,PSYCH 2750,,,,"A shared assumption among personality psychologists is that each person possesses a personality--i.e., characteristic ways of thinking, feeling, and behaving--that uniquely distinguishes him or her from other people. Each individual's personality is the culmination of his or her genetic makeup, biology, early life experiences, learning and culture. In this undergraduate-level course, we will review the major theories and research paradigms (e.g., trait, biological, cognitive) of modern-day personality psychology. The course will emphasize contemporary research, theory, and methodology, as well as provide a review of historical accounts that have significantly contributed to current conceptualizations"
ILRHR 2600,Human Resource Management,3,GradeNoAud,"Fall, spring, summer",,,,,,,"Intended to introduce students to the field of human resource management (HRM). Students learn theories and applications involved in effectively managing people in organizations. In addition, this course covers current topics in HRM that have resulted from environmental and organizational challenges (e.g., technology, globalization, legislation, restructuring, work/life balance, changing labor markets). Emphasis is placed on developing relevant problem-solving and critical-thinking skills, as the basic concepts of HRM and the skills developed in this course are applicable to all types of organizations and jobs in which students will eventually work"
ILRLR 4023,Disability and Employment Policy,2,GradeNoAud,Spring (weeks 1-7),,,,,,,"Provides an overview of a range of public policies regarding the employment of people with disabilities. Students are introduced to the historical development of disability public policy and to contemporary practices in implementing these policies at the state and organizational levels. Students explore the multiple areas of public policy relevant to persons with disabilities, including veterans legislation, worker's compensation, vocational rehabilitation, workforce development, social insurance, and civil rights legislation such as the Americans with Disabilities Act (ADA). Throughout the class, students will consider the relationship between disability employment policy and larger social and political developments. Students also will analyze how public policies have developed in practice, bridging the divides between policy as written, policy as implemented, and policy as practiced"
ILRST 2100,Introductory Statistics,4,GradeNoAud,"Fall, winter, spring, summer",introductory algebra,,STSCI 2100,,,"Students may receive credit for only one course in the following group: AEM 2100, ENGRD 2700, HADM 2010, ILRST 2100/STSCI 2100, MATH 1710, PAM 2100, PAM 2101, PSYCH 3500, SOC 3010, STSCI 2150","Statistics is about understanding the world through data. We are surrounded by data, so there is a lot to understand. Covers data exploration and display, data gathering methods, probability, and statistical inference methods through contingency tables and linear regression. The emphasis is on thinking scientifically, understanding what is commonly done with data (and doing some of it for yourself), and laying a foundation for further study. Students learn to use statistical software and simulation tools to discover fundamental results. They use computers regularly; the test includes both multimedia materials and a software package. This course does not focus on data from any particular discipline, but will use real-world examples from a wide variety of disciplines and current events"
MUSIC 1465,Computing in the Arts,3,Stdnt Opt,Spring,,,"CS 1610, PMA 1640, PSYCH 1650",(LA-AS),,,"Over the centuries, artists in a wide variety of media have employed many approaches to the creative process, ranging from the philosophical to the mechanical to the virtual. This course unravels some of the mysteries going on inside software used for art and music. It looks at ways of breaking things apart and sampling and ways of putting things together and resynthesizing, and explores ideas for creation. This course does not teach software packages for creating art and music. The course complements ART 2701 and MUSIC 1421"
NS 1150,"Nutrition, Health, and Society",3,Stdnt Opt,"Fall, winter, summer",,,,,,,"Discusses the facts and fallacies concerning the role that nutrition, exercise, and other health behaviors play in preventing disease, maintaining good health, and maximizing athletic performance. Emphasis is on understanding the biological mechanisms through which good nutrition and regular exercise affect psychological and physical health"
ORIE 3150,Financial and Managerial Accounting,4,Graded,"Fall, winter, summer",,,,,,,"Covers principles of accounting, financial reports, financial-transactions analysis, financial-statement analysis, budgeting, job order and process-cost systems, standard costing and variance analysis, and economic analysis of short-term decisions"
PLBIO 2400,Green World/Blue Planet,3,Stdnt Opt,"Spring, summer (six-week session)",,,,(CA),,,"Focuses on helping individuals understand how scientific information relates to the issues they face as citizens, in management decision making, and in public policy. To what extent should genetic engineering of crop plants be permitted? Should we place limits on fossil fuel consumption as a means of limiting global warming and global climate change? Must human endeavors be restricted in certain areas to maintain diversity? The format of this course is interactive, with lectures and discussions about how we as a society deal with controversial issues"
PMA 1640,Computing in the Arts,3,Stdnt Opt,Spring,good comfort level with computers and some of the arts recommended,,"CS 1610, MUSIC 1465, PSYCH 1650",(LA-AS),,,"Over the centuries, artists in a wide variety of media have employed many approaches to the creative process, ranging from the philosophical to the mechanical to the virtual. This course unravels some of the mysteries going on inside software used for art and music. It looks at ways of breaking things apart and sampling and ways of putting things together and resynthesizing, and explores ideas for creation. This course does not teach software packages for creating art and music. The course complements ART 2701 and MUSIC 1421"
PSYCH 1650,Computing in the Arts,3,Stdnt Opt,Spring,,,"CS 1610, MUSIC 1465, PMA 1640",(LA-AS),,,"Over the centuries, artists in a wide variety of media have employed many approaches to the creative process, ranging from the philosophical to the mechanical to the virtual. This course unravels some of the mysteries going on inside software used for art and music. It looks at ways of breaking things apart and sampling and ways of putting things together and resynthesizing, and explores ideas for creation. This course does not teach software packages for creating art and music. The course complements ART 2701 and MUSIC 1421"
PSYCH 2750,Introduction to Personality,3,Stdnt Opt,Fall,,,HD 2600,(SBA-AS),,,"A shared assumption among personality psychologists is that each person possesses a personality--i.e., characteristic ways of thinking, feeling, and behaving--that uniquely distinguishes him or her from other people. Each individual's personality is the culmination of his or her genetic makeup, biology, early life experiences, learning and culture. In this undergraduate-level course, we will review the major theories and research paradigms (e.g., trait, biological, cognitive) of modern-day personality psychology. The course will emphasize contemporary research, theory, and methodology, as well as provide a review of historical accounts that have significantly contributed to current conceptualizations"
PSYCH 3800,Social Cognition,3,Stdnt Opt,"Fall, winter",At least one psychology course,,,(SBA-AS),,,"What are the causes and consequences of our own and other's judgments, feelings, attitudes, and behaviors? This course introduces students to social cognition, which is a research perspective that uses both cognitive and social psychological theories and methodologies to explain such social phenomena"
SOC 1101,Introduction to Sociology,3,Stdnt Opt,"Fall, spring, summer",,,,(SBA-AS),,Students may not receive credit for both SOC 1101 and DSOC 1101,"This course introduces classical and contemporary sociological perspectives.  We will begin by considering (mainly classical) perspectives which focus on macro-level features of society (e.g., population, the economy) and the sweeping changes that have occurred within them over the past couple of centuries.  Particular attention will be paid to changes in social cohesion, the division of labor, the spatial organization of society, and technology. These theories, which are covered in the first two segments of the course, provide some insight into where society is going and what challenges have emerged along the way.  In the third segment of the course, we will look more closely at the role of individuals and everyday interaction in the genesis of social phenomena.  We will explore theories about what motivates individuals' social behavior, the role of rationality and emotion, how the micromechanics of interpersonal contact can shape larger society, and the subtle links between biological and social processes.  In the final segment of the course, we will explore complex webs that emerge through social actors' connections to each other, and how these network structures have been shaped by the various processes that were examined during the semester"
STSCI 2100,Introductory Statistics,4,GradeNoAud,"Fall, spring, summer",,,ILRST 2100,(MQR),,"Students may receive credit for only one course in the following group: AEM 2100, BTRY 3010, BTRY 6010, ENGRD 2700, HADM 2010, ILRST 2100, ILRST 6100, MATH 1710, NTRES 3130, PAM 2100, PAM 2101, PSYCH 3500, SOC 3010, STSCI 2100, STSCI 2200, STSCI 2150","Statistics is about understanding the world through data. We are surrounded by data, so there is a lot to understand. Covers data exploration and display, data gathering methods, probability, and statistical inference methods through contingency tables and linear regression. The emphasis is on thinking scientifically, understanding what is commonly done with data (and doing some of it for yourself), and laying a foundation for further study. Students learn to use statistical software and simulation tools to discover fundamental results. They use computers regularly; the test includes both multimedia materials and a software package. This course does not focus on data from any particular discipline, but will use real-world examples from a wide variety of disciplines and current events"
VISST 4696,The Art Market,4,Graded,Summer,,,"AMST 4696, ARTH 4696",(LA-AS),,,"This course will examine the history of the art market, from the 16th century to the present. We will study the production, sale and exchange of works of art as well as the patrons, artists and collectors who participate in this economic, social and political form of taste-making and aesthetic valuation. Students will learn about noted patrons of the arts, such as the Medici family in Renaissance Italy, our main focus will be on the creation of a global art market in the twentieth century. Using case studies, sample topics include: patterns of transportation, exchange and trade; the interaction of collectors, critics and curators; the spaces and contexts of display of contemporary collections; auction houses and commercial galleries; and fakes, forgeries, thefts and scandals. Special attention will be paid to considering the contemporary art market (post 1980) and the collecting, exchange and valuation of film, photography, painting, performance and installation art. Global markets for the exchange of art in Asia, Europe, Africa, North America and South America will be highlighted as well as the exhibitions of contemporary art such as the Art Basel, the Cairo Biennale and the Venice Biennale that fuel these markets"
