Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
AEM 2210,Financial Accounting,3,GradeNoAud,"Fall, winter, spring, summer",,,,,,"s: due to an overlap in content, students will receive credit for only one course in the following group: AEM 2210, AEM 2225, HADM 1210, HADM 2230","Comprehensive introduction to financial accounting concepts and techniques, intended to provide a basic understanding of the accounting cycle, elements of financial statements, underlying theory of GAAP, and financial statement interpretation. Topics include methods of recording inventory, receivables, depreciation, bonds, and equity. Requires two evening prelims and a comprehensive final; weekly homework assignments"
AEM 2225,Financial Accounting For Dyson Majors,4,GradeNoAud,Fall,,,,,,"due to an overlap in content, students will receive credit for only one course in the following group: AEM 2210, AEM 2225, HADM 1210, HADM 2230","Comprehensive introduction to financial accounting concepts and techniques for the Dyson Major, intended to provide a basic understanding of the accounting cycle, elements of financial statements, underlying theory of GAAP, and financial statement interpretation. Topics include methods of recording inventory, receivables, depreciation, bonds, and equity. Includes a Computerized Accounting Module. Requires two evening prelims and a comprehensive final; weekly homework assignments"
AEM 2241,Finance,3,GradeNoAud,"Fall, spring","AEM 2100, AEM 1200, and AEM 2210, or equivalents",,,,,"Students may receive credit for only one course in the following group: AEM 2240, AEM 2241, HADM 2220, HADM 2250, NCC 5560","This course is a survey of topics in finance. It focuses on the mathematics of finance, valuation, the economics of managerial decisions, corporate financial policy, risk management, investments, and personal finance"
AEM 2350,Introduction To The Economics Of Development,3,Stdnt Opt,"Fall, summer","ECON 1110, ECON 1120",,,(SBA-AG),,,This course is intended as an introduction to the economics of low income countries. It focuses on the policies and constraints to promoting growth and development
AEM 2400,Marketing,3,Stdnt Opt,"Fall, winter, spring, summer",,,,,,AEM 2420,"Provides a broad introduction to the fundamentals of marketing. Explores the components of an organization's strategic marketing program, including how to price, promote, and distribute goods and services. Industry guest lectures and current marketing applications from various companies are presented and analyzed"
AEM 2500,Environmental and Resource Economics,3,Stdnt Opt,Fall,ECON 1110,,,(SBA-AG),,AEM 1500,"Introduces fundamental economic principles and the ""economic approach"" to policy issues, and demonstrates how these concepts underpin contemporary environmental and natural resource issues and policy solutions. Subjects include valuation, benefit-cost analysis, policy design, property rights, and ecological economics. Uses these tools to explore major current policy issues such as economic incentives in environmental policy, air and water pollution, depletion of renewable and nonrenewable resources, and global warming. Two evening exams and three out of class labs"
AEM 2550,Corporate Sustainability: Business in a Resource-Constrained World,1.5,Stdnt Opt,Fall (weeks 8-14),,,,,,,"This course is intended to introduce students to the topic of corporate sustainability and to the risks and opportunities faced by large corporations operating in a resource-constrained world, with a particular focus on the financial  services industry. The course will illustrate the principles of corporate sustainability while highlighting the practical challenges faced by practitioners in large corporate entities today, and will seek to develop in students the ability to recognize and assess sustainability risks and opportunities in the business world. Topics to be covered include: environmental and social impacts of corporate activity; environmental and social risk management; stakeholder engagement and the influence of civil society on corporate behavior; industry responses to sustainability challenges; business opportunities created by resource limitations; environmental finance and impact investing"
AEM 2600,Managerial Economics I,4,Graded,Fall,"ECON 1110, MATH 1106 or MATH 1110",,,,,,"This course covers microeconomic principles that inform managerial decisions in firms and organizations. The course will touch on how these principles apply to the Dyson School research foci of management, agribusiness, environmental sustainability, and emerging markets"
AEM 2700,Management Communication,3,Graded,"Fall, spring, summer",,,,,, COMM 2010,"Management Communication is intended to help you think strategically about communication and aid you in improving your writing, presentation, and interpersonal communication skills as a future manager. We will look at a set of ""best practices"" or guidelines that have been derived from both research and experience, give you the opportunity to put those guidelines into practice, and provide you with feedback on your work to help you strengthen your abilities. More often than not, we will be using a workshop format that will rely heavily on discussion and in-class exercises"
AEM 2800,Hot Economic Issues in the News Today,1.5,Stdnt Opt,Fall (weeks 1-7),,,,(SBA-AG),,,"This course focuses on applying the basic macroeconomic model learned in Introduction to Macroeconomics to current issues of national and political importance. Examples of topics include income distribution, the appropriate size of government, who should be taxed and how much, should we be worried about the national debt and others"
AEM 3020,Farm Business Management,4,Graded,Fall,,,,,,,"Intensive study of planning, directing, organizing, and controlling a farm business, with emphasis on the tools of managerial analysis and decision making. Topics include financial statements, business analysis, budgeting, and acquisition, organization, and management of capital, labor, land, buildings, and machinery"
AEM 3030,Explorations in Analytic Modeling,1.5,GradeNoAud,Fall,AEM 2010,,,,,,"Explorations in Analytic Modeling will be developed as a deeper exploration and model based approach to quantitative decision making within a spreadsheet platform. Applied decision making using primarily Microsoft Excel as a business analytics tool will focus on using applied cases requiring various financial and other models. As the course explores models, emphasis will be placed on the exploration and application of the tool to enhance decision making and improve outcomes. This data-driven course will move the student into the most complex functionality available in the Excel platform. Key topics will include: data management, data visualization, financial modeling, forecasting, optimization, pivot tables, and simulation. The course will also employ macro recording with introductory visual basic for applications programming"
AEM 3050,Management of Banking Companies,1,Graded,Fall (weeks 1-7),ECON 1110 or ECON 1120,,,,,,"Survey of banking industry and its management challenges, with particular attention to the financial crisis and implications for the future. Includes history and regulation of banking, understanding bank financial statements, management and oversight of industry, importance of capital, and the unique role of banks in society. Emphasis on current events. Includes a book report and a team research presentation"
AEM 3200,Business Law I,3,Opt NoAud,Fall,,,,,,,"Examines legal problems of particular interest to persons who expect to engage in business. Emphasizes the law of contracts, sales, agency, and property"
AEM 3220,Digital Business Strategy,3,Graded,Fall,AEM 2200 or equivalent and ECON 1110,,,,,,"Explores the impact of new technologies on business processes and industries. Focuses particularly on the effects of information and communication technologies (ICT). The objective is to understand the nature of information as an economic good, business opportunities and challenges created by ICT, and organizational constraints involved in exploiting these opportunities"
AEM 3245,Organizational Behavior,3,Graded,Fall,AEM 1200 OR AEM 2200 OR equivalent,,AEM 6245,,,"ILROB 1220, ILROB 5200 and HADM 1150","This course examines evidence-based principles of individual and group behavior in relation to leadership and management. Topics include the nature and design of groups, the factors that improve team performance, and the importance of skills including dispute resolution, persuasion, and negotiations, Assignments provide opportunities for the engagement and application of analytical skills relating to real-world organizations"
AEM 3249,Entrepreneurial Marketing and Strategy,3,Stdnt Opt,Fall,,,,,,,"The course is focused on the tools and frameworks that assist a startup entrepreneur in exploring the feasibility of a new idea. After establishing an understanding of the funding process for new ventures, students will learn about and practice market research techniques involving both formal (survey, focus group) and informal (expert interviews, social media) ways to understand the adoption behavior and urgent needs/wants of prospective customers. In addition, participants will learn how to take findings from market research to formulate business models and strategies. In the final seven weeks of the course, students will participate in teams using a computer platform that simulates running a startup in a team setting"
AEM 3250,Business Planning Process for New Ventures,4,Graded,"Fall, spring",AEM 2210 or the equivalent,,,,,,"This course exposes students to the business planning process for new ventures, which involves intense teamwork and an in-depth analysis of business opportunities. It is focused on methods, frameworks and learning outcomes that are relevant to a variety of industries, including, but not exclusive to the health professions, life science companies and academia. Students work in teams with individuals of similar interest to choose an innovative idea to explore in a semester-long project. Groups of 4-5 students meet independently as well as with the instructor weekly, and the majority of the work for the project is performed outside the classroom setting. The final project is a written business plan and accompanying oral presentation or ""pitch."""
AEM 3270,Marketing-Operations Simulation,2,Sat/Unsat,Fall (weeks 1-7),AEM 2210 or permission of instructor. Preferred prerequisites: AEM 2400 or AEM 2420 and AEM 2480,,,,,,"Teams of students operate retail food companies and compete in a computerized simulation of a dynamic and competitive market. Teams develop strategy and make decisions regarding promotional tactics, pricing, labor, procurement, inventory, capital expenditures, dept structure and financing. Results are tracked through the use of financial statements - balance sheets, profit and loss, and cash flow. The team that creates the most equity is declared the winner of the simulation"
AEM 3320,Leadership and Management in Sports,3,Graded,Fall,,,AEM 6325,,,,"This course draws upon the study of sports for the purpose of understanding and studying evidence-based principles of individual and organizational behavior. Topics include the nature of motivation, momentum, and coaching as well as the challenges of talent identification, team-level coordination, and strategy development. Assignments provide opportunities for the development and application of analytic skills relating to leadership and management"
AEM 3340,"Women, Leadership, and Entrepreneurship",1,Stdnt Opt,Fall (weeks 1-7),,,,,,,"Seminar that uses lectures, guest panels, and readings to focus on issues facing women (and their partners) in their business careers. Topics include status of women in business leadership, pathways and strategies for leadership development, family/life balance issues, gender issues in the workplace, and resources for emerging leaders"
AEM 3360,Intermediate Accounting I,3,Graded,Fall,AEM 2210 and AEM 3230,,,,,,"AEM 3360 is the first of a series of two courses in intermediate accounting. This is a one-semester course for students in the accounting major and finance concentrations. This course is an important prerequisite for students intending to pursue a graduate degree in accounting. The course focuses on 1) the accounting process, 2) the conceptual framework underlying financial accounting, 3) the primary financial statements, and 4) the measurement and reporting of assets, liabilities, and shareholders' equity. Specific topics include an overview of generally accepted accounting principles, financial statements and ratios, cash and cash equivalents, accounts receivable, inventories, operating assets, current and long-term liabilities, and stockholders' equity"
AEM 3380,"Social Entrepreneurs, Innovators, and Problem Solvers",4,Stdnt Opt,"Fall, summer",,,,(SBA-AG),,,"Introduces students to the social entrepreneurs, innovators, and visionaries who are creating new strategies for solving society's problems. The course highlights innovative case studies of success in restoring the environment, resolving conflicts, curing diseases, overcoming poverty, and addressing other problems of social injustice. At the end of the course, each student develops an original blueprint for social innovation: a creative proposal for solving a societal problem"
AEM 3385,Social Entrepreneurship Practicum: Anabel's Grocery,3,Opt NoAud,Fall,Acceptance to the Anabel's Grocery Team,,,,,,"A seminar course with a practicum in management and operation of a campus-based, student-led social enterprise, Anabel's Grocery. Anabel's Grocery is a nonprofit project of the Center for Transformative Action that addresses food insecurity at Cornell by providing fresh, nutritious and affordable food, as well as educational programs on healthy and nutritious eating"
AEM 3388,The Asian Century: The Rise of China and India,4,GradeNoAud,Fall,,,"ASIAN 3380, ASIAN 6680, CAPS 3387, GOVT 3384, GOVT 6384, ILRIC 3380, ILRIC 5380",,,,"The course will be thoroughly comparative in order to highlight both the specificity of each country as well as more generalizable dynamics of 21st century development. It will be divided into a number of inter-related modules. After a framing lecture, we will briefly cover the two countries' distinct experiences with colonialism and centralized planning. Then we will move on to dynamics of growth, which will seek to explain the relative success of China in the era of market reforms. In analyzing political consequences, we will assess how new forms of cooperation and conflict have emerged. This will involve attention to both internal dynamics as well as how rapid development has seen an increasing accumulation of political power in the East. It goes without saying that accelerating growth has led to huge social change, resulting in profound reorganizations of Chinese and Indian society. Finally, the course will conclude by returning to our original question – is this indeed The Asian Century? What does the rise of China and India mean for the rest of the world, and how are these two giant nations likely to develop in the future?"
AEM 3430,Principles of Supply Chain Management,3,Graded,Fall,"AEM 1200/AEM 2200, AEM 2100 or equivalent Intro Stats course, AEM 2210/AEM 2225, and ECON 1110, or permission of instructor",,,,,,"Supply chains are essential to how most businesses provide products and services to their customers, and supply chain management (SCM) involves decisions about assets, products, information and funds. This course provides an overview of key supply chain management concepts using the Supply Chain Operations Reference (SCOR) framework that includes planning, supplier evaluation and selection, production and service provision processes, delivery and returns. The focus is on concepts and tools to improve supply chain decision making. Students will integrate knowledge from these different areas of SCM and other functional areas of business in a case analysis project"
AEM 3440,Consumer Behavior,3,Stdnt Opt,Fall,,,AEM 6440,,,,"Develops a useful, conceptual understanding of the problem and strategies associated with the psychology behind consumer behavior. In doing so, the course provides frameworks that enable students to address these issues responsibly, systematically, and creatively"
AEM 3547,"America, Business and International Political Economy",4,Graded,Fall,,,"DSOC 3547, GOVT 3547, ILRIC 3547",,,,"Do you want to learn the discussion-based case method as taught at the Harvard Business School? Do you want to learn how to write a long research paper? Do you not want to take a final examination? If you answer these questions affirmatively, this course may be for you. We are told often that American primacy is in decline and that other powers are rising. What does this mean when we examine the experience of Government and Business in different countries around the world?  Is the international political economy a hydraulic system in which some units rise and others fall? Are the dynamics of the international political economy all pointing in one direction? Or are they marked by cross-currents?  This course seeks answers to these questions by teaching the basics of macro-economics, examining a range of powerful states (among others China, India, Russia and Japan) and persisting issues (financial globalization and foreign investment; oil and OPEC; trade and aid) as they play themselves out in different countries (such as Malaysia, Korea; Saudi Arabia, Nigeria; Mexico, Brazil, Uganda, Indonesia)"
AEM 4020,Food and Brand Lab Workshop I,3,Graded,Fall,,,,,,,"The purpose of the Food and Brand Lab Workshop is to provide students with an opportunity to develop an advanced understanding of consumers by involving them in collaborative, theory-based research related to food. This course is focused on asking and answering the ""why"" questions behind consumer behavior"
AEM 4110,Introduction to Econometrics,3,Opt NoAud,Fall,"AEM 2100 and either ECON 3030, AEM 2600 or equivalents",,,,,AEM 6120 and PAM 3100,"This course is an introduction to basic econometric principles and the use of statistical techniques to estimate empirical economic models. Multiple regression is introduced and procedures to accommodate data issues and limitations are presented. Topics discussed include simultaneous equations, panel models and limited dependent variable models. Time series approaches are introduced. Students are required to estimate econometric models using provided data sets"
AEM 4120,Computational Methods for Management and Economics,3,Stdnt Opt,Fall,AEM 2100 or equivalent,,,,,,"Course in applied mathematical programming. Emphasizes formulation of and interpretation of solutions to mathematical models of problems in economics and business. Studies blending, resource allocation, capital budgeting, transportation and financial planning, and inventory management. Introduces integer and nonlinear programming"
AEM 4140,Behavioral Economics and Managerial Decisions,3,Graded,Fall,ECON 3030 or PAM 2000,,AEM 6140,,,,"Behavioral economics integrates psychology and economics by identifying systematic anomalies in decision making. These are now recognized to be an important source of error in business decisions, and they provide the foundation for both behavioral marketing and finance. The course compares rational choice theory with behavior both in lecture and through a series of economics experiments in which students face situations that are likely to lead to anomalies such as ""the winner's curse,"" the status quo bias, hyperbolic discounting, and bias in assessing risks. Students have the opportunity to evaluate their own decision making"
AEM 4150,Price Analysis,3,Graded,Fall (not offered every year),"AEM 2100 or equivalent; and ECON 3030, PAM 2000, AEM 2600/AEM 2601 or equivalent",,,,,,"Focuses on the analysis of supply and demand characteristics of commodities with particular attention to agricultural products. Pays special attention to empirical analysis. Includes institutional aspects of pricing, temporal and spatial price relationships, price forecasting, and the economic consequences of pricing decisions"
AEM 4230,Contemporary Topics in Behavioral Finance,3,GradeNoAud,Fall,"ECON 1110, MATH 1110 or equivalent, AEM 2100 or equivalent, AEM 2240",,,,,,"This course is designed to stimulate critical thinking about contemporary topics that attract regular attention in the press among key finance decision-makers. The course draws on the theory of modern finance to facilitate the understanding of real world issues. The course will cover topics in traditional and behavioral finance; focusing on corporate governance, financial markets, portfolio formation, market efficiency, and fixed income securities"
AEM 4260,Fixed-Income Securities,4,GradeNoAud,Fall,"MATH 1110 or equivalent, AEM 2100 or equivalent, AEM 2240",,,,,,"Focuses on fixed-income securities including corporate bonds, default-free bonds, and floating rate notes. Other topics include related financial instruments such as forwards and futures on fixed-income securities, interest rate swaps, bond options, and mortgage-backed securities. In addition to the analysis of specific types of fixed-income securities, there is an examination of the tools used in bond portfolio management"
AEM 4420,Emerging Markets,3,Graded,Fall,AEM 2400 and PAM 2000 or ECON 3030 or AEM 2600/AEM 2601,,,,,,"Provides a framework for examining the effectiveness of marketing strategies in economies in transition and identifying the challenges and opportunities for firms in low-income economies to access industrial markets. Appraises the risk of entering markets in low-income economies and assesses the political, legal, cultural, and economic forces. Analyzes and discusses case studies of companies"
AEM 4450,Toward a Sustainable Global Food System: Food Policy for Developing Countries,3,Graded,Fall,"6 credits in economics, applied economics, or sociology and 6 credits in nutrition and/or agricultural sciences",,NS 4450,"(SBA-AG, SBA-HE)",,,"Comprehensive presentation and discussion of policy options for a sustainable global food system, with focus on developing countries. Topics include economic policy related to nutrition, health, consumption, production, natural resource management, trade, markets, gender roles, armed conflict, and ethics. A social entrepreneurship approach bases on case studies and active participation by students will be used"
AEM 4460,Food Marketing Colloquium,1,Sat/Unsat,Fall,,,,,,,"The course focuses on current topics in food marketing and may be supplemented by field trips to food industry firms and other exposure to food industry activities and practitioners. In addition, the course includes preparation for a field study trip during the winter break period"
AEM 4520,Advanced Accounting,3,Graded,Fall,AEM 3360,,NACCT 5520,,,,"Detailed analytical study of special issues and situations in financial accounting. Continuous emphasis is placed on the relationship between theory and practice to reflect the latest professional pronouncements. Highly technical topics related to corporation, partnership, government, and not-for-profit organizations, with a focus on business combinations and the particular accounting challenges that they present"
AEM 4521,Cost Accounting and Management Control,3,Graded,Fall,AEM 3230 or permission of instructor,,NACCT 5521,,,,"Cost Accounting and Management Control is a senior seminar focused on managerial decision making and uses of internal accounting data (i.e., revenue and costs; incentive contracts; forecasts; etc.). You will integrate knowledge acquired in your undergraduate accounting courses with that from other courses, readings from current academic and professional literature, and related articles to sharpen skills related to cost assessment, performance evaluation, and managerial control. This course is designed to explicitly consider the role of uncertainty and other statistical issues when making corporate decisions. For the most part, this course is a ""selected topics"" course; focusing on topics intimately related with managerial decision making"
AEM 4530,Auditing and Assurance,3,Graded,Fall,AEM 3360,,NACCT 5530,,,,"Theory and practice of independent examination of financial statements. Discussion of relationships with clients; working papers, assurance procedures, including evaluations of internal controls, accounting principles, risk assessment, liability, and professional ethics"
AEM 4545,International Finance and Macroeconomics,3,Graded,Fall,"ECON 2300, or ECON 3040, or equivalent. Intermediate econometrics/statistics (e.g., ECON 3120) desirable",,ECON 3545,,,,"This course will examine the determinants of international capital flows and their consequences for growth and volatility. Basic analytical models in international finance, including those related to exchange rate dynamics, will be covered. Emerging market perspectives on these issues will be emphasized, with a particular focus on the economies of China, and India. The course will analyze the challenges created by rising global financial integration for monetary policy, financial regulation and other policies. Students will be required to write an independent research paper"
AEM 4560,"Federal Income Taxation of Business Entities, Estates and Trusts",3,Graded,Fall,"AEM 2210, AEM 2225 or equivalent",,,,,,"This course presents the tax skills necessary to make business decisions regarding Corporations, Partnerships, Estates and Trusts. Emphasis is placed on such areas as organization and capital structure, earnings and profits, dividend distribution, redemptions, liquidations and reorganization of corporations. In addition, flow through entities such as partnerships and S Corporations will be studied along with estates, trusts, family tax planning and exempt entities. Practical application of the tax law will be emphasized with proper consideration placed on the historical, economic and political perspectives of the Internal Revenue"
AEM 4570,Corporate Finance,3,GradeNoAud,"Fall, Spring",AEM 2240,,,,,,"This course is designed to advance the understanding of corporate financial decision making. The class will further the corporate finance topics taught in AEM 2240 such cost of capital, capital structure, mergers and acquisitions, and dividend policy. Some topics in international corporate finance topics will also be discussed"
AEM 4580,The Economics and Psychology of Sustainable Business,3,Graded,Fall,AEM 2500,,AEM 6580,,,,"An exploration of both opportunities and pitfalls of sustainable business using tools from both psychology and economics that are combined in the field of behavioral economics. The course will address the following questions: In a regulatory economy, with complex environmental law and technology, how can managers prevent costly environmental penalties, damage to the company reputation, and lawsuits? When if, and how can firms make money by going green? Can firms save money by reducing pollution? Will consumers pay for green? What business strategies have resulted in success and what strategies in failure? For example, has consumer suspicion of ""green-washing"" backfired on companies selling green? Answering these questions requires knowledge of law, economics, and psychology. Graduate students will be assigned additional reading and prepare two papers"
AEM 4620,Advanced Financial Modeling and Analysis,2,Opt NoAud,Fall (weeks 1-7),"AEM 2240 and AEM 2010, plus an upper level finance course (AEM 4670- previously AEM 3500, AEM 4210, AEM 4230, AEM 4260, AEM 4280, AEM 4290, OR AEM 4570)",,,,,,"Focuses on issues involving technology and financial markets. It is designed to equip future finance professionals with the knowledge of key finance systems (Bloomberg) skills and technologies. The lectures and labs teach students to apply their theoretical finance knowledge in real-world situations for the purpose of optimizing their future job performance and increase their marketability. Lectures explore topics on the effects of technology on financial markets. The lab component requires students to complete the 30-hour, self-paced Bloomberg certification process"
AEM 4640,Economics of Agricultural Development,3,Stdnt Opt,Fall,ECON 1110 or permission of instructor,,,"(D-AG, SBA-AG)",,,Provides an understanding of the economics of the agricultural sector in low-income countries
AEM 4660,"Market Dynamics, Computer Simulation and Modeling",1.5,Graded,"Fall, spring (weeks 1-7)","an Undergraduate Accounting and Finance course. An upper level Financial Accounting course will be accepted. Juniors and Seniors only. If you are concurrently enrolled in one of the two required prerequisite classes, please contact the instructor to request an exception. Students not meeting prerequisites will be dropped",,,,,,"Course is required for completing the Dyson Business Minor for Engineers, but is open to all majors. By participating in a business simulation, students get experience applying key business principles, such as finance, accounting, marketing, economics and management in dynamic marketing settings. Participants make team-based and individual decisions based on imperfect information and aggressive time constraints. Through analysis, coaching and facilitation, the experience leads to learning the ways specific business decisions influence firm performance in a dynamic marketplace"
AEM 4670,Investments,3,GradeNoAud,"Fall, spring",AEM 2240,,,,,,This course is designed to further the understanding of institutional investment management. The course covers key concepts in risk return trade-offs and asset allocation. Students are expected to implement various techniques using real world data. The course also covers select topics in portfolio risk management and current regulatory adjustments
AEM 4700,Dyson Leadership Development Program,1,GradeNoAud,"Fall, spring",,,,,,,"This capstone course will only be open to students who have completed 75% of the required elements of the Dyson School's Leadership Development Program. The course will provide a structured environment for students to apply lessons they have learned through Program offerings with leadership experiences they have gained over the past two years (e.g., in a student organization)"
AEM 4880,"Global Food, Energy, and Water Nexus – Engage the US, China, and India for Sustainability",3-4,Graded,Fall,"junior, senior, or graduate student status, or permission of the instructors",,"ANSC 4880, CHEME 4880, FDSC 4880",,,,"This course is offered by four Departments at Cornell, in collaboration with two Universities in China and one India. Video conferencing will be used to connect classrooms in the three countries in real time. Important issues related to the food, energy, and water nexus and its implications for nutrition security, one health, environmental sustainability, and economic development the US and these two countries will be described. Challenges associated with these issues will be evaluated and strategies to address them will be proposed. Engagement of these countries with each other and the rest of the world will be explored. The course serves as a platform for students from Cornell, China, and India to learn from and interact with each other in the same class, and to share their thinking, creativity, and perspectives on these issues"
AEM 4940,Undergraduate Special Topics in Applied Economics and Management,2,Graded,"Fall, spring, summer",,,,,,,"The department teaches ""trial"" courses under this number. Offerings vary by semester and are advertised by the department before the beginning of the semester"
AEM 4960,Applied Economics and Management Internship,1,S/U NoAud,"Fall, spring",,,,,,,Evaluation of internship experience requiring the following written submission at the end of the term. 1) Internship job description and copies of training materials provided. 2) Weekly diary including descriptions of job responsibilities and reflections/insights on those experiences. 3) Three to five page paper reflecting on how the internship related to the academic program. All internships must be approved by the internship coordinator before the work experience segment
AEM 4970,Individual Study in Applied Economics and Management,1-6,Stdnt Opt,Fall or spring,,,,,,,Used for special projects designed by faculty members
AEM 4980,Supervised Teaching Experience,1-4,Stdnt Opt,Fall or spring,,,,,,,Designed to give qualified undergraduates experience through actual involvement in planning and teaching courses under the supervision of department faculty. Students cannot receive both pay and credit for the same hours of preparation and teaching
AEM 4990,Undergraduate Research,1-4,Stdnt Opt,"Fall, spring, summer",GPA of at least 2.7,,,,,,Permits outstanding undergraduates to carry out independent study of suitable problems under appropriate supervision. Students cannot receive both pay and credit for the same hours of work
