Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
AEM 2010,Spreadsheet Modeling for Management and Economics,3,Graded,"Fall, spring, summer, winter",,,,,,,"This course will be developed as a data-driven, model-based approach to decision-making. Most applications will rely on the standard array of Excel functionality but other platforms (e.g., Access, SQL, presentation software) may be employed. A unique feature of this course will be applications drawn from the diverse program areas of the Dyson School: management; international development/trade; environment/resource economics; and food/agricultural economics. Case material will be contributed by the companies from the DUAC. Key topics will include: Optimization (Solver), Data graphing, Financial modeling, Ethical/social dimensions of IT, Forecasting, Pivot tables, Exponential smoothing, and Simulation"
AEM 2100,Introductory Statistics,4,Graded,Fall,college algebra,,,,,"Students may receive credit for only one course in the following group: AEM 2100, ENGRD 2700, HADM 2010, ILRST 2100/STSCI 2100, MATH 1710, PAM 2100, PAM 2101, PSYCH 3500, SOC 3010, STSCI 2150","Introduces statistical methods. Topics include the descriptive analysis of data, probability concepts and distributions, estimation and hypothesis testing, regression, and correlation analysis. Includes an introduction to Minitab, a statistical software package"
AEM 2200,Business Management and Organization,4,GradeNoAud,Fall,,,,,,,"Foundational course, meant to familiarize students with the use of core concepts in marketing, accounting, organizational design and management, entrepreneurship and strategy, teamwork, leadership, and ethics; as well as with the Dyson/AEM major and the business careers that may follow it. Significant writing and analytical components (both individual and team based case study analysis, evaluation of a U.S. publicly traded corporation)"
AEM 2210,Financial Accounting,3,GradeNoAud,"Fall, spring, summer",,,,,,"s: AEM 2225, HADM 1210, HADM 2230","Comprehensive introduction to financial accounting concepts and techniques, intended to provide a basic understanding of the accounting cycle, elements of financial statements, underlying theory of GAAP, and financial statement interpretation. Topics include methods of recording inventory, receivables, depreciation, bonds, and equity. Requires two evening prelims and a comprehensive final; weekly homework assignments"
AEM 2225,Financial Accounting For Dyson Majors,4,GradeNoAud,Fall,,,,,," AEM 2210, HADM 1210, HADM 2230","Comprehensive introduction to financial accounting concepts and techniques for the Dyson Major, intended to provide a basic understanding of the accounting cycle, elements of financial statements, underlying theory of GAAP, and financial statement interpretation. Topics include methods of recording inventory, receivables, depreciation, bonds, and equity. Includes a Computerized Accounting Module. Requires two evening prelims and a comprehensive final; weekly homework assignments"
AEM 2241,Finance,3,Graded,"Fall, spring","AEM 2100,   AEM 1200, and AEM 2210, or equivalents",,,,,"Students may receive credit for only one course in the following group: AEM 2240, AEM 2241, NCC 5560, HADM 2220, or HADM 2250","This course is a survey of topics in finance. It focuses on the mathematics of finance, valuation, the economics of managerial decisions, corporate financial policy, risk management, investments, and personal finance"
AEM 2350,Introduction To The Economics Of Development,3,Stdnt Opt,Fall,"ECON 1110, ECON 1120",,,(SBA),,,This course is intended as an introduction to the economics of low income countries. It focuses on the policies and constraints to promoting growth and development
AEM 2400,Marketing,3,Stdnt Opt,"Fall, summer",,,,,,AEM 2420,"Provides a broad introduction to the fundamentals of marketing. Explores the components of an organization's strategic marketing program, including how to price, promote, and distribute goods and services. Industry guest lectures and current marketing applications from various companies are presented and analyzed"
AEM 2500,Environmental and Resource Economics,3,Stdnt Opt,Fall,ECON 1110,,,(SBA),,AEM 1500,"Introduces fundamental economic principles and the ""economic approach"" to policy issues, and demonstrates how these concepts underpin contemporary environmental and natural resource issues and policy solutions. Subjects include valuation, benefit-cost analysis, policy design, property rights, and ecological economics. Uses these tools to explore major current policy issues such as economic incentives in environmental policy, air and water pollution, depletion of renewable and nonrenewable resources, and global warming. Two evening exams and three out of class labs"
AEM 2600,Managerial Economics I,3,Graded,Fall,"ECON 1110, MATH 1106 or MATH 1110",,,,,s: students may not receive credit for both AEM 2600 and ECON 3030,"This course covers microeconomic principles that inform managerial decisions in firms and organizations. The course will touch on how these principles apply to the Dyson School research foci of management, agribusiness, environmental sustainability, and emerging markets"
AEM 2700,Management Communication,3,Graded,"Fall, spring",,,,,,,"Management Communication is intended to help you think strategically about communication and aid you in improving your writing, presentation, and interpersonal communication skills as a future manager. We will look at a set of ""best practices"" or guidelines that have been derived from both research and experience, give you the opportunity to put those guidelines into practice, and provide you with feedback on your work to help you strengthen your abilities. More often than not, we will be using a workshop format that will rely heavily on discussion and in-class exercises"
AEM 3020,Farm Business Management,4,Graded,Fall,,,,,,,"Intensive study of planning, directing, organizing, and controlling a farm business, with emphasis on the tools of managerial analysis and decision making. Topics include financial statements, business analysis, budgeting, and acquisition, organization, and management of capital, labor, land, buildings, and machinery"
AEM 3030,Explorations in Analytic Modeling,1.5,GradeNoAud,"Fall, spring",AEM 2010,,,,,,"Explorations in Analytic Modeling will be developed as a deeper exploration and model based approach to quantitative decision making within a spreadsheet platform. Applied decision making using primarily Microsoft Excel as a business analytics tool will focus on using applied cases requiring various financial and other models. As the course explores models, emphasis will be placed on the exploration and application of the tool to enhance decision making and improve outcomes. This data-driven course will move the student into the most complex functionality available in the Excel platform. Key topics will include: data management, data visualization, financial modeling, forecasting, optimization, pivot tables, and simulation. The course will also employ macro recording with introductory visual basic for applications programming"
AEM 3050,Management of Banking Companies,1,Graded,Fall,ECON 1110 or ECON 1120,,,,,,"Survey of banking industry and its management challenges, with particular attention to the financial crisis and implications for the future. Includes history and regulation of banking, understanding bank financial statements, management and oversight of industry, importance of capital, and the unique role of banks in society. Emphasis on current events. Includes a book report and a team research presentation"
AEM 3200,Business Law I,3,GradeNoAud,"Fall, summer",,,NBA 5600,,,,"Examines legal problems of particular interest to persons who expect to engage in business. Emphasizes the law of contracts, sales, agency, and property"
AEM 3220,Digital Business Strategy,3,Graded,Fall,AEM 1200  and ECON 1110,,,,,,"Explores the impact of new technologies on business processes and industries. Focuses particularly on the effects of information and communication technologies (ICT). The objective is to understand the nature of information as an economic good, business opportunities and challenges created by ICT, and organizational constraints involved in exploiting these opportunities"
AEM 3245,Organizational Behavior,3,Graded,Fall,AEM 1200 OR AEM 2200 OR equivalent,,,,,"ILROB 1220, ILROB 5200","This course examines evidence-based principles of individual and group behavior in relation to leadership and management. Topics include the nature and design of groups, the factors that improve team performance, and the importance of skills including dispute resolution, persuasion, and negotiations, Assignments provide opportunities for the engagement and application of analytical skills relating to real-world organizations"
AEM 3249,Entrepreneurial Marketing and Strategy,3,Stdnt Opt,Fall,,,,,,,"The course is focused on the tools and frameworks that assist a startup entrepreneur in exploring the feasibility of a new idea. After establishing an understanding of the funding process for new ventures, students will learn about and practice market research techniques involving both formal (survey, focus group) and informal (expert interviews, social media) ways to understand the adoption behavior and urgent needs/wants of prospective customers. In addition, participants will learn how to take findings from market research to formulate business models and strategies. In the final seven weeks of the course, students will participate in teams using a computer platform that simulates running a startup in a team setting"
AEM 3270,Marketing-Operations Simulation,2,Sat/Unsat,Fall,AEM 2210 or permission of instructor. Preferred prerequisites: AEM 2400 or AEM 2420 and AEM 2480,,,,,,"Teams of students operate retail food companies and compete in a computerized simulation of a dynamic and competitive market. Teams develop strategy and make decisions regarding promotional tactics, pricing, labor, procurement, inventory, capital expenditures, dept structure and financing. Results are tracked through the use of financial statements - balance sheets, profit and loss, and cash flow. The team that creates the most equity is declared the winner of the simulation"
AEM 3320,Leadership and Management in Sports,3,Graded,Fall,,,AEM 6325,,,,"This course draws upon the study of sports for the purpose of understanding and studying evidence-based principles of individual and organizational behavior. Topics include the nature of motivation, momentum, and coaching as well as the challenges of talent identification, team-level coordination, and strategy development. Assignments provide opportunities for the development and application of analytic skills relating to leadership and management"
AEM 3340,"Women, Leadership, and Entrepreneurship",1,Stdnt Opt,Fall (weeks 1-7),,,,,,,"Seminar that uses lectures, guest panels, and readings to focus on issues facing women (and their partners) in their business careers. Topics include status of women in business leadership, pathways and strategies for leadership development, family/life balance issues, gender issues in the workplace, and resources for emerging leaders"
AEM 3360,Intermediate Accounting I,3,Graded,Fall,AEM 2210  and AEM 3230,,,,,,"Includes an overview of Generally Accepted Accounting Principles, balance sheet valuation, and income measurement and recognition. Other topics include accounting for pensions, earnings per share, and special financial reporting issues"
AEM 3380,"Social Entrepreneurs, Innovators, and Problem Solvers",4,Stdnt Opt,"Fall, summer",,,,(SBA),,,"Introduces students to the social entrepreneurs, innovators, and visionaries who are creating new strategies for solving society's problems. The course highlights innovative case studies of success in restoring the environment, resolving conflicts, curing diseases, overcoming poverty, and addressing other problems of social injustice. At the end of the course, each student develops an original blueprint for social innovation: a creative proposal for solving a societal problem"
AEM 3381,Social Entrepreneurship Field Study,1,Multi-Term,"Fall, spring (multi-semester)",,,,,,,"The course includes on-campus sessions in the Fall semester that prepare students for an 8-day field trip to work with small business owners in El Rodeito, Honduras. Students will be required to sign up for AEM 3382 in the following Spring semester in order to receive a grade for both AEM 3381 and 3382. In the Fall semester, students will learn about the principles of social entrepreneurship through the use of case studies, class discussion, and guest speakers. In addition, students will learn about specific social, cultural and economic issues of the region. The field trip takes place over the winter term and the projects are designed to strengthen small businesses in the region. Participants will work with a non-profit, Mayor Potencial, whose mission is to improve educational standards and facilities in Latin America, empowering young leaders to transform their home communities. The course is ideal for students interested in hands-on experiences as consultants to entrepreneurial social ventures. Participants are expected to cover part of the costs of the trip. Scholarships are available on a limited basis. Students will receive a placeholder grade (R) in the fall and upon completion of AEM 3382, the R grade will be replaced with an S/U grade"
AEM 3430,Principles of Supply Chain Management,3,Graded,Fall,"AEM 1200/AEM 2200, AEM 2100 or equivalent Intro Stats course, AEM 2210/AEM 2225, and ECON 1110",,,,,,"Supply chains are essential to how most businesses provide products and services to their customers, and supply chain management (SCM) involves decisions about assets, products, information and funds. This course provides an overview of key supply chain management concepts using the Supply Chain Operations Reference (SCOR) framework that includes planning, supplier evaluation and selection, production and service provision processes, delivery and returns. The focus is on concepts and tools to improve supply chain decision making. Students will integrate knowledge from these different areas of SCM and other functional areas of business in a case analysis project"
AEM 4020,Food and Brand Lab Workshop I,3,Graded,Fall,,,,,,,"The purpose of the Food and Brand Lab Workshop is to provide students with an opportunity to develop an advanced understanding of consumers by involving them in collaborative, theory-based research related to food. This course is focused on asking and answering the ""why"" questions behind consumer behavior"
AEM 4040,Credit and Banking in Agriculture,3,Graded,Fall,AEM 2050/AEM 4050 or AEM 2240 or equivalent,,,,,,"This course is restricted to Farm Credit Fellows and is dedicated to the practical application of financial management for agriculture and agribusiness. Topics include fundamentals of credit and lending risk in agriculture, and associated modeling, as well as firm modeling. Students will interact with agricultural lenders and the Farm Credit System through a one-week internship, a field trip to Enfield, CT, and will be required to complete an on-farm case study during the semester of their enrollment in the course. Students also do an internship the previous summer, and an in-depth on-site case study during the course"
AEM 4110,Introduction to Econometrics,3,Opt NoAud,Fall,"AEM 2100 and either ECON 3030, AEM 2600 or equivalents",,,,,,"This course is an introduction to basic econometric principles and the use of statistical techniques to estimate empirical economic models. Multiple regression is introduced and procedures to accommodate data issues and limitations are presented. Topics discussed include simultaneous equations, panel models and limited dependent variable models. Time series approaches are introduced. Students are required to estimate econometric models using provided data sets"
AEM 4120,Computational Methods for Management and Economics,3,Stdnt Opt,Fall,AEM 2100 or equivalent,,,,,,"Course in applied mathematical programming. Emphasizes formulation of and interpretation of solutions to mathematical models of problems in economics and business. Studies blending, resource allocation, capital budgeting, transportation and financial planning, and inventory management. Introduces integer and nonlinear programming"
AEM 4140,Behavioral Economics and Managerial Decisions,3,Graded,Fall,ECON 3030 or PAM 2000,,,,,,"Behavioral economics integrates psychology and economics by identifying systematic anomalies in decision making. These are now recognized to be an important source of error in business decisions, and they provide the foundation for both behavioral marketing and finance. The course compares rational choice theory with behavior both in lecture and through a series of economics experiments in which students face situations that are likely to lead to anomalies such as ""the winner's curse,"" the status quo bias, hyperbolic discounting, and bias in assessing risks. Students have the opportunity to evaluate their own decision making"
AEM 4150,Price Analysis,3,Graded,Fall,"AEM 2100  or equivalent; and ECON 3030, PAM 2000, AEM 2600/AEM 2601     or equivalent",,,,,,"Focuses on the analysis of supply and demand characteristics of commodities with particular attention to agricultural products. Pays special attention to empirical analysis. Includes institutional aspects of pricing, temporal and spatial price relationships, price forecasting, and the economic consequences of pricing decisions"
AEM 4230,Contemporary Topics in Behavioral Finance,3,GradeNoAud,Fall,"ECON 1110, MATH 1110 or equivalent, AEM 2100 or equivalent, AEM 2240",,,,,,"This course is designed to stimulate critical thinking about contemporary topics that attract regular attention in the press among key finance decision-makers. The course draws on the theory of modern finance to facilitate the understanding of real world issues. The course will cover topics in traditional and behavioral finance; focusing on corporate governance, financial markets, portfolio formation, market efficiency, and fixed income securities"
AEM 4260,Fixed-Income Securities,4,GradeNoAud,Fall,"MATH 1110 or equivalent, AEM 2100 or equivalent, AEM 2240",,,,,,"Focuses on fixed-income securities including corporate bonds, default-free bonds, and floating rate notes. Other topics include related financial instruments such as forwards and futures on fixed-income securities, interest rate swaps, bond options, and mortgage-backed securities. In addition to the analysis of specific types of fixed-income securities, there is an examination of the tools used in bond portfolio management"
AEM 4280,Valuation of Capital Investment,4,GradeNoAud,Fall,AEM 1200 and AEM 2240 or equivalents,,,,,,"Focuses on the analysis of financial information-particularly firms' financial reports-for making decisions to invest in businesses. The primary focus is on equity (share) valuation, with some attention given to credit analysis. Examines various valuation models in detail and applies them in cases and projects involving listed companies. Topics include models of shareholder value, discounted cash flow approaches to valuation, the analysis of profitability, growth, and valuation generation in a firm, forecasting earnings and cash flows, proforma analysis for strategy and planning, analysis of risk, and the determination of price/earnings and market-to-book ratios"
AEM 4290,International Financial Management,3,Stdnt Opt,Fall,AEM 2100 or equivalent and AEM 2240/AEM 2241,,,,,,"Teaches students about issues in international financial management and international investment. The major issues discussed include exchange rate volatility, the benefit of international diversification, and the analysis of international capital budgeting decisions. Specific topics include the determination of the cost of capital for foreign investments, the determination and management of foreign exchange risks and country risks, and the use of innovative financing for the multinational corporation"
AEM 4330,"Devolution, Privatization, and the New Public Management",4,Stdnt Opt,,,,"CRP 4120, CRP 5074, CRP 6120",,,,"Addresses devolution and decentralization of government services in a national and international context and then focuses on the local public-sector response in the United States. Privatization, intermunicipal cooperation, and internal restructuring are reviewed, including changing roles for the private sector, nonprofit sector, and unions. Implications for policy, program design, public advocacy, and citizen involvement are addressed. A special topic may include welfare reform. Graduate students are expected to write a major research paper in addition to short papers throughout the semester"
AEM 4400,Retail Strategy,3,Graded,Fall,AEM 2400 or equivalent,,,,,,"This course explores the strategies and analytical techniques employed to address both classical and contemporary problems faced by retailers. Case study analysis provides a principal pedagogical approach. Cases come from a broad spectrum of retailing sectors: food, mass, fashion, on-line, international. Project required. Selected retail executives will participate"
AEM 4420,Emerging Markets,3,Graded,Fall,AEM 2400 and PAM 2000 or ECON 3030 or AEM 2600/AEM 2601,,,,,,"Provides a framework for examining the effectiveness of marketing strategies in economies in transition and identifying the challenges and opportunities for firms in low-income economies to access industrial markets. Appraises the risk of entering markets in low-income economies and assesses the political, legal, cultural, and economic forces. Analyzes and discusses case studies of companies"
AEM 4450,Toward a Sustainable Global Food System: Food Policy for Developing Countries,3,Graded,Fall,"6 credits in economics, applied economics, or sociology and 6 credits in nutrition and/or agricultural sciences",,NS 4450,(SBA),,,"Comprehensive presentation and discussion of policy options for a sustainable global food system, with focus on developing countries. Topics include economic policy related to nutrition, health, consumption, production, natural resource management, trade, markets, gender roles, armed conflict, and ethics. A social entrepreneurship approach bases on case studies and active participation by students will be used"
AEM 4460,Food Marketing Colloquium,1,Graded,Fall,,,,,,,"The course focuses on current topics in food marketing and may be supplemented by field trips to food industry firms and other exposure to food industry activities and practitioners. In addition, the course includes preparation for a field study trip during the winter break period"
AEM 4500,Resource Economics,3,Graded,Fall,"MATH 1110, ECON 3030, and familiarity with Excel",,ECON 4810,(SBA),,,"Constructs dynamic models of renewable, nonrenewable, and environmental resources to examine market allocation and optimal resource management"
AEM 4520,Advanced Accounting,3,Graded,Fall,AEM 3360  Intermediate Accounting I,,,,,,"Detailed analytical study of special issues and situations in financial accounting. Continuous emphasis is placed on the relationship between theory and practice to reflect the latest professional pronouncements. Highly technical topics related to corporation, partnership, government, and not-for-profit organizations, with a focus on business combinations and the particular accounting challenges that they present"
AEM 4530,Auditing and Assurance,3,Graded,Fall,AEM 3360  Intermediate Accounting I,,,,,,"Theory and practice of independent examination of financial statements. Discussion of relationships with clients; working papers, assurance procedures, including evaluations of internal controls, accounting principles, risk assessment, liability, and professional ethics"
AEM 4560,"Federal Income Taxation of Business Entities, Estates and Trusts",3,Graded,Fall,"AEM 2210, AEM 2225 or equivalent",,,,,HADM 4220,"This course presents the tax skills necessary to make business decisions regarding Corporations, Partnerships, Estates and Trusts. Emphasis is placed on such areas as organization and capital structure, earnings and profits, dividend distribution, redemptions, liquidations and reorganization of corporations. In addition, flow through entities such as partnerships and S Corporations will be studied along with estates, trusts, family tax planning and exempt entities. Practical application of the tax law will be emphasized with proper consideration placed on the historical, economic and political perspectives of the Internal Revenue"
AEM 4580,The Economics and Psychology of Sustainable Business,3,Graded,Fall,AEM 2500,,AEM 6580,,,,"An exploration of both opportunities and pitfalls of sustainable business using tools from both psychology and economics that are combined in the field of behavioral economics. The course will address the following questions: In a regulatory economy, with complex environmental law and technology, how can managers prevent costly environmental penalties, damage to the company reputation, and lawsuits? When if, and how can firms make money by going green? Can firms save money by reducing pollution? Will consumers pay for green? What business strategies have resulted in success and what strategies in failure? For example, has consumer suspicion of ""green-washing"" backfired on companies selling green? Answering these questions requires knowledge of law, economics, and psychology. Graduate students will be assigned additional reading and prepare two papers"
AEM 4590,Financial Markets And Institutions,3,Stdnt Opt,Fall,AEM 2240/2241,,,,,,"This course examines financial markets and institutions from an asset owner's perspective. In particular, we study asset markets in stocks, bonds, real assets, illiquid assets, and impact investing. We discuss the roles of key financial institutions such as delegated investing intermediaries, mutual funds, hedge funds, private equity firms, and the Federal Reserve"
AEM 4620,Advanced Financial Modeling and Analysis,2,S/U NoAud,Fall (weeks 1-7),"AEM 2240 and AEM 2010, plus an upper level finance course (AEM 4670- previously AEM 3500, AEM 4210, AEM 4230, AEM 4260, AEM 4280, AEM 4290, OR AEM 4570)",,,,,,"Focuses on issues involving technology and financial markets. It is designed to equip future finance professionals with the knowledge of key finance systems (Bloomberg) skills and technologies. The lectures and labs teach students to apply their theoretical finance knowledge in real-world situations for the purpose of optimizing their future job performance and increase their marketability. Lectures explore topics on the effects of technology on financial markets. The lab component requires students to complete the 30-hour, self-paced Bloomberg certification process"
AEM 4640,Economics of Agricultural Development,3,Graded,Fall,ECON 1110  or permission of instructor,,,(D) (SBA),,,Provides an understanding of the economics of the agricultural sector in low-income countries
AEM 4660,"Market Dynamics, Computer Simulation and Modeling",1.5,Graded,"Fall, spring (weeks 1-7)","an Undergraduate Accounting and Finance course. An upper level Financial Accounting course will be accepted. Juniors and Seniors only. If you are concurrently enrolled in one of the two required prerequisite classes, please contact the instructor to request an exception. Students not meeting prerequisites will be dropped",,,,,,"Course is required for completing the Dyson Business Minor for Engineers, but is open to all majors. By participating in a business simulation, students get experience applying key business principles, such as finance, accounting, marketing, economics and management in dynamic marketing settings. Participants make team-based and individual decisions based on imperfect information and aggressive time constraints. Through analysis, coaching and facilitation, the experience leads to learning the ways specific business decisions influence firm performance in a dynamic marketplace"
AEM 4670,Investments in the Global Economy,3,GradeNoAud,"Fall, spring",AEM 2240,,,,,,This course is designed to further the understanding of institutional investment management. The course covers key concepts in risk return trade-offs and asset allocation. Students are expected to implement various techniques using real world data. The course also covers select topics in portfolio risk management and current regulatory adjustments
AEM 4940,Undergraduate Special Topics in Applied Economics and Management,3,Stdnt Opt,Fall or spring,,,,,,,"The department teaches ""trial"" courses under this number. Offerings vary by semester and are advertised by the department before the beginning of the semester"
AEM 4960,Applied Economics and Management Internship,1,S/U NoAud,"Fall, spring",,,,,,,Evaluation of internship experience requiring the following written submission at the end of the term. 1) Internship job description and copies of training materials provided. 2) Weekly diary including descriptions of job responsibilities and reflections/insights on those experiences. 3) Three to five page paper reflecting on how the internship related to the academic program. All internships must be approved by the internship coordinator before the work experience segment
AEM 4970,Individual Study in Applied Economics and Management,1-6,Stdnt Opt,Fall or spring,,,,,,,Used for special projects designed by faculty members
AEM 4980,Supervised Teaching Experience,1-4,Stdnt Opt,Fall or spring,,,,,,,Designed to give qualified undergraduates experience through actual involvement in planning and teaching courses under the supervision of department faculty. Students cannot receive both pay and credit for the same hours of preparation and teaching
AEM 4981,Supervised Teaching: Accounting Course,3,Graded,Fall or spring,,,,,,,Designed to give accounting undergraduates experience through actual involvement in planning and teaching accounting courses under the supervision of accounting faculty
AEM 4990,Undergraduate Research,1-4,Stdnt Opt,"Fall, spring, summer",GPA of at least 2.7,,,,,,Permits outstanding undergraduates to carry out independent study of suitable problems under appropriate supervision. Students cannot receive both pay and credit for the same hours of work
AEM 6080,Production Economics,3,GradeNoAud,Fall,ECON 3030 and MATH 1110 or equivalents,,ECON 4830,,,,"Studies the theory of production economics with emphasis on applications to agriculture and natural resources. Topics include the derivation, estimation, and use of production, cost, profit, revenue, demand, and supply functions. Discusses the concepts of efficiency and productivity. Introduces production response over time and under risk"
AEM 6125,Impact Evaluation in Developing Countries,3,GradeNoAud,Fall,graduate level statistics or econometrics,,,,,,"Significant resources are regularly dedicated  to programs and policies aimed at improving the well-being of the world's poor. With what degree of confidence can observed changes in an outcome be attributed to a given intervention, program or policy?  What are the characteristics of evaluation designs, quantitative and qualitative data collection methods, and analyses that allow plausible cause and effect attributions to be made? The purpose of the class in impact evaluation is to explore how questions of this kind are framed and empirically investigated. Students will learn about impact evaluation by examining evaluation designs and causal modeling techniques and by performing fundamental evaluation tasks. As an application activity, the class will work directly with individuals in agencies who administer and evaluate programs in developing countries"
AEM 6325,Leadership and Management in Sports,3,Graded,Fall,,,AEM 3320,,,,"This course draws upon the study of sports for the purpose of understanding and studying evidence-based principles of individual and organizational behavior. Topics include the nature of motivation, momentum, and coaching as well as the challenges of talent identification, team-level coordination, and strategy development. Assignments provide opportunities for the development and application of analytic skills relating to leadership and management"
AEM 6400,Analysis of Agricultural Markets,3,Graded,Fall,AEM 4110 and AEM 4150 or equivalents,,ECON 3920,,,,"Focuses on the unique features of agricultural commodity markets. Emphasizes government and private institutions that affect these markets, as well as on models of price behavior including marketing margins and imperfect competition. Also covers empirical tools to evaluate market characteristics"
AEM 6580,The Economics and Psychology of Sustainable Business,3,Graded,Fall,graduate students must have taken AEM 6510. No prerequisite for MBA students,,AEM 4580,,,,"An exploration of both opportunities and pitfalls of sustainable business using tools from both psychology and economics that are combined in the field of behavioral economics. The course will address the following questions: In a regulatory economy, with complex environmental law and technology, how can managers prevent costly environmental penalties, damage to the company reputation, and lawsuits? When if, and how can firms make money by going green? Can firms save money by reducing pollution? Will consumers pay for green? What business strategies have resulted in success and what strategies in failure? For example, has consumer suspicion of ""green-washing"" backfired on companies selling green? Answering these questions requires knowledge of law, economics, and psychology. Graduate students will be assigned additional reading and prepare two papers"
AEM 6960,Perspectives in International Development,1,Sat/Unsat,"Fall, spring",,,"IARD 6960, NTRES 6960, PLSCS 6960",,,,A variety of speakers present seminars on international development topics relating to sustainable development throughout the world. Students attend each seminar and submit a five-page essay at the end of the semester reflecting on the speakers' presentations and analyzing connections between topics
AEM 6980,Supervised Graduate Teaching Experience,1-4,Stdnt Opt,"Fall, spring",,,,,,,"Designed to give graduate students teaching experience through involvement in planning and teaching courses under the supervision of departmental faculty members. The experience may include leading discussion sections, preparing, assisting in, or teaching lectures and laboratories, and tutoring. Students are expected to actually teach at least one hour per week for each credit awarded. Students may not receive both pay and credit for the same hours of preparation and teaching"
