Position,Title,Artist,Last Week,Peak Position,Weeks on Chart,Chart Date
31,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,32,1,48,12-30-2017
32,Young Dumb & Broke,Khalid,28,22,22,12-30-2017
33,Believer,Imagine Dragons,30,4,45,12-30-2017
34,Rockin' Around The Christmas Tree,Brenda Lee,37,14,20,12-30-2017
35,It's The Most Wonderful Time Of The Year,Andy Williams,45,35,3,12-30-2017
36,Sky Walker,Miguel Featuring Travis Scott,35,35,12,12-30-2017
37,...Ready For It?,Taylor Swift,43,4,15,12-30-2017
38,The Christmas Song (Merry Christmas To You),Nat King Cole,42,38,10,12-30-2017
39,The Weekend,SZA,38,37,20,12-30-2017
40,Unforgettable,French Montana Featuring Swae Lee,34,3,36,12-30-2017
41,A Holly Jolly Christmas,Burl Ives,47,41,3,12-30-2017
42,Attention,Charlie Puth,36,5,34,12-30-2017
43,That's What I Like,Bruno Mars,40,1,48,12-30-2017
44,Last Christmas,Wham!,,41,3,12-30-2017
45,Ric Flair Drip,Offset & Metro Boomin,44,44,7,12-30-2017
46,Plain Jane,A$AP Ferg Featuring Nicki Minaj,41,41,12,12-30-2017
47,Humble.,Kendrick Lamar,50,1,37,12-30-2017
48,There's Nothing Holdin' Me Back,Shawn Mendes,46,6,34,12-30-2017
49,End Game,Taylor Swift Featuring Ed Sheeran & Future,39,39,4,12-30-2017
50,Kooda,6ix9ine,61,50,2,12-30-2017
51,Roll In Peace,Kodak Black Featuring XXXTENTACION,56,51,17,12-30-2017
52,Greatest Love Story,LANCO,54,45,15,12-30-2017
53,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",52,46,14,12-30-2017
54,Like I Loved You,Brett Young,62,54,12,12-30-2017
55,Rubbin Off The Paint,YBN Nahmir,48,46,6,12-30-2017
56,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,55,53,12,12-30-2017
57,What About Us,P!nk,51,13,19,12-30-2017
58,Lemon,N*E*R*D & Rihanna,60,58,6,12-30-2017
59,Lights Down Low,MAX Featuring gnash,66,59,10,12-30-2017
60,I'll Name The Dogs,Blake Shelton,63,58,14,12-30-2017
61,Never Be The Same,Camila Cabello,,61,1,12-30-2017
62,Candy Paint,Post Malone,59,59,8,12-30-2017
63,Codeine Dreaming,Kodak Black Featuring Lil Wayne,58,52,3,12-30-2017
64,Good Old Days,Macklemore Featuring Kesha,64,64,8,12-30-2017
65,Light It Up,Luke Bryan,57,57,16,12-30-2017
66,Yours,Russell Dickerson,67,66,9,12-30-2017
67,Go Legend,Big Sean & Metro Boomin Featuring Travis Scott,,67,1,12-30-2017
68,When It Rains It Pours,Luke Combs,65,33,20,12-30-2017
69,Round Here Buzz,Eric Church,70,68,12,12-30-2017
70,Look What You Made Me Do,Taylor Swift,72,1,17,12-30-2017
71,Unforgettable,Thomas Rhett,69,47,20,12-30-2017
72,Dark Knight Dummo,Trippie Redd Featuring Travis Scott,,72,1,12-30-2017
73,Betrayed,Lil Xan,68,67,5,12-30-2017
74,Losing Sleep,Chris Young,77,63,12,12-30-2017
75,Echame La Culpa,Luis Fonsi & Demi Lovato,75,47,4,12-30-2017
76,Pick It Up,Famous Dex Featuring A$AP Rocky,73,73,5,12-30-2017
77,My Dawg,Lil Baby,,77,1,12-30-2017
78,I Could Use A Love Song,Maren Morris,80,75,17,12-30-2017
79,MIC Drop,BTS Featuring Desiigner,71,28,3,12-30-2017
80,Pull Up N Wreck,Big Sean & Metro Boomin Featuring 21 Savage,,80,2,12-30-2017
81,Tell Me You Love Me,Demi Lovato,53,53,3,12-30-2017
82,Danger,Migos & Marshmello,,82,1,12-30-2017
83,You Broke Up With Me,Walker Hayes,84,83,8,12-30-2017
84,Wanted You,NAV Featuring Lil Uzi Vert,76,64,5,12-30-2017
85,Dusk Till Dawn,Zayn Featuring Sia,78,44,14,12-30-2017
86,Untouchable,Eminem,,86,1,12-30-2017
87,Mayores,Becky G Featuring Bad Bunny,83,74,8,12-30-2017
88,F**k Love,XXXTENTACION Featuring Trippie Redd,82,41,16,12-30-2017
89,Written In The Sand,Old Dominion,88,88,4,12-30-2017
90,Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",81,35,7,12-30-2017
91,Too Much To Ask,Niall Horan,89,66,8,12-30-2017
92,Marry Me,Thomas Rhett,97,92,2,12-30-2017
93,No Smoke,YoungBoy Never Broke Again,,93,2,12-30-2017
94,When We,Tank,86,86,4,12-30-2017
95,Five More Minutes,Scotty McCreery,98,95,2,12-30-2017
96,Juice,Yo Gotti,93,93,2,12-30-2017
97,All On Me,Devin Dawson,91,91,4,12-30-2017
98,Jocelyn Flores,XXXTENTACION,87,31,16,12-30-2017
99,Legends,Kelsea Ballerini,,98,2,12-30-2017
100,Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,96,94,4,12-30-2017
1,Perfect,Ed Sheeran,3,1,15,12-23-2017
2,Rockstar,Post Malone Featuring 21 Savage,1,1,12,12-23-2017
3,Havana,Camila Cabello Featuring Young Thug,2,2,17,12-23-2017
4,Gucci Gang,Lil Pump,4,3,13,12-23-2017
5,Thunder,Imagine Dragons,5,4,32,12-23-2017
6,Too Good At Goodbyes,Sam Smith,6,4,13,12-23-2017
7,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,8,7,13,12-23-2017
8,Bad At Love,Halsey,11,8,14,12-23-2017
9,Bodak Yellow (Money Moves),Cardi B,7,1,23,12-23-2017
10,What Lovers Do,Maroon 5 Featuring SZA,9,9,15,12-23-2017
11,All I Want For Christmas Is You,Mariah Carey,21,11,21,12-23-2017
12,Feel It Still,Portugal. The Man,10,4,25,12-23-2017
13,Gummo,6ix9ine,54,13,4,12-23-2017
14,I Get The Bag,Gucci Mane Featuring Migos,16,11,16,12-23-2017
15,MotorSport,"Migos, Nicki Minaj & Cardi B",17,14,6,12-23-2017
16,Sorry Not Sorry,Demi Lovato,12,6,22,12-23-2017
17,New Rules,Dua Lipa,15,15,19,12-23-2017
18,Mi Gente,J Balvin & Willy William Featuring Beyonce,13,3,23,12-23-2017
19,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,14,3,32,12-23-2017
20,Wolves,Selena Gomez X Marshmello,20,20,7,12-23-2017
21,Him & I,G-Eazy & Halsey,,21,1,12-23-2017
22,Let You Down,NF,29,22,8,12-23-2017
23,I Fall Apart,Post Malone,19,19,11,12-23-2017
24,Bank Account,21 Savage,18,12,22,12-23-2017
25,Shape Of You,Ed Sheeran,26,1,48,12-23-2017
26,How Long,Charlie Puth,32,26,9,12-23-2017
27,Love.,Kendrick Lamar Featuring Zacari,27,18,24,12-23-2017
28,Young Dumb & Broke,Khalid,22,22,21,12-23-2017
29,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,39,29,15,12-23-2017
30,Believer,Imagine Dragons,25,4,44,12-23-2017
31,Meant To Be,Bebe Rexha & Florida Georgia Line,40,31,7,12-23-2017
32,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,23,1,47,12-23-2017
33,Silence,Marshmello Featuring Khalid,36,33,17,12-23-2017
34,Unforgettable,French Montana Featuring Swae Lee,24,3,35,12-23-2017
35,Sky Walker,Miguel Featuring Travis Scott,55,35,11,12-23-2017
36,Attention,Charlie Puth,30,5,33,12-23-2017
37,Rockin' Around The Christmas Tree,Brenda Lee,,14,19,12-23-2017
38,The Weekend,SZA,38,37,19,12-23-2017
39,End Game,Taylor Swift Featuring Ed Sheeran & Future,83,39,3,12-23-2017
40,That's What I Like,Bruno Mars,37,1,47,12-23-2017
41,Plain Jane,A$AP Ferg Featuring Nicki Minaj,43,41,11,12-23-2017
42,The Christmas Song (Merry Christmas To You),Nat King Cole,,38,9,12-23-2017
43,...Ready For It?,Taylor Swift,31,4,14,12-23-2017
44,Ric Flair Drip,Offset & Metro Boomin,49,44,6,12-23-2017
45,It's The Most Wonderful Time Of The Year,Andy Williams,,45,2,12-23-2017
46,There's Nothing Holdin' Me Back,Shawn Mendes,42,6,33,12-23-2017
47,A Holly Jolly Christmas,Burl Ives,,46,2,12-23-2017
48,Rubbin Off The Paint,YBN Nahmir,46,46,5,12-23-2017
49,Congratulations,Post Malone Featuring Quavo,45,8,50,12-23-2017
50,Humble.,Kendrick Lamar,47,1,36,12-23-2017
51,What About Us,P!nk,33,13,18,12-23-2017
52,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",51,46,13,12-23-2017
53,Tell Me You Love Me,Demi Lovato,,53,2,12-23-2017
54,Greatest Love Story,LANCO,48,45,14,12-23-2017
55,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,53,53,11,12-23-2017
56,Roll In Peace,Kodak Black Featuring XXXTENTACION,57,53,16,12-23-2017
57,Light It Up,Luke Bryan,58,57,15,12-23-2017
58,Codeine Dreaming,Kodak Black Featuring Lil Wayne,52,52,2,12-23-2017
59,Candy Paint,Post Malone,64,59,7,12-23-2017
60,Lemon,N*E*R*D & Rihanna,63,60,5,12-23-2017
61,Kooda,6ix9ine,,61,1,12-23-2017
62,Like I Loved You,Brett Young,62,61,11,12-23-2017
63,I'll Name The Dogs,Blake Shelton,61,58,13,12-23-2017
64,Good Old Days,Macklemore Featuring Kesha,65,64,7,12-23-2017
65,When It Rains It Pours,Luke Combs,56,33,19,12-23-2017
66,Lights Down Low,MAX Featuring gnash,66,66,9,12-23-2017
67,Yours,Russell Dickerson,69,67,8,12-23-2017
68,Betrayed,Lil Xan,67,67,4,12-23-2017
69,Unforgettable,Thomas Rhett,59,47,19,12-23-2017
70,Round Here Buzz,Eric Church,68,68,11,12-23-2017
71,MIC Drop,BTS Featuring Desiigner,28,28,2,12-23-2017
72,Look What You Made Me Do,Taylor Swift,60,1,16,12-23-2017
73,Pick It Up,Famous Dex Featuring A$AP Rocky,82,73,4,12-23-2017
74,The Race,Tay-K,77,44,18,12-23-2017
75,Echame La Culpa,Luis Fonsi & Demi Lovato,76,47,3,12-23-2017
76,Wanted You,NAV Featuring Lil Uzi Vert,72,64,4,12-23-2017
77,Losing Sleep,Chris Young,73,63,11,12-23-2017
78,Dusk Till Dawn,Zayn Featuring Sia,74,44,13,12-23-2017
79,Love So Soft,Kelly Clarkson,70,47,13,12-23-2017
80,I Could Use A Love Song,Maren Morris,78,75,16,12-23-2017
81,Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",75,35,6,12-23-2017
82,F**k Love,XXXTENTACION Featuring Trippie Redd,81,41,15,12-23-2017
83,Mayores,Becky G Featuring Bad Bunny,80,74,7,12-23-2017
84,You Broke Up With Me,Walker Hayes,84,84,7,12-23-2017
85,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",86,85,2,12-23-2017
86,When We,Tank,88,86,3,12-23-2017
87,Jocelyn Flores,XXXTENTACION,85,31,15,12-23-2017
88,Written In The Sand,Old Dominion,92,88,3,12-23-2017
89,Too Much To Ask,Niall Horan,89,66,7,12-23-2017
90,Broken Halos,Chris Stapleton,,90,5,12-23-2017
91,All On Me,Devin Dawson,93,91,3,12-23-2017
92,Transportin',Kodak Black,87,46,16,12-23-2017
93,Juice,Yo Gotti,,93,1,12-23-2017
94,Ask Me How I Know,Garth Brooks,71,71,7,12-23-2017
95,Bella y Sensual,Romeo Santos Featuring Nicky Jam & Daddy Yankee,,95,1,12-23-2017
96,Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,94,94,3,12-23-2017
97,Marry Me,Thomas Rhett,,97,1,12-23-2017
98,Five More Minutes,Scotty McCreery,,98,1,12-23-2017
99,Criminal,Natti Natasha x Ozuna,,99,1,12-23-2017
100,Sauce It Up,Lil Uzi Vert,96,49,15,12-23-2017
1,Rockstar,Post Malone Featuring 21 Savage,1,1,11,12-16-2017
2,Havana,Camila Cabello Featuring Young Thug,2,2,16,12-16-2017
3,Perfect,Ed Sheeran,5,3,14,12-16-2017
4,Gucci Gang,Lil Pump,3,3,12,12-16-2017
5,Thunder,Imagine Dragons,4,4,31,12-16-2017
6,Too Good At Goodbyes,Sam Smith,7,4,12,12-16-2017
7,Bodak Yellow (Money Moves),Cardi B,6,1,22,12-16-2017
8,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,11,8,12,12-16-2017
9,What Lovers Do,Maroon 5 Featuring SZA,10,9,14,12-16-2017
10,Feel It Still,Portugal. The Man,8,4,24,12-16-2017
11,Bad At Love,Halsey,14,11,13,12-16-2017
12,Sorry Not Sorry,Demi Lovato,9,6,21,12-16-2017
13,Mi Gente,J Balvin & Willy William Featuring Beyonce,12,3,22,12-16-2017
14,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,13,3,31,12-16-2017
15,New Rules,Dua Lipa,18,15,18,12-16-2017
16,I Get The Bag,Gucci Mane Featuring Migos,16,11,15,12-16-2017
17,MotorSport,"Migos, Nicki Minaj & Cardi B",17,14,5,12-16-2017
18,Bank Account,21 Savage,15,12,21,12-16-2017
19,I Fall Apart,Post Malone,21,19,10,12-16-2017
20,Wolves,Selena Gomez X Marshmello,20,20,6,12-16-2017
21,All I Want For Christmas Is You,Mariah Carey,,11,20,12-16-2017
22,Young Dumb & Broke,Khalid,22,22,20,12-16-2017
23,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,19,1,46,12-16-2017
24,Unforgettable,French Montana Featuring Swae Lee,28,3,34,12-16-2017
25,Believer,Imagine Dragons,23,4,43,12-16-2017
26,Shape Of You,Ed Sheeran,31,1,47,12-16-2017
27,Love.,Kendrick Lamar Featuring Zacari,39,18,23,12-16-2017
28,MIC Drop,BTS Featuring Desiigner,,28,1,12-16-2017
29,Let You Down,NF,48,29,7,12-16-2017
30,Attention,Charlie Puth,30,5,32,12-16-2017
31,...Ready For It?,Taylor Swift,24,4,13,12-16-2017
32,How Long,Charlie Puth,34,32,8,12-16-2017
33,What About Us,P!nk,25,13,17,12-16-2017
34,Rake It Up,Yo Gotti Featuring Nicki Minaj,27,8,22,12-16-2017
35,Praying,Kesha,26,22,21,12-16-2017
36,Silence,Marshmello Featuring Khalid,43,36,16,12-16-2017
37,That's What I Like,Bruno Mars,32,1,46,12-16-2017
38,The Weekend,SZA,37,37,18,12-16-2017
39,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,38,31,14,12-16-2017
40,Meant To Be,Bebe Rexha & Florida Georgia Line,42,40,6,12-16-2017
41,Strip That Down,Liam Payne Featuring Quavo,36,10,28,12-16-2017
42,There's Nothing Holdin' Me Back,Shawn Mendes,33,6,32,12-16-2017
43,Plain Jane,A$AP Ferg Featuring Nicki Minaj,50,43,10,12-16-2017
44,Do Re Mi,blackbear,41,40,25,12-16-2017
45,Congratulations,Post Malone Featuring Quavo,35,8,49,12-16-2017
46,Rubbin Off The Paint,YBN Nahmir,52,46,4,12-16-2017
47,Humble.,Kendrick Lamar,49,1,35,12-16-2017
48,Greatest Love Story,LANCO,45,45,13,12-16-2017
49,Ric Flair Drip,Offset & Metro Boomin,54,49,5,12-16-2017
50,Slow Hands,Niall Horan,40,11,31,12-16-2017
51,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",46,46,12,12-16-2017
52,Codeine Dreaming,Kodak Black Featuring Lil Wayne,,52,1,12-16-2017
53,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,53,53,10,12-16-2017
54,Gummo,6ix9ine,29,29,3,12-16-2017
55,Sky Walker,Miguel Featuring Travis Scott,58,55,10,12-16-2017
56,When It Rains It Pours,Luke Combs,51,33,18,12-16-2017
57,Roll In Peace,Kodak Black Featuring XXXTENTACION,56,53,15,12-16-2017
58,Light It Up,Luke Bryan,59,58,14,12-16-2017
59,Unforgettable,Thomas Rhett,57,47,18,12-16-2017
60,Look What You Made Me Do,Taylor Swift,44,1,15,12-16-2017
61,I'll Name The Dogs,Blake Shelton,62,58,12,12-16-2017
62,Like I Loved You,Brett Young,61,61,10,12-16-2017
63,Lemon,N*E*R*D & Rihanna,63,63,4,12-16-2017
64,Candy Paint,Post Malone,66,64,6,12-16-2017
65,Good Old Days,Macklemore Featuring Kesha,67,65,6,12-16-2017
66,Lights Down Low,MAX Featuring gnash,70,66,8,12-16-2017
67,Betrayed,Lil Xan,69,67,3,12-16-2017
68,Round Here Buzz,Eric Church,72,68,10,12-16-2017
69,Yours,Russell Dickerson,73,69,7,12-16-2017
70,Love So Soft,Kelly Clarkson,60,47,12,12-16-2017
71,Ask Me How I Know,Garth Brooks,76,71,6,12-16-2017
72,Wanted You,NAV Featuring Lil Uzi Vert,64,64,3,12-16-2017
73,Losing Sleep,Chris Young,75,63,10,12-16-2017
74,Dusk Till Dawn,Zayn Featuring Sia,68,44,12,12-16-2017
75,Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",65,35,5,12-16-2017
76,Echame La Culpa,Luis Fonsi & Demi Lovato,47,47,2,12-16-2017
77,The Race,Tay-K,71,44,17,12-16-2017
78,I Could Use A Love Song,Maren Morris,77,75,15,12-16-2017
79,Walk On Water,Eminem Featuring Beyonce,55,14,3,12-16-2017
80,Mayores,Becky G Featuring Bad Bunny,74,74,6,12-16-2017
81,F**k Love,XXXTENTACION Featuring Trippie Redd,80,41,14,12-16-2017
82,Pick It Up,Famous Dex Featuring A$AP Rocky,89,82,3,12-16-2017
83,End Game,Taylor Swift Featuring Ed Sheeran & Future,86,83,2,12-16-2017
84,You Broke Up With Me,Walker Hayes,85,84,6,12-16-2017
85,Jocelyn Flores,XXXTENTACION,83,31,14,12-16-2017
86,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",,86,1,12-16-2017
87,Transportin',Kodak Black,82,46,15,12-16-2017
88,When We,Tank,92,88,2,12-16-2017
89,Too Much To Ask,Niall Horan,87,66,6,12-16-2017
90,Fix A Drink,Chris Janson,78,67,14,12-16-2017
91,It's Everyday Bro,Jake Paul Featuring Team 10,,91,2,12-16-2017
92,Written In The Sand,Old Dominion,99,92,2,12-16-2017
93,All On Me,Devin Dawson,,93,2,12-16-2017
94,Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,100,94,2,12-16-2017
95,Go Flex,Post Malone,91,76,11,12-16-2017
96,Sauce It Up,Lil Uzi Vert,88,49,14,12-16-2017
97,Beautiful Trauma,P!nk,95,95,2,12-16-2017
98,Legends,Kelsea Ballerini,,98,1,12-16-2017
99,Total Eclipse Of The Heart,Chloe Kohanski,,99,1,12-16-2017
100,Perro Fiel,Shakira Featuring Nicky Jam,,100,1,12-16-2017
1,Rockstar,Post Malone Featuring 21 Savage,1,1,10,12-09-2017
2,Havana,Camila Cabello Featuring Young Thug,2,2,15,12-09-2017
3,Gucci Gang,Lil Pump,3,3,11,12-09-2017
4,Thunder,Imagine Dragons,4,4,30,12-09-2017
5,Perfect,Ed Sheeran,7,5,13,12-09-2017
6,Bodak Yellow (Money Moves),Cardi B,5,1,21,12-09-2017
7,Too Good At Goodbyes,Sam Smith,6,4,11,12-09-2017
8,Feel It Still,Portugal. The Man,9,4,23,12-09-2017
9,Sorry Not Sorry,Demi Lovato,12,6,20,12-09-2017
10,What Lovers Do,Maroon 5 Featuring SZA,11,9,13,12-09-2017
11,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,13,11,11,12-09-2017
12,Mi Gente,J Balvin & Willy William Featuring Beyonce,10,3,21,12-09-2017
13,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,8,3,30,12-09-2017
14,Bad At Love,Halsey,17,14,12,12-09-2017
15,Bank Account,21 Savage,27,12,20,12-09-2017
16,I Get The Bag,Gucci Mane Featuring Migos,16,11,14,12-09-2017
17,MotorSport,"Migos, Nicki Minaj & Cardi B",15,14,4,12-09-2017
18,New Rules,Dua Lipa,19,18,17,12-09-2017
19,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,22,1,45,12-09-2017
20,Wolves,Selena Gomez X Marshmello,51,20,5,12-09-2017
21,I Fall Apart,Post Malone,25,21,9,12-09-2017
22,Young Dumb & Broke,Khalid,29,22,19,12-09-2017
23,Believer,Imagine Dragons,26,4,42,12-09-2017
24,...Ready For It?,Taylor Swift,18,4,12,12-09-2017
25,What About Us,P!nk,20,13,16,12-09-2017
26,Praying,Kesha,28,22,20,12-09-2017
27,Rake It Up,Yo Gotti Featuring Nicki Minaj,23,8,21,12-09-2017
28,Unforgettable,French Montana Featuring Swae Lee,21,3,33,12-09-2017
29,Gummo,6ix9ine,58,29,2,12-09-2017
30,Attention,Charlie Puth,24,5,31,12-09-2017
31,Shape Of You,Ed Sheeran,30,1,46,12-09-2017
32,That's What I Like,Bruno Mars,34,1,45,12-09-2017
33,There's Nothing Holdin' Me Back,Shawn Mendes,33,6,31,12-09-2017
34,How Long,Charlie Puth,40,34,7,12-09-2017
35,Congratulations,Post Malone Featuring Quavo,36,8,48,12-09-2017
36,Strip That Down,Liam Payne Featuring Quavo,32,10,27,12-09-2017
37,The Weekend,SZA,38,37,17,12-09-2017
38,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,37,31,13,12-09-2017
39,Love.,Kendrick Lamar Featuring Zacari,41,18,22,12-09-2017
40,Slow Hands,Niall Horan,35,11,30,12-09-2017
41,Do Re Mi,blackbear,42,40,24,12-09-2017
42,Meant To Be,Bebe Rexha & Florida Georgia Line,53,42,5,12-09-2017
43,Silence,Marshmello Featuring Khalid,44,42,15,12-09-2017
44,Look What You Made Me Do,Taylor Swift,31,1,14,12-09-2017
45,Greatest Love Story,LANCO,45,45,12,12-09-2017
46,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",46,46,11,12-09-2017
47,Echame La Culpa,Luis Fonsi & Demi Lovato,,47,1,12-09-2017
48,Let You Down,NF,52,48,6,12-09-2017
49,Humble.,Kendrick Lamar,47,1,34,12-09-2017
50,Plain Jane,A$AP Ferg Featuring Nicki Minaj,54,50,9,12-09-2017
51,When It Rains It Pours,Luke Combs,39,33,17,12-09-2017
52,Rubbin Off The Paint,YBN Nahmir,80,52,3,12-09-2017
53,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,66,53,9,12-09-2017
54,Ric Flair Drip,Offset & Metro Boomin,56,50,4,12-09-2017
55,Walk On Water,Eminem Featuring Beyonce,14,14,2,12-09-2017
56,Roll In Peace,Kodak Black Featuring XXXTENTACION,59,53,14,12-09-2017
57,Unforgettable,Thomas Rhett,55,47,17,12-09-2017
58,Sky Walker,Miguel Featuring Travis Scott,64,58,9,12-09-2017
59,Light It Up,Luke Bryan,60,59,13,12-09-2017
60,Love So Soft,Kelly Clarkson,61,47,11,12-09-2017
61,Like I Loved You,Brett Young,62,61,9,12-09-2017
62,I'll Name The Dogs,Blake Shelton,63,58,11,12-09-2017
63,Lemon,N*E*R*D & Rihanna,79,63,3,12-09-2017
64,Wanted You,NAV Featuring Lil Uzi Vert,65,64,2,12-09-2017
65,Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",57,35,4,12-09-2017
66,Candy Paint,Post Malone,78,66,5,12-09-2017
67,Good Old Days,Macklemore Featuring Kesha,68,67,5,12-09-2017
68,Dusk Till Dawn,Zayn Featuring Sia,70,44,11,12-09-2017
69,Betrayed,Lil Xan,93,69,2,12-09-2017
70,Lights Down Low,MAX Featuring gnash,76,70,7,12-09-2017
71,The Race,Tay-K,71,44,16,12-09-2017
72,Round Here Buzz,Eric Church,77,72,9,12-09-2017
73,Yours,Russell Dickerson,75,73,6,12-09-2017
74,Mayores,Becky G Featuring Bad Bunny,84,74,5,12-09-2017
75,Losing Sleep,Chris Young,74,63,9,12-09-2017
76,Ask Me How I Know,Garth Brooks,85,76,5,12-09-2017
77,I Could Use A Love Song,Maren Morris,81,75,14,12-09-2017
78,Fix A Drink,Chris Janson,67,67,13,12-09-2017
79,Awful Things,Lil Peep,,79,1,12-09-2017
80,F**k Love,XXXTENTACION Featuring Trippie Redd,82,41,13,12-09-2017
81,Relationship,Young Thug Featuring Future,86,65,14,12-09-2017
82,Transportin',Kodak Black,87,46,14,12-09-2017
83,Jocelyn Flores,XXXTENTACION,83,31,13,12-09-2017
84,Every Little Thing,Carly Pearce,72,50,17,12-09-2017
85,You Broke Up With Me,Walker Hayes,94,85,5,12-09-2017
86,End Game,Taylor Swift Featuring Ed Sheeran & Future,,86,1,12-09-2017
87,Too Much To Ask,Niall Horan,99,66,5,12-09-2017
88,Sauce It Up,Lil Uzi Vert,90,49,13,12-09-2017
89,Pick It Up,Famous Dex Featuring A$AP Rocky,97,89,2,12-09-2017
90,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",,90,1,12-09-2017
91,Go Flex,Post Malone,98,76,10,12-09-2017
92,When We,Tank,,92,1,12-09-2017
93,Glorious,Macklemore Featuring Skylar Grey,,49,19,12-09-2017
94,Questions,Chris Brown,91,78,13,12-09-2017
95,Beautiful Trauma,P!nk,,95,1,12-09-2017
96,No Smoke,YoungBoy Never Broke Again,,96,1,12-09-2017
97,Broken Halos,Chris Stapleton,95,92,4,12-09-2017
98,The Rest Of Our Life,Tim McGraw & Faith Hill,,98,1,12-09-2017
99,Written In The Sand,Old Dominion,,99,1,12-09-2017
100,Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,,100,1,12-09-2017
1,Rockstar,Post Malone Featuring 21 Savage,1,1,9,12-02-2017
2,Havana,Camila Cabello Featuring Young Thug,2,2,14,12-02-2017
3,Gucci Gang,Lil Pump,12,3,10,12-02-2017
